Station code,Name of the station,srcYear,srcStateName,Minimum temperature for river water,Maximum temperature for river water,Minimum value of dissolved oxygen,Maximum value of dissolved oxygen,Minimum potential of Hydrogen value in river water,Maximum potential of Hydrogen value in river water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum of Nitrate N + Nitrite N required for river water,Maximum of Nitrate N + Nitrite N required for river water,Minimum of Faecal Coliforms required for river water,Maximum  of Faecal Coliforms required for river water,Minimum coliform required for river water,Maximum coliform required for river water,YearCode,Year
2710,"TITUR RIVER AT D/S OF CHALISGAON, VILLAGE CHALISGAON,TALUKA JALGAON,DISTRICT JALGAON.",2018,MAHARASHTRA,28,28,5.6,5.6,8,8,748,748,8.6,8.6,0.3,2.38,2,2,280,280,2018,"Calendar Year (Jan - Dec), 2018"
2718,"WAGHUR RIVER AT SAKEGAON BEFORE CONFLUENCE WITH TAPI RIVER, VILLAGE SAKEGAON,TALUKA JALGAON,DISTRICT JALGAON.",2018,MAHARASHTRA,27,28,5.9,6.3,8,8.2,362,628,4,4.2,0.3,2.71,2,170,220,900,2018,"Calendar Year (Jan - Dec), 2018"
1264,"MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR, CHHAT",2018,CHHATTISGARH,24,33,6.2,7.4,7.7,7.9,218,512,,,,,,,210,240,2018,"Calendar Year (Jan - Dec), 2018"
1852,"MAHANADI AT ARRANG, RAIPUR, CHHATISGARH.",2018,CHHATTISGARH,25,30,5.6,7.2,7.6,7.7,262,484,,,,,,,240,240,2018,"Calendar Year (Jan - Dec), 2018"
1100,"MAHANADI AT KHARAD, CHHATISGARH.",2018,CHHATTISGARH,21,38,7.4,8.9,8,8.5,104,410,1,3,1.7,5.8,,,17,350,2018,"Calendar Year (Jan - Dec), 2018"
1282,"MAHANADI AT SHEORINARAYAN VILLAGE, CHHATISGARH.",2018,CHHATTISGARH,26,36,7.3,9.9,8,8.5,128,424,1.3,2.9,2.4,6.2,,,34,350,2018,"Calendar Year (Jan - Dec), 2018"
1467,"MAHANADI AFTER CONFL. WITH RIVER MAND, CHHATISGARH",2018,CHHATTISGARH,22,36,7.2,8.2,8,8.5,158,432,1.2,3,1.8,6.4,,,25,500,2018,"Calendar Year (Jan - Dec), 2018"
1099,"MAHANADI AT U/S OF RAJIM, CHHATISGARH.",2018,CHHATTISGARH,24,33,5.6,7.4,7.4,7.9,238,456,,,,,,,210,240,2018,"Calendar Year (Jan - Dec), 2018"
1101,"MAHANADI AT INTERSTATE BOUNDRY, CHHATISGARH.",2018,CHHATTISGARH,15,27,6.8,7.2,7.3,7.5,189,221,0.3,2.9,0.1,1.12,,,21,460,2018,"Calendar Year (Jan - Dec), 2018"
1281,"MAHANADI AT HIRAKUD RESERVOIR, ODISHA",2018,ODISHA,24,30,6.7,8.2,6.6,8.3,135,298,0.3,1.7,0.2,1.41,2,9200,20,16000,2018,"Calendar Year (Jan - Dec), 2018"
1270,"MAHANADI AT SAMBALPUR U/S, ODISHA",2018,ODISHA,24,31,6.9,8.4,6.6,8.3,135,261,0.6,1.7,0.18,1.23,20,1700,45,4900,2018,"Calendar Year (Jan - Dec), 2018"
1271,"MAHANADI AT SAMBALPUR D/S, ODISHA",2018,ODISHA,24,31,6.7,8.4,7.2,8.4,137,290,0.6,2.2,0.3,1.31,20,11000,130,22000,2018,"Calendar Year (Jan - Dec), 2018"
2405,SAMBHALPUR FDS AT HUMA,2018,ODISHA,23,30,6.5,8.4,6.9,8.3,146,266,0.4,1.4,0.25,1.64,45,5400,170,9200,2018,"Calendar Year (Jan - Dec), 2018"
1272,MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S,2018,ODISHA,23,32,6.7,8.4,6.9,8.3,146,262,0.2,1.5,0.2,1.16,2,110,2,460,2018,"Calendar Year (Jan - Dec), 2018"
1274,"MAHANADI AFTER CONFL. WITH R.TEL (SONEPUR D/S), OR",2018,ODISHA,23,31,6.1,7.8,7,8.4,192,263,0.4,2.1,0.26,1.32,20,1300,130,3500,2018,"Calendar Year (Jan - Dec), 2018"
1275,"MAHANADI AT TIKARPADA, ODISHA",2018,ODISHA,21,30,6.4,10.2,6.7,8.4,161,252,0.2,1.5,0.07,0.89,2,2200,20,3500,2018,"Calendar Year (Jan - Dec), 2018"
1276,"MAHANADI AT NARSINGHPUR, ODISHA",2018,ODISHA,20,30,7.4,10,6.7,8.5,154,234,0.4,0.9,0.1,0.8,2,1300,20,3500,2018,"Calendar Year (Jan - Dec), 2018"
1277,"MAHANADI AT CUTTACK U/S, ODISHA",2018,ODISHA,22,32,6.8,10.2,7.1,8.4,145,221,0.3,1,0.11,1.13,20,1300,45,2400,2018,"Calendar Year (Jan - Dec), 2018"
1278,"MAHANADI AT CUTTACK D/S, ODISHA",2018,ODISHA,20,32,6.4,9.8,7.2,8.3,148,240,0.6,2.3,0.07,6.78,68,16000,790,16000,2018,"Calendar Year (Jan - Dec), 2018"
1639,"MAHANADI AT PARADEEPD/S, ODISHA",2018,ODISHA,23,30,6.8,8.2,7,8.1,203,51284,0.3,1.8,0.2,1.35,2,230,2,490,2018,"Calendar Year (Jan - Dec), 2018"
2404,POWER CHANNEL D/S NEAR BURLA,2018,ODISHA,24,30,5.2,8.6,6.9,8.2,153,227,0.5,2,0.22,1.17,20,1300,20,3500,2018,"Calendar Year (Jan - Dec), 2018"
2406,MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY,2018,ODISHA,23,32,7.2,9.8,7.2,8.4,153,228,0.3,1.1,0.05,1.19,20,490,78,1300,2018,"Calendar Year (Jan - Dec), 2018"
2407,PARADEEP U/S (BEFORE INDUSTRIAL ACTIVITY AT PARADE,2018,ODISHA,22,31,6.2,8.6,6.9,8,161,31070,0.4,1.5,0.15,1.46,20,1300,20,3500,2018,"Calendar Year (Jan - Dec), 2018"
3887,SAMBALPUR FD/S T SHANKARMATH,2018,ODISHA,22,31,6,8.2,6.7,8.4,161,273,0.5,1.8,0.22,1.14,20,9200,20,16000,2018,"Calendar Year (Jan - Dec), 2018"
3888,POWER CHANNELU/S,2018,ODISHA,23,31,5.2,8.1,6.8,8.3,132,227,0.3,1.1,0.1,1.19,2,790,2,1400,2018,"Calendar Year (Jan - Dec), 2018"
3890,CUTTACK FD/S AT GATIRAUTAPATNA,2018,ODISHA,20,32,6.6,9.6,7.3,8.5,147,248,0.6,1.7,0.08,1.39,45,16000,490,16000,2018,"Calendar Year (Jan - Dec), 2018"
1845,"SEONATH RIVER WATER SUPPLY WELL, DURG, CHHATISGARH",2018,CHHATTISGARH,28,28,6.8,7.4,7.4,7.5,,,,,,,,,,,2018,"Calendar Year (Jan - Dec), 2018"
3166,"SHEONATH AT JHINGHRI VILLAGE, A/C OF SAMODA NALLA,",2018,CHHATTISGARH,29,29,5.6,7.8,7.4,7.9,,,,,,,,,,,2018,"Calendar Year (Jan - Dec), 2018"
3167,"SHEONATH AT RAJNANDGAON, D/S AT MOHAD, RAJNANDGAON",2018,CHHATTISGARH,28,28,6.3,7.4,7.4,7.6,,,,,,,,,,,2018,"Calendar Year (Jan - Dec), 2018"
1847,"KHAROON RIVER B/C KHAPRI DRAIN, DURG, RAIPUR ROAD",2018,CHHATTISGARH,28,28,6.2,7.8,7.3,7.7,,,,,,,,,,,2018,"Calendar Year (Jan - Dec), 2018"
1853,"KHAROON RIVER BUNDRI, RAIPUR, CHHATISGARH.",2018,CHHATTISGARH,24,34,6.2,7,7.6,7.7,238,562,240,240,,,,,,,2018,"Calendar Year (Jan - Dec), 2018"
1105,"HASDEO AT U/S KORBA, CHHATISGARH.",2018,CHHATTISGARH,25,26,1.6,7.6,7.1,7.2,0.4,14,0.2,0.45,,,,,,,2018,"Calendar Year (Jan - Dec), 2018"
1106,"HASDEO AT U/S OF CHAMPA, CHHATISGARH.",2018,CHHATTISGARH,22,39,7,8,8,8.5,125,470,1,3,2.6,6.7,30,500,,,2018,"Calendar Year (Jan - Dec), 2018"
3165,HASDEO RIVER 100 METER DOWNSTREAM AFTER CONFLUENCE,2018,CHHATTISGARH,25,26,6.6,7.2,7.1,7.7,0.8,1.8,0.3,0.57,,,,,,,2018,"Calendar Year (Jan - Dec), 2018"
3168,DOWNSTREAM OF HASDEO RIVER NEAR URGA VILLAGE KORBA,2018,CHHATTISGARH,25,26,6.2,7.2,7.2,7.4,1.2,2.4,0.3,0.7,,,,,,,2018,"Calendar Year (Jan - Dec), 2018"
1848,"ARPA RIVER D/S OF BILASPUR, CHHATISGARH.",2018,CHHATTISGARH,31,36,6,6.9,8.5,8.5,207,235,1.7,2.6,2.7,3,110,170,,,2018,"Calendar Year (Jan - Dec), 2018"
1850,"KELO RIVER D/S OF RAIGARH, CHHATISGARH.",2018,CHHATTISGARH,15,27,6.6,7,7.5,7.7,27,221,1.9,3.6,0.96,2.16,64,460,,,2018,"Calendar Year (Jan - Dec), 2018"
3169,DRINKING WATER INTAKE WELL OF MUNICIPAL CO. KORBA,2018,CHHATTISGARH,25,26,6.6,7.6,7.2,7.3,0.6,7.2,0.3,0.54,,,,,,,2018,"Calendar Year (Jan - Dec), 2018"
3170,DRINKING WATER INTAKE WELL OF MUNICIPAL CO. KORBA,2018,CHHATTISGARH,25,26,7,7.8,7.2,7.3,0.2,7.2,0.3,0.44,,,,,,,2018,"Calendar Year (Jan - Dec), 2018"
1267,"IB AT SUNDARGARH, ODISHA",2018,ODISHA,21,35,5.3,8.6,6.6,7.9,111,212,0.4,2,0.13,0.99,20,2200,45,3500,2018,"Calendar Year (Jan - Dec), 2018"
1268,"IB AT JHARSUGUDA (INTAKE), ODISHA",2018,ODISHA,17,28,7.2,8,6.5,8.6,114,648,0.4,1.7,0.05,1.65,20,14000,110,4300,2018,"Calendar Year (Jan - Dec), 2018"
1300,"IB AT RAJ NAGAR U/S, ODISHA",2018,ODISHA,17,28,6.8,8,6.9,8.4,107,392,0.4,1.8,0.06,0.96,2,14100,20,3500,2018,"Calendar Year (Jan - Dec), 2018"
1269,"IB AT BRAJRAJNAGAR (INTAKE) D/S, ODISHA",2018,ODISHA,16,30,7.2,8.2,6.9,8.4,111,534,0.5,2.9,0.08,1.56,2,2800,45,4300,2018,"Calendar Year (Jan - Dec), 2018"
2403,BHEDEN RIVER BEFORE CONFLUENCE WITH IB RIVER,2018,ODISHA,16,31,7.4,8.2,7.2,8.4,102,339,0.6,2.8,0.06,2.42,2,9200,2,16000,2018,"Calendar Year (Jan - Dec), 2018"
1279,"KUAKHAI AT BHUBANESWAR U/S, ODISHA",2018,ODISHA,21,31,5.3,9.7,6.5,8.3,146,245,0.6,1.6,0.05,1.51,490,2400,1300,3500,2018,"Calendar Year (Jan - Dec), 2018"
1280,"KUAKHAI AT BHUBANESWAR D/S, ODISHA",2018,ODISHA,19,32,0.9,7.8,6.7,8.2,163,384,1.5,7.4,0.97,12.38,4900,160000,13000,160000,2018,"Calendar Year (Jan - Dec), 2018"
2410,BHUBANESWAR FU/S,2018,ODISHA,20,31,5.5,8.7,6.7,8.4,146,221,0.4,1.5,0.08,1.01,130,1700,330,3500,2018,"Calendar Year (Jan - Dec), 2018"
2411,BHUBANESWAR FD/S ( 2 KM AFTER CONFLUENCE OF GANGUA,2018,ODISHA,19,32,1.2,11.1,6.8,8.1,161,390,1.3,7.4,0.6,15.32,1300,160000,3300,160000,2018,"Calendar Year (Jan - Dec), 2018"
1301,"KATHAJODI AT CUTTACK D/S, ODISHA",2018,ODISHA,23,36,4.6,8.4,6.8,8.4,155,384,0.7,5.7,0.1,7.09,330,92000,790,160000,2018,"Calendar Year (Jan - Dec), 2018"
2412,SANKHA U/S ( D/S OF MANDIRA DAM),2018,ODISHA,20,35,4.8,8.2,6.7,8.1,111,324,0.4,1.8,0.06,4.46,130,16000,330,43000,2018,"Calendar Year (Jan - Dec), 2018"
1640,"BIRUPA AT CHOUDWAR, ODISHA",2018,ODISHA,23,32,6.6,9.2,6.7,8.2,161,273,0.4,1.8,0.02,1.62,2,2400,40,3500,2018,"Calendar Year (Jan - Dec), 2018"
2409,CUTTACK FDS (SERUA) AT SANKHATRASA,2018,ODISHA,21,31,5.6,7.8,7.1,8.5,139,335,0.6,58.5,0.12,1.79,78,92000,230,160000,2018,"Calendar Year (Jan - Dec), 2018"
3887,SAMBALPUR FD/S T SHANKARMATH,2018,ODISHA,22,31,6,8.2,6.7,8.4,161,273,0.5,1.8,0.22,1.14,20,9200,20,16000,2018,"Calendar Year (Jan - Dec), 2018"
3889,ONG AT DHARUAKHAMMA,2018,ODISHA,23,32,6.7,8.4,6.4,8.5,141,397,0.2,2.7,0.18,2.56,2,3500,2,5400,2018,"Calendar Year (Jan - Dec), 2018"
3891,KATHJODI U/S,2018,ODISHA,20,31,6.9,8.4,6.5,8.1,140,220,0.4,1.4,0.04,1.46,45,3500,140,5400,2018,"Calendar Year (Jan - Dec), 2018"
3892,KATHJODI FD/S AT MATTAGAJPUR,2018,ODISHA,22,31,4.2,9.2,6.9,8.5,152,357,0.8,3.9,0.14,2,330,54000,790,92000,2018,"Calendar Year (Jan - Dec), 2018"
3893,KATHJODI AT KAMASASAN,2018,ODISHA,22,30,6.6,8.6,7.2,8.1,144,313,0.5,2.6,0.15,3.74,20,1700,78,4900,2018,"Calendar Year (Jan - Dec), 2018"
3894,DAYA AT GELAPUR,2018,ODISHA,20,31,6,9.9,7,8.3,145,224,0.5,1.9,0.24,0.88,45,16000,170,16000,2018,"Calendar Year (Jan - Dec), 2018"
3895,DAYA AT KANAS,2018,ODISHA,20,32,2.8,8.9,6.9,8.4,167,356,0.8,4.4,0.23,4.69,20,16000,200,16000,2018,"Calendar Year (Jan - Dec), 2018"
3896,GANGUA NEAR RAJDHANI ENGINEERING COLLEGE,2018,ODISHA,20,32,0.4,4.6,6.5,7.6,211,419,3.6,31.3,0.22,8.21,54000,160000,92000,160000,2018,"Calendar Year (Jan - Dec), 2018"
3897,GANGUA AT PALASUNI,2018,ODISHA,21,31,0.5,3.2,6.5,7.7,204,416,4.1,34.3,0.22,9.73,54000,160000,92000,160000,2018,"Calendar Year (Jan - Dec), 2018"
3898,GANGUA AT SAMANTARAPUR,2018,ODISHA,19,31,0,3.8,3.8,7.9,273,718,3.6,70.8,0.21,12.83,54000,160000,54000,160000,2018,"Calendar Year (Jan - Dec), 2018"
3899,GANGUA AT VADIMULA,2018,ODISHA,20,32,0.7,6.6,6.7,8.1,187,510,3.4,16.3,0.33,0.38,4900,160000,5400,160000,2018,"Calendar Year (Jan - Dec), 2018"
3900,KENDRAPADA U/S,2018,ODISHA,20,31,5.2,7.6,7.1,8.4,164,1999,0.3,2.2,0.04,2.41,110,28000,330,43000,2018,"Calendar Year (Jan - Dec), 2018"
3901,KENDRAPADA D/S,2018,ODISHA,20,32,4.4,7.8,7,8.4,164,1971,0.8,2.5,0.21,2.04,490,54000,790,92000,2018,"Calendar Year (Jan - Dec), 2018"
3902,DEVI AT MACCHIGAON,2018,ODISHA,23,30,6.2,7.6,7.2,8.2,168,39970,0.3,1.4,0.14,1.45,2,2400,20,3500,2018,"Calendar Year (Jan - Dec), 2018"
3903,KUSHABHADRA AT BHINGARPUR,2018,ODISHA,22,31,5.1,10,6.9,8.4,189,410,0.7,2.5,0.19,1.86,20,5400,130,9200,2018,"Calendar Year (Jan - Dec), 2018"
3904,KUSHABHADRA AT NIMAPARA,2018,ODISHA,22,33,5.5,8.5,7,8.5,152,789,0.7,2.4,0.22,0.96,20,16000,78,16000,2018,"Calendar Year (Jan - Dec), 2018"
3905,KUSHABHADRA AT GOP,2018,ODISHA,23,34,5.2,8.2,7,8.5,183,334,0.5,2.2,0.19,1.15,330,16000,790,17000,2018,"Calendar Year (Jan - Dec), 2018"
3906,PURI U/S MALATIPATPUR,2018,ODISHA,23,31,4.8,8.6,6.6,8.4,164,522,0.4,1.7,0.03,1.46,270,5400,490,9200,2018,"Calendar Year (Jan - Dec), 2018"
3907,PURI AT GOLASAHI,2018,ODISHA,25,32,3.2,11.6,7.2,8.4,169,32040,1.3,5.8,0.66,8.31,490,16000,1300,17000,2018,"Calendar Year (Jan - Dec), 2018"
3908,BHARGAVI AT CHANDANPUR,2018,ODISHA,23,31,4.3,10.3,7.4,8.5,160,506,0.5,2,0.02,0.94,110,5400,330,16000,2018,"Calendar Year (Jan - Dec), 2018"
3909,KANSARI RIVER AT BANAPUR ROAD NEAR PURUSHOTTAMPUR,2018,ODISHA,17,33,4.4,8.4,6.7,8.4,141,560,0.6,3.6,0.26,1.61,130,16000,330,35000,2018,"Calendar Year (Jan - Dec), 2018"
3910,BADASANKHA NADI NEAR LANGALESWAR,2018,ODISHA,17,33,3.3,10.1,7.1,8.4,144,7583,0.6,5.4,0.1,7.69,78,5400,330,16000,2018,"Calendar Year (Jan - Dec), 2018"
3911,RATNACHIRA NAADI AT KUMARADIHI,2018,ODISHA,21,30,3.1,9,7.1,8.5,121,605,0.8,3.5,0.02,2.57,45,16000,170,16000,2018,"Calendar Year (Jan - Dec), 2018"
3912,NUNA NADI AT BIJIPUR,2018,ODISHA,20,32,5.6,8.4,7,8.5,143,375,0.2,2.7,0.07,1.18,220,16000,490,16000,2018,"Calendar Year (Jan - Dec), 2018"
1029,"TUNGABHADRA AT HARALAHALLI BRIDGE,",2019,KARNATAKA,26,29,5.7,7.5,7.15,8.01,145,470,2,3,0.2,1.11,500,1100,1400,1700,2019,"Calendar Year (Jan - Dec), 2019"
3913,KUSUMI NADI NEAR TANGI (LAXMIDHARA PUR),2018,ODISHA,19,32,6.2,8.4,7.3,8.3,127,314,0.4,1.7,0.32,1.95,68,16000,110,16000,2018,"Calendar Year (Jan - Dec), 2018"
3914,SABULIA NADI NEAR RAMBHA (AT JAGANNATHPATNA),2018,ODISHA,17,33,4.1,8.6,7.5,8.5,187,730,0.8,2.4,0.14,2.84,78,16000,230,16000,2018,"Calendar Year (Jan - Dec), 2018"
3942,SONO RIVER AT KANANDURGA ROD NEAR REMUNA,2018,ODISHA,13,27,5,8.4,6.9,8.4,122,294,0.4,2.3,0.08,1.36,45,2300,220,4300,2018,"Calendar Year (Jan - Dec), 2018"
3943,BALASORE U/S,2018,ODISHA,13,29,6.4,8.8,7,8.3,118,279,0.2,2.3,0.1,1.07,330,5400,790,9200,2018,"Calendar Year (Jan - Dec), 2018"
3944,RUSSELKUNDA RESERVOIR,2018,ODISHA,10,26,6,9.8,7,8.3,145,185,0.8,2,0.11,1.03,2,2800,45,4300,2018,"Calendar Year (Jan - Dec), 2018"
3945,RUSHIKULYA AT ASKA,2018,ODISHA,9,25,6,8.6,6.9,8.5,222,342,0.4,1.5,0.23,1.46,45,2700,230,5400,2018,"Calendar Year (Jan - Dec), 2018"
3946,BADA NADI AT ASKA,2018,ODISHA,10,27,6.5,9.5,7.4,8.4,238,554,0.3,1.8,0.14,0.78,45,2800,170,4300,2018,"Calendar Year (Jan - Dec), 2018"
1081,BAITARNI AT JODA ODISHA,2018,ODISHA,16,28,6.2,8.7,6.9,8.3,97,167,0.4,1.3,0.18,0.97,20,1700,20,3500,2018,"Calendar Year (Jan - Dec), 2018"
1082,"BAITARNI AT ANANDPUR, ODISHA",2018,ODISHA,17,28,6.8,8.1,7,8.4,126,204,0.5,2,0.07,1.27,78,2400,170,3600,2018,"Calendar Year (Jan - Dec), 2018"
1083,BAITARNI AT JAJPUR ODISHA,2018,ODISHA,17,28,6.5,8.4,7.4,8.4,118,233,0.3,1.4,0.01,1.36,20,16000,78,16000,2018,"Calendar Year (Jan - Dec), 2018"
1084,"BAITARNI AT CHANDBALI, ODISHA",2018,ODISHA,17,30,5.6,9.2,7.1,8.4,145,19730,0.5,2.1,0.22,1.63,330,16000,1100,16000,2018,"Calendar Year (Jan - Dec), 2018"
1085,BAITARNI AT DHAMRA ODISHA,2018,ODISHA,17,28,5.6,8.8,6.9,8.1,284,45150,0.4,1.9,0.02,1.57,130,16000,330,16000,2018,"Calendar Year (Jan - Dec), 2018"
3935,BAITARNI RIVER AT NAIGARH,2018,ODISHA,16,26,6.2,8.9,6.7,8.4,65,315,0.4,1.8,0.18,1.32,20,1100,78,3500,2018,"Calendar Year (Jan - Dec), 2018"
3936,BAITARNI RIVER AT UNCHABALI,2018,ODISHA,15,26,6.1,8.4,6,8.4,76,155,0.3,1.8,0.23,1.08,5,2200,23,3500,2018,"Calendar Year (Jan - Dec), 2018"
3937,BAITARNI RIVER AT CHAMPUA,2018,ODISHA,17,29,6,7.8,6.8,8.3,108,168,0.3,2.4,0.08,0.93,20,1700,78,3500,2018,"Calendar Year (Jan - Dec), 2018"
3938,BAITARNI RIVET AT TRIBINDHA,2018,ODISHA,15,29,6.4,8.2,6.9,8.3,99,213,0.4,2.2,0.07,1.68,20,1700,78,3500,2018,"Calendar Year (Jan - Dec), 2018"
2421,KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANAND,2018,ODISHA,19,28,7.1,9.6,7,8.5,97,346,0.7,2.2,0.1,1.02,110,2800,390,5400,2018,"Calendar Year (Jan - Dec), 2018"
3939,KUNDRA NALLAH AT JODA,2018,ODISHA,15,28,6,8.3,6.9,8.4,121,195,0.3,2.1,0.08,2.25,18,2200,68,4300,2018,"Calendar Year (Jan - Dec), 2018"
3940,BHADRAK U/S,2018,ODISHA,13,25,5.2,9.6,7.1,8.4,99,249,0.3,1.2,0.1,1.52,130,5400,490,5400,2018,"Calendar Year (Jan - Dec), 2018"
3941,BHADRAK D/S,2018,ODISHA,13,26,5.6,9.6,6.4,8.4,97,273,0.7,1.8,0.01,1.94,330,35000,790,54000,2018,"Calendar Year (Jan - Dec), 2018"
1038,"BRAHMANI AT D/S PANPOSH, ODISHA",2018,ODISHA,23,33,3.5,7.4,6.6,8.2,207,494,1.5,7.6,0.95,11.07,1700,49000,5400,92000,2018,"Calendar Year (Jan - Dec), 2018"
1302,"BRAHMANI AT ROURKELA D/S, ODISHA",2018,ODISHA,22,33,3.7,8,6.6,8.2,150,308,0.8,6.5,0.65,7.49,490,35000,1300,92000,2018,"Calendar Year (Jan - Dec), 2018"
2414,ROURKELA FDS AT BIRITOLA,2018,ODISHA,21,33,5.2,8.2,6.7,8.2,141,273,0.4,2.8,0.27,2.89,20,5400,45,9200,2018,"Calendar Year (Jan - Dec), 2018"
1039,"BRAHMANI AT BONAIGARH, ODISHA",2018,ODISHA,21,32,4.9,9,7,8.2,111,245,0.1,5.2,0.7,7.02,2,1700,20,7900,2018,"Calendar Year (Jan - Dec), 2018"
1040,"BRAHMANI AT RENGALI, ODISHA",2018,ODISHA,20,30,6,9,6.9,8.2,111,199,0.5,1.5,0.05,1.08,20,540,68,1600,2018,"Calendar Year (Jan - Dec), 2018"
1041,"BRAHMANI AT SAMAL, ODISHA",2018,ODISHA,19,31,4.8,9.2,7.1,8.3,102,187,0.2,1.9,0.06,1.18,45,1300,130,3500,2018,"Calendar Year (Jan - Dec), 2018"
1303,"BRAHMANI AT TALCHER U/S, ODISHA",2018,ODISHA,19,31,6.4,8.6,7.2,8.2,117,286,0.5,1.2,0.17,1.19,45,3500,130,9200,2018,"Calendar Year (Jan - Dec), 2018"
2415,"TALCHER FU/S (INTAKE WELL OF MCL, TALCHER)",2018,ODISHA,18,30,7.2,9,7.1,8.3,121,173,0.4,1.1,0.1,0.8,20,1700,78,5400,2018,"Calendar Year (Jan - Dec), 2018"
2416,TALCHER FD/S,2018,ODISHA,20,30,6.4,9.1,7,8.2,126,266,0.2,1.7,0.2,0.9,20,3500,45,7900,2018,"Calendar Year (Jan - Dec), 2018"
1042,"BRAHMANI AT KAMALANGA, ODISHA",2018,ODISHA,19,29,6.9,8.8,6.6,8.1,124,249,0.2,2.8,0.19,1.05,20,4600,270,11000,2018,"Calendar Year (Jan - Dec), 2018"
2417,"DHENKANAL D/S, DHENKANAL TOWN",2018,ODISHA,20,32,5.8,9.2,7.3,8,116,224,0.4,2.5,0.08,0.98,78,11000,270,17000,2018,"Calendar Year (Jan - Dec), 2018"
1043,"BRAHMANI AT BHUBAN, ODISHA",2018,ODISHA,18,32,6.8,9,7.3,8.3,106,186,0.2,1.9,0.16,0.77,2,1300,20,2400,2018,"Calendar Year (Jan - Dec), 2018"
2418,KABATABANDHA (BEFORE IMPACT OF INDUSTRIAL ACTIVITY,2018,ODISHA,19,30,6.4,7.6,6.3,8.4,114,171,0.2,0.8,0.13,1.97,2,2800,2,4300,2018,"Calendar Year (Jan - Dec), 2018"
1044,"BRAHMANI AT DHARMASHALA, ODISHA",2018,ODISHA,14,30,6.8,7.9,6.4,8.2,115,225,0.2,0.9,0.13,1.6,45,1300,110,3500,2018,"Calendar Year (Jan - Dec), 2018"
10018,RIVER BRAHMANI AT CHANDBALI U/S,2018,ODISHA,17,30,6,8.8,7.3,8.2,189,19770,0.4,1.9,0.17,1.57,330,16000,920,16000,2018,"Calendar Year (Jan - Dec), 2018"
10019,RIVER BRAHMANI AT,2018,ODISHA,14,30,6.6,7.6,6.7,8.4,139,230,0.6,1.6,0.11,1.44,2,2800,78,5400,2018,"Calendar Year (Jan - Dec), 2018"
3917,MANDAPAL,2018,ODISHA,19,30,6.8,8.4,7.1,8.1,119,167,0.5,2.6,0.24,0.87,78,16000,170,16000,2018,"Calendar Year (Jan - Dec), 2018"
3918,DHENKANAL U/S,2018,ODISHA,18,32,7.2,9.4,7.3,8.2,115,201,0.2,1,0.21,0.65,45,1300,130,3500,2018,"Calendar Year (Jan - Dec), 2018"
1045,"BRAHMANI AT PATTAMUNDAI, ODISHA",2018,ODISHA,20,33,6,9.2,7,8.4,130,343,0.7,1.8,0.21,3.17,45,3500,170,4300,2018,"Calendar Year (Jan - Dec), 2018"
3919,NANDIRA U/S AT KUKUDANGA,2018,ODISHA,17,30,5.8,8.8,7.2,8.4,292,607,0.6,2.5,0.27,2.65,20,16000,78,16000,2018,"Calendar Year (Jan - Dec), 2018"
3920,NANDIRA D/S AT DASNALI,2018,ODISHA,17,30,5.8,8.5,7.4,8.5,295,594,0.8,3.5,0.36,2,130,17000,330,35000,2018,"Calendar Year (Jan - Dec), 2018"
3921,KISINDAJHOR AR KHARAGPRASAD,2018,ODISHA,19,29,4.6,8.2,7.6,8.3,393,669,0.6,2.1,0.49,6.5,20,3500,78,5400,2018,"Calendar Year (Jan - Dec), 2018"
3922,BINJHARPUR,2018,ODISHA,16,29,7.2,8.6,7.1,8.3,123,194,0.3,1.6,0.03,1.02,2,3500,45,5400,2018,"Calendar Year (Jan - Dec), 2018"
1035,"KARO AT LOHOJIMI U/S, JHARKAND",2018,JHARKHAND,12,36,7.5,8.4,7.2,8,,,1.9,2.8,,,140,230,750,1500,2018,"Calendar Year (Jan - Dec), 2018"
3915,KARO RIVER T BADBIL,2018,ODISHA,14,26,6,7.7,6.4,8.5,104,198,0.1,1.9,0.13,1.28,78,1700,230,4300,2018,"Calendar Year (Jan - Dec), 2018"
1036,"KOEL AT MANOHARPUR AFTER MEETING KOINA RIVER D/S,",2018,JHARKHAND,14,36,7.4,8,7.4,7.6,232,278,0.3,0.8,,,,,,,2018,"Calendar Year (Jan - Dec), 2018"
1033,"KOEL AT BASIA, DAM U/S, JHARKHAND",2018,JHARKHAND,13,35,7.6,8.5,7.3,8.2,,,2.1,2.7,,,140,150,750,930,2018,"Calendar Year (Jan - Dec), 2018"
2413,KOEL U/S (AFTER CONFLUENCE OF RIVER KARO),2018,ODISHA,22,31,4.5,8,6.7,8.3,133,251,0.4,1.8,0.08,1.17,20,16000,68,16000,2018,"Calendar Year (Jan - Dec), 2018"
3916,ROURKELA FD/S AT ATTAGHAT,2018,ODISHA,21,32,4.6,8.6,6.9,8.2,152,313,0.8,5.4,0.21,5.58,20,13000,92,24000,2018,"Calendar Year (Jan - Dec), 2018"
