srcStateName,City,srcYear,Amount invested for building houses under Pradhan Mantri Awas Yojana,Amount sanctioned for building houses under Pradhan Mantri Awas Yojana,Amount released for building houses under Pradhan Mantri Awas Yojana,Houses sanctioned under Pradhan Mantri Awas Yojana mission,Houses grounded under Pradhan Mantri Awas Yojana mission,Houses completed construction under Pradhan Mantri Awas Yojana mission,YearCode,Year
A&N Island,Port Blair,2022,155.9,9.21,1.93,602,602,43,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Penukonda,2022,178.87,55.65,5.99,3710,3338,286,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Thallarevu,2022,0.57,0.34,0.15,23,23,23,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Pendurthi,2022,175.31,80.54,43.22,5369,5369,608,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Naidupeta,2022,258.75,66.62,42.3,4419,3789,2523,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Tettangi,2022,0.1,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Aravasariapalle,2022,0.11,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Amaravati,2022,363.66,76.88,47.83,5089,5089,5089,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kaviti,2022,0.45,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Baruva,2022,0.07,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ananthapuram,2022,0.06,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Rajam,2022,0.32,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Metturu,2022,0.09,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Govindapuram,2022,0.06,0.02,0.02,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Singupuram,2022,0.24,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Hukumpeta,2022,0.18,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Palakonda,2022,87.47,37.41,9.72,2479,2426,1120,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Amadalavalasa,2022,0.19,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Tekkali,2022,445.86,190.37,26.67,12691,10308,889,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Brundavanam,2022,0.2,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Santhabommali,2022,0.19,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Narasapuram,2022,0.28,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kothapeta,2022,0.36,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gangaram,2022,0.07,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kotturu,2022,0.28,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Pogiri,2022,0.54,0.03,0.03,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ganguvarisigadam,2022,0.28,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Penta,2022,0.26,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Anandapuram,2022,0.25,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Madhupam,2022,0.49,0.08,0.08,3,3,3,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chettupodilam,2022,0.1,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chittivalasa,2022,0.15,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Anandapuram,2022,0.12,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ramachandrapuram,2022,0.31,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kothavalasa,2022,0.09,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Thotada,2022,0.57,0.06,0.06,3,3,3,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Thotada,2022,0.7,0.08,0.08,4,4,4,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Sundarapuram,2022,0.17,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,jammu,2022,0.05,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gottipalle,2022,0.81,0.07,0.07,4,4,4,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Komarthi,2022,0.08,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Narasannapeta (CT),2022,295.03,131.48,20.47,8753,8004,1552,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Boddam,2022,0.14,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kondakothapeta,2022,0.28,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Mabagam,2022,0.19,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Thotada,2022,0.16,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Nizamabad,2022,0.59,0.09,0.09,4,4,4,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Seetharamapuram,2022,0.1,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Lankam,2022,0.18,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Vakalavalasa,2022,0.4,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ragolu,2022,1.06,0.16,0.16,8,8,8,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Alikam,2022,0.1,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Patrunivalasa,2022,2.48,0.31,0.31,14,14,14,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Peddapadu,2022,0.33,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Voppangi,2022,0.15,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Pathasrikakulam,2022,3.98,0.38,0.38,17,17,17,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ippili,2022,0.13,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Balaga(Rural),2022,4.0,0.43,0.43,19,19,19,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Arsavilli(Rural),2022,3.75,0.36,0.36,16,16,16,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Dallavalasa,2022,0.2,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ramadasupuram,2022,0.34,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ponduru,2022,0.72,0.07,0.07,4,4,4,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Laveru,2022,0.25,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Murapaka,2022,0.05,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Thallavalasa,2022,0.05,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kammasigadam,2022,0.1,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Garikipalem,2022,0.2,0.02,0.02,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Jagannadharaja Puram,2022,1.57,0.18,0.18,9,9,9,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Nelivada,2022,0.13,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ranastalam,2022,5.62,0.74,0.74,30,30,30,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Boyapalem,2022,0.1,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Tekkali,2022,0.55,0.11,0.11,5,5,5,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Narayanapuram,2022,0.09,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Shermahammadpuram,2022,1.71,0.25,0.25,11,11,11,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Pudivalasa,2022,0.27,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kusalapuram,2022,1.61,0.13,0.13,6,6,6,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Duppalavalasa,2022,0.3,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Thotapalem,2022,1.17,0.13,0.13,6,6,6,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ponnada,2022,0.08,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Etcherla,2022,283.95,152.03,34.79,10130,8728,2808,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chilakalapalem,2022,0.12,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Vikrampuram,2022,0.2,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Yegulavada,2022,0.27,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kurupam,2022,76.65,34.48,12.32,2299,2278,95,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Venkampeta,2022,1.33,0.17,0.17,8,8,8,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Putturu,2022,0.28,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Narsipuram,2022,0.63,0.09,0.09,5,5,5,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Makkuva,2022,0.54,0.06,0.06,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Venkampeta,2022,0.13,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kothavalasa,2022,0.62,0.12,0.12,5,5,5,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Rangampeta,2022,0.07,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Pakki,2022,0.04,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Sariki,2022,1.24,0.21,0.21,12,12,12,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Bhavanipuram,2022,0.12,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Pachipenta,2022,0.17,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gollapeta,2022,0.13,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ramabhadrapuram,2022,0.55,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Arikatota,2022,0.14,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chintalavalasa,2022,0.09,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Viziaramapuram,2022,0.1,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Pedamanapuram,2022,0.06,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chintalavalasa,2022,0.2,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Salipeta,2022,0.08,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Puritipenta,2022,0.93,0.18,0.18,8,8,8,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Davalapeta,2022,0.24,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,M.Venkatapuram,2022,0.36,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Narayana Gajapathi Rajapuram,2022,0.41,0.07,0.07,3,3,3,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,M.Kothavalasa,2022,0.1,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,GajapathiNagaram,2022,316.75,129.47,42.48,8631,7990,923,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Bondapalle,2022,0.08,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Cheepurupalli,2022,293.04,144.13,17.76,9606,8438,1477,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chodavaram,2022,0.17,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gudem,2022,0.02,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Jammu,2022,3.62,0.53,0.53,24,24,24,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gittupalle,2022,0.16,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kanimeraka,2022,0.81,0.1,0.1,4,4,4,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Veduruvada,2022,0.42,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ayyanna agraharam,2022,0.2,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ambativalasa,2022,0.85,0.11,0.11,5,5,5,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ramabhadrapuram,2022,0.39,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gantyada,2022,42.99,25.69,12.73,1712,1712,523,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Narava,2022,0.32,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ramavaram,2022,0.09,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Karakavalasa,2022,0.26,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Srungavarapukota,2022,411.6,176.76,36.18,11781,8541,1451,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Karakavalasa,2022,0.06,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Dabbirajupeta,2022,0.05,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gajapathinagarm,2022,1.55,0.23,0.23,10,10,10,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chintalapalem,2022,0.3,0.07,0.07,3,3,3,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Tummikapalle (CT),2022,0.24,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Jami,2022,0.23,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Alamanda,2022,0.12,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,DWARAPUDI,2022,0.07,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,KONDAKARAKAM,2022,0.39,0.05,0.05,3,3,3,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,KORUKONDA,2022,0.23,0.03,0.03,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Duppada,2022,0.5,0.06,0.06,3,3,3,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Cheluvuru,2022,0.29,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Malicherla,2022,0.83,0.14,0.14,6,6,6,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Koradapeta,2022,0.05,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Nandigamaaltipalem,2022,0.2,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Nellimarla,2022,456.76,195.06,55.47,12997,10371,2695,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Pusapatirega,2022,0.43,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Vempadam,2022,0.2,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Pedatadivada,2022,2.58,0.32,0.32,14,14,14,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Denkada,2022,0.78,0.11,0.11,5,5,5,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Pinatadivada,2022,0.12,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Golagam,2022,0.13,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Bellam,2022,0.05,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chintalavalasa (CT),2022,0.22,0.03,0.03,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Bhogapuram,2022,0.43,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ravada,2022,0.12,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Domalajoru,2022,1.7,0.13,0.13,6,6,6,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Narsipatnam,2022,440.06,175.26,48.96,11655,8566,2321,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Madugula,2022,95.94,47.97,,3198,2860,,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Dibbapalem,2022,0.02,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Bangarammapalem,2022,0.17,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Antakapalle,2022,0.99,0.12,0.12,6,6,6,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ayyannapalem,2022,0.11,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gotivada,2022,0.19,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gollalapalem,2022,0.14,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Saripalle,2022,0.37,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Valimeraka,2022,0.3,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Rampuram,2022,0.42,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Bheemannadorapalem,2022,1.1,0.07,0.07,3,3,3,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chandaka,2022,0.01,0.0,0.0,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Vemulavalasa,2022,0.81,0.09,0.09,4,4,4,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gambheeram,2022,0.8,0.15,0.15,6,6,6,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Ayinada,2022,0.28,0.04,0.04,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Bapirajutallavalasa,2022,0.15,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Reddipalle Agraharam,2022,0.03,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gandhavaram,2022,1.76,0.23,0.23,10,10,10,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Penta,2022,0.01,0.0,0.0,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Padmanabham,2022,0.06,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Krishnapuram,2022,0.37,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,VENKATAPURAM,2022,0.3,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Tallavalasa (Part),2022,0.73,0.1,0.1,5,5,5,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kothavalasa,2022,0.57,0.07,0.07,3,3,3,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kapuluppada,2022,0.34,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kannuru,2022,0.49,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Pedamusidivada,2022,0.2,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Tanam,2022,0.18,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Edulapaka Bonangi (E.Bonangi),2022,0.37,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Payakarao Bonangi,2022,0.99,0.19,0.19,9,9,9,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Paravada,2022,0.53,0.09,0.09,4,4,4,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Bharinikam,2022,0.34,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Cheepurupalle East (Chipurupalli),2022,0.09,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Papayya palem,2022,0.14,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Thummapala,2022,1.94,0.32,0.32,15,15,15,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gopalapuram,2022,0.12,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Maredupudi,2022,0.26,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Sankaram,2022,0.56,0.1,0.1,4,4,4,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chodavaram (CT),2022,279.03,139.51,,9301,3934,,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Addam,2022,0.12,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kasimkota,2022,0.62,0.1,0.1,4,4,4,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Narasingibilly,2022,0.12,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chintalapalem,2022,0.17,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Chuchikonda,2022,0.15,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Madakapalem,2022,0.3,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Jaggayyapeta Agraharam,2022,0.52,0.06,0.06,3,3,3,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Venkatapuram,2022,0.12,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Andalapalle,2022,0.2,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Veduruvada,2022,0.42,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Duppituru (including Atchutapuram hamlet),2022,3.85,0.34,0.34,14,14,14,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Yelamanchili,2022,374.63,146.4,72.67,9740,9125,1417,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Namavaram,2022,0.19,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Gopalapatnam,2022,4.38,0.36,0.36,18,18,18,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kumarapuram,2022,0.2,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Payakaraopeta (CT),2022,351.47,161.58,67.03,10769,8862,1551,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,S.Rayavaram,2022,0.05,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Kothuru,2022,0.46,0.05,0.05,2,2,2,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Anandapuram,2022,0.9,0.08,0.08,3,3,3,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Marripalem,2022,1.17,0.11,0.11,5,5,5,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Sankhavaram,2022,0.95,0.57,0.24,38,38,38,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Jaggampeta,2022,218.68,74.58,35.59,4972,4970,709,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Yeleswaram,2022,83.56,36.68,12.01,2433,1461,874,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Vangalapudi,2022,0.06,0.03,0.03,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Seethanagaram,2022,1.82,1.09,0.44,73,71,67,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,Balabhadrapuram,2022,0.03,0.01,0.01,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
Andhra Pradesh,J.Kothuru,2022,0.08,0.02,0.02,1,1,1,2022,"Calendar Year (Jan - Dec), 2022"
