srcStateName,City,Year,StateCode,StateName,IntermediateRatio
Odisha,Burla,2021,21,ODISHA,1
Maharashtra,Telhara,2021,27,MAHARASHTRA,1
Tamil Nadu,Eral,2021,33,TAMIL NADU,1
Kerala,Angamaly,2021,32,KERALA,1
Uttar Pradesh,Parsadepur,2021,9,UTTAR PRADESH,1
Karnataka,Mudalgi,2021,29,KARNATAKA,1
Uttarakhand,Lohaghat,2021,5,UTTARAKHAND,1
Gujarat,Petro-Chemical Complex,2021,24,GUJARAT,1
Bihar,Bikram,2021,10,BIHAR,1
Sikkim,Singtam,2021,11,SIKKIM,1
Tamil Nadu,Gulur,2021,33,TAMIL NADU,1
West Bengal,Shrirampur,2021,19,WEST BENGAL,1
Uttarakhand,Nandprayag,2021,5,UTTARAKHAND,1
Tripura,Ranirbazar,2021,16,TRIPURA,1
Assam,Lumding,2021,18,ASSAM,1
Gujarat,Pali,2021,24,GUJARAT,1
Madhya Pradesh,Khargone (West Nimar),2021,23,MADHYA PRADESH,1
Maharashtra,Gadchandur,2021,27,MAHARASHTRA,1
Andhra Pradesh,Puthalapattu,2021,28,ANDHRA PRADESH,1
Chhattisgarh,Pithora,2021,22,CHHATTISGARH,1
Uttar Pradesh,Shahpur Goverdhanpur Khadar,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Sujru,2021,9,UTTAR PRADESH,1
Tamil Nadu,Thiruvithancode,2021,33,TAMIL NADU,1
Andhra Pradesh,Indupalle,2021,28,ANDHRA PRADESH,1
Arunachal Pradesh,Dumporijo,2021,12,ARUNACHAL PRADESH,1
Bihar,Munger,2021,10,BIHAR,1
West Bengal,Jot Bhim,2021,19,WEST BENGAL,1
Maharashtra,Ambegaon Khurd (Part),2021,27,MAHARASHTRA,1
Tamil Nadu,Devakottai,2021,33,TAMIL NADU,1
Punjab,Goniana,2021,3,PUNJAB,1
Himachal Pradesh,Kathog,2021,2,HIMACHAL PRADESH,1
Maharashtra,Gondipimpari,2021,27,MAHARASHTRA,1
Uttar Pradesh,Sadipur Chhidoli,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Bhabnan Bazar,2021,9,UTTAR PRADESH,1
Punjab,Dirba,2021,3,PUNJAB,1
Madhya Pradesh,Gwalior,2021,23,MADHYA PRADESH,1
Andhra Pradesh,Allagadda,2021,28,ANDHRA PRADESH,1
Bihar,Lalganj,2021,10,BIHAR,1
Maharashtra,Murtijapur,2021,27,MAHARASHTRA,1
Himachal Pradesh,Mandi,2021,2,HIMACHAL PRADESH,1
Maharashtra,Wadgaon,2021,27,MAHARASHTRA,1
Punjab,Talwara,2021,3,PUNJAB,1
Gujarat,Kanjari,2021,24,GUJARAT,1
Andhra Pradesh,Enikepadu (OG),2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Sherkot,2021,9,UTTAR PRADESH,1
Punjab,Ballianwali,2021,3,PUNJAB,1
Bihar,Parsa Bazar,2021,10,BIHAR,1
Andhra Pradesh,China Ogirala,2021,28,ANDHRA PRADESH,1
Andhra Pradesh,Pedana,2021,28,ANDHRA PRADESH,1
Rajasthan,Khokhariya,2021,8,RAJASTHAN,1
Punjab,Nangal,2021,3,PUNJAB,1
Maharashtra,Panhala,2021,27,MAHARASHTRA,1
Uttar Pradesh,Patwari,2021,9,UTTAR PRADESH,1
Maharashtra,Amalner,2021,27,MAHARASHTRA,1
Maharashtra,Malegaon Budruk,2021,27,MAHARASHTRA,1
Andhra Pradesh,Nidadavole,2021,28,ANDHRA PRADESH,1
Haryana,Garhi Harsaru,2021,6,HARYANA,1
Uttar Pradesh,Mendu,2021,9,UTTAR PRADESH,1
Maharashtra,Kasar Aamboli,2021,27,MAHARASHTRA,1
Assam,Gohpur,2021,18,ASSAM,1
Rajasthan,Bodiyana,2021,8,RAJASTHAN,1
Uttar Pradesh,Phalauda,2021,9,UTTAR PRADESH,1
Assam,Lala,2021,18,ASSAM,1
Bihar,Patna,2021,10,BIHAR,1
Madhya Pradesh,Malhargarh,2021,23,MADHYA PRADESH,1
Karnataka,Channagiri,2021,29,KARNATAKA,1
Jammu and Kashmir,Udhampur,2021,1,JAMMU AND KASHMIR,1
Kerala,Kottarakkara,2021,32,KERALA,1
Uttar Pradesh,Roza Jalalpur,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Sarila,2021,9,UTTAR PRADESH,1
Maharashtra,Bahadura,2021,27,MAHARASHTRA,1
Andhra Pradesh,Kayam,2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Agra,2021,9,UTTAR PRADESH,1
Tamil Nadu,Melur,2021,33,TAMIL NADU,1
Uttar Pradesh,Karari,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Bilaspur,2021,9,UTTAR PRADESH,1
Karnataka,Vittal,2021,29,KARNATAKA,1
Uttar Pradesh,Piparsand,2021,9,UTTAR PRADESH,1
Nagaland,Tobu,2021,13,NAGALAND,1
Madhya Pradesh,Gadarwara,2021,23,MADHYA PRADESH,1
Punjab,Bhawanigarh,2021,3,PUNJAB,1
Uttar Pradesh,Jalaun,2021,9,UTTAR PRADESH,1
Sikkim,Namchi,2021,11,SIKKIM,1
Bihar,Areraj,2021,10,BIHAR,1
Tamil Nadu,Dharmapuram,2021,33,TAMIL NADU,1
Maharashtra,Wani,2021,27,MAHARASHTRA,1
Rajasthan,Sojat,2021,8,RAJASTHAN,1
Punjab,Qadian,2021,3,PUNJAB,1
Madhya Pradesh,Rau,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Kauriaganj,2021,9,UTTAR PRADESH,1
West Bengal,Tufanganj,2021,19,WEST BENGAL,1
Uttar Pradesh,Ujhani,2021,9,UTTAR PRADESH,1
Gujarat,Bhayavadar,2021,24,GUJARAT,1
Maharashtra,Deolali(CB),2021,27,MAHARASHTRA,1
Andhra Pradesh,Polavaram,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Ramanathapuram,2021,33,TAMIL NADU,1
Himachal Pradesh,Dera Gopipur,2021,2,HIMACHAL PRADESH,1
Andhra Pradesh,Naguluppala Padu,2021,28,ANDHRA PRADESH,1
Nagaland,Tizit,2021,13,NAGALAND,1
Karnataka,Raichur,2021,29,KARNATAKA,1
Tripura,Panisagar,2021,16,TRIPURA,1
Assam,Narayanpur,2021,18,ASSAM,1
Madhya Pradesh,Dhanpuri,2021,23,MADHYA PRADESH,1
Tamil Nadu,Olagadam,2021,33,TAMIL NADU,1
Tamil Nadu,Arasur,2021,33,TAMIL NADU,1
Telangana,Vemulawada,2021,36,TELANGANA,1
Maharashtra,Hinjawadi (J S),2021,27,MAHARASHTRA,1
Uttar Pradesh,Orai,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Rahatgarh,2021,23,MADHYA PRADESH,1
Andhra Pradesh,Srungavarapukota,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Avalur,2021,33,TAMIL NADU,1
Maharashtra,Navi Mumbai,2021,27,MAHARASHTRA,1
Andhra Pradesh,Ramavarrapadu,2021,28,ANDHRA PRADESH,1
Andhra Pradesh,Chandaka,2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Govardhan,2021,9,UTTAR PRADESH,1
Andhra Pradesh,Agiripalle,2021,28,ANDHRA PRADESH,1
West Bengal,Raghunathpur,2021,19,WEST BENGAL,1
Tamil Nadu,Alagappapuram,2021,33,TAMIL NADU,1
Andhra Pradesh,Kothapalle,2021,28,ANDHRA PRADESH,1
West Bengal,Beguakhali,2021,19,WEST BENGAL,1
Tamil Nadu,Kothanallur,2021,33,TAMIL NADU,1
Rajasthan,Khori,2021,8,RAJASTHAN,1
Telangana,Boduppal,2021,36,TELANGANA,1
Rajasthan,Rajsamand,2021,8,RAJASTHAN,1
Gujarat,Chotila,2021,24,GUJARAT,1
Andhra Pradesh,Gottipalle,2021,28,ANDHRA PRADESH,1
Bihar,Khusrupur,2021,10,BIHAR,1
Uttar Pradesh,Bijnor,2021,9,UTTAR PRADESH,1
Tamil Nadu,Pudupatti (C),2021,33,TAMIL NADU,1
Maharashtra,Gonhi (Sim),2021,27,MAHARASHTRA,1
Tamil Nadu,Thakkolam,2021,33,TAMIL NADU,1
Andhra Pradesh,Tadipatri,2021,28,ANDHRA PRADESH,1
Punjab,Fazilka,2021,3,PUNJAB,1
Madhya Pradesh,Manawar,2021,23,MADHYA PRADESH,1
Punjab,Firozpur,2021,3,PUNJAB,1
Rajasthan,Borkhera,2021,8,RAJASTHAN,1
Maharashtra,Uran Islampur,2021,27,MAHARASHTRA,1
Karnataka,Afzalpur,2021,29,KARNATAKA,1
Maharashtra,Bori (Ghiwari),2021,27,MAHARASHTRA,1
Rajasthan,Tolesar Charnan,2021,8,RAJASTHAN,1
Maharashtra,Borkhedi,2021,27,MAHARASHTRA,1
Jammu and Kashmir,Mattan,2021,1,JAMMU AND KASHMIR,1
Maharashtra,Gorhe Budruk,2021,27,MAHARASHTRA,1
Jammu and Kashmir,Shupiyan,2021,1,JAMMU AND KASHMIR,1
Himachal Pradesh,Naina Devi,2021,2,HIMACHAL PRADESH,1
Uttar Pradesh,Jaisinghpura Bangar,2021,9,UTTAR PRADESH,1
Tamil Nadu,Karumathampatti,2021,33,TAMIL NADU,1
Andhra Pradesh,Palacole,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Thammampatti,2021,33,TAMIL NADU,1
Madhya Pradesh,Patharia,2021,23,MADHYA PRADESH,1
Andhra Pradesh,Duggirala,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Nambiyur,2021,33,TAMIL NADU,1
Assam,Diphu,2021,18,ASSAM,1
Tamil Nadu,Pallur,2021,33,TAMIL NADU,1
Andhra Pradesh,Kandukuru,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Melattur,2021,33,TAMIL NADU,1
Uttar Pradesh,Gulistanpur,2021,9,UTTAR PRADESH,1
Tamil Nadu,Udhagamandalam,2021,33,TAMIL NADU,1
Tamil Nadu,Vilapakkam,2021,33,TAMIL NADU,1
Assam,Margherita,2021,18,ASSAM,1
Rajasthan,Bhawani Mandi,2021,8,RAJASTHAN,1
Rajasthan,Boytawala,2021,8,RAJASTHAN,1
Tamil Nadu,Sirugamani,2021,33,TAMIL NADU,1
Madhya Pradesh,Panagar,2021,23,MADHYA PRADESH,1
Tamil Nadu,Devarshola,2021,33,TAMIL NADU,1
Uttar Pradesh,Maharajganj,2021,9,UTTAR PRADESH,1
Karnataka,Tumakuru,2021,29,KARNATAKA,1
Tamil Nadu,Arakandanallur,2021,33,TAMIL NADU,1
Uttar Pradesh,Maniyar,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Kusmara,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Maheshwar,2021,23,MADHYA PRADESH,1
Karnataka,Shiggaon,2021,29,KARNATAKA,1
Uttar Pradesh,Kairana,2021,9,UTTAR PRADESH,1
Chhattisgarh,Gaurella,2021,22,CHHATTISGARH,1
Maharashtra,Jaysingpur,2021,27,MAHARASHTRA,1
Maharashtra,Surgana,2021,27,MAHARASHTRA,1
Karnataka,Vijayapura,2021,29,KARNATAKA,1
Maharashtra,Baramati,2021,27,MAHARASHTRA,1
Uttar Pradesh,Girdharpur,2021,9,UTTAR PRADESH,1
Gujarat,Parabada,2021,24,GUJARAT,1
Madhya Pradesh,Barwaha,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Roopvas,2021,9,UTTAR PRADESH,1
Maharashtra,Purna,2021,27,MAHARASHTRA,1
Uttarakhand,Gochar,2021,5,UTTARAKHAND,1
Tamil Nadu,Thedavur,2021,33,TAMIL NADU,1
Tamil Nadu,Ponmanai,2021,33,TAMIL NADU,1
Maharashtra,Jalkot,2021,27,MAHARASHTRA,1
Tamil Nadu,Ammapettai (Thanjavur),2021,33,TAMIL NADU,1
Rajasthan,Bojunda,2021,8,RAJASTHAN,1
Odisha,Bijepur,2021,21,ODISHA,1
Uttar Pradesh,Jaunpur,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Bakshi Ka Talab,2021,9,UTTAR PRADESH,1
Tamil Nadu,Pullampadi,2021,33,TAMIL NADU,1
Maharashtra,Kurvande,2021,27,MAHARASHTRA,1
Odisha,Khordha,2021,21,ODISHA,1
Haryana,Thanesar,2021,6,HARYANA,1
Jammu and Kashmir,Bishnah,2021,1,JAMMU AND KASHMIR,1
Jammu and Kashmir,Pattan,2021,1,JAMMU AND KASHMIR,1
Haryana,Kanina,2021,6,HARYANA,1
Rajasthan,Pemasar,2021,8,RAJASTHAN,1
Maharashtra,Aundha Nagnath,2021,27,MAHARASHTRA,1
Uttar Pradesh,Purwa,2021,9,UTTAR PRADESH,1
Tamil Nadu,Avanashi,2021,33,TAMIL NADU,1
Maharashtra,Shinkheda,2021,27,MAHARASHTRA,1
Madhya Pradesh,Tikamgarh,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Allahganj,2021,9,UTTAR PRADESH,1
Karnataka,Bengaluru (BBMP),2021,29,KARNATAKA,1
Uttar Pradesh,Mataundh,2021,9,UTTAR PRADESH,1
Haryana,Kurukshetra,2021,6,HARYANA,1
Bihar,Begusarai,2021,10,BIHAR,1
Arunachal Pradesh,Aalo,2021,12,ARUNACHAL PRADESH,1
Tamil Nadu,Attayampatti,2021,33,TAMIL NADU,1
Haryana,Jhajjar,2021,6,HARYANA,1
Mizoram,Aizawl,2021,15,MIZORAM,1
Punjab,Bagha Purana,2021,3,PUNJAB,1
Madhya Pradesh,Athana,2021,23,MADHYA PRADESH,1
Madhya Pradesh,Deori,2021,23,MADHYA PRADESH,1
Himachal Pradesh,Sultanpur,2021,2,HIMACHAL PRADESH,1
Uttar Pradesh,Ghaziabad,2021,9,UTTAR PRADESH,1
Gujarat,Kosamadi,2021,24,GUJARAT,1
Tamil Nadu,Paravai,2021,33,TAMIL NADU,1
Uttar Pradesh,Siddhaur,2021,9,UTTAR PRADESH,1
West Bengal,Khardah,2021,19,WEST BENGAL,1
Tamil Nadu,Rajapalayam,2021,33,TAMIL NADU,1
Haryana,Gharaunda,2021,6,HARYANA,1
Andhra Pradesh,Golagam,2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Mirganj,2021,9,UTTAR PRADESH,1
Mizoram,Saitual,2021,15,MIZORAM,1
Rajasthan,Segwa,2021,8,RAJASTHAN,1
Uttar Pradesh,Soron,2021,9,UTTAR PRADESH,1
Tamil Nadu,Porur,2021,33,TAMIL NADU,1
Tamil Nadu,Sathuvachari,2021,33,TAMIL NADU,1
Karnataka,Mulki,2021,29,KARNATAKA,1
Kerala,Paravoor-South,2021,32,KERALA,1
Gujarat,Pardhol,2021,24,GUJARAT,1
Tamil Nadu,Pattabiramapuram,2021,33,TAMIL NADU,1
Maharashtra,Talode,2021,27,MAHARASHTRA,1
Bihar,Ekma Bazar,2021,10,BIHAR,1
Tamil Nadu,Rudravathi,2021,33,TAMIL NADU,1
Tamil Nadu,Ponneri,2021,33,TAMIL NADU,1
Punjab,Mehraj,2021,3,PUNJAB,1
Gujarat,Anklesvar,2021,24,GUJARAT,1
Tamil Nadu,Idikarai,2021,33,TAMIL NADU,1
Assam,Dhakuakhana,2021,18,ASSAM,1
Madhya Pradesh,Makronia Buzurg,2021,23,MADHYA PRADESH,1
Madhya Pradesh,Bhind,2021,23,MADHYA PRADESH,1
Maharashtra,Badnapur,2021,27,MAHARASHTRA,1
Odisha,Anandpur,2021,21,ODISHA,1
Rajasthan,Jhalamand,2021,8,RAJASTHAN,1
Madhya Pradesh,Bhopal,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Atrauliya,2021,9,UTTAR PRADESH,1
Tamil Nadu,Kayarambedu,2021,33,TAMIL NADU,1
Gujarat,Valia (Naldhari) INA,2021,24,GUJARAT,1
Gujarat,Bhanvad,2021,24,GUJARAT,1
Rajasthan,Mangrol,2021,8,RAJASTHAN,1
Punjab,Arniwala Shekhsuban,2021,3,PUNJAB,1
Karnataka,Terdal,2021,29,KARNATAKA,1
Madhya Pradesh,Polaykalan,2021,23,MADHYA PRADESH,1
Uttarakhand,Rudraprayag,2021,5,UTTARAKHAND,1
Rajasthan,Dorai,2021,8,RAJASTHAN,1
Madhya Pradesh,Garhakota,2021,23,MADHYA PRADESH,1
Haryana,Bahadurgarh,2021,6,HARYANA,1
Punjab,Bariwala,2021,3,PUNJAB,1
Punjab,Sangat,2021,3,PUNJAB,1
Tamil Nadu,Pattinam,2021,33,TAMIL NADU,1
Kerala,Nayarambalam,2021,32,KERALA,1
Karnataka,Sakleshpur,2021,29,KARNATAKA,1
Uttar Pradesh,Jatari,2021,9,UTTAR PRADESH,1
Gujarat,Dared,2021,24,GUJARAT,1
Tamil Nadu,Pothatturpettai,2021,33,TAMIL NADU,1
Gujarat,Para Pipaliya,2021,24,GUJARAT,1
Tamil Nadu,Pethampalayam,2021,33,TAMIL NADU,1
Nagaland,Noklak,2021,13,NAGALAND,1
Rajasthan,Manpur (Rural),2021,8,RAJASTHAN,1
Madhya Pradesh,Khategaon,2021,23,MADHYA PRADESH,1
Andhra Pradesh,Piler,2021,28,ANDHRA PRADESH,1
Jharkhand,Tentulia,2021,20,JHARKHAND,1
Madhya Pradesh,Pandhana,2021,23,MADHYA PRADESH,1
Rajasthan,Gopalpura,2021,8,RAJASTHAN,1
Maharashtra,Bhagur,2021,27,MAHARASHTRA,1
Madhya Pradesh,Sagar Cantt,2021,23,MADHYA PRADESH,1
Karnataka,Siralkoppa,2021,29,KARNATAKA,1
Jammu and Kashmir,Handwara,2021,1,JAMMU AND KASHMIR,1
Maharashtra,Dahiwada,2021,27,MAHARASHTRA,1
Uttar Pradesh,Achhalda,2021,9,UTTAR PRADESH,1
Tamil Nadu,Vedaranyam,2021,33,TAMIL NADU,1
Madhya Pradesh,Amla,2021,23,MADHYA PRADESH,1
Maharashtra,Lohgaon,2021,27,MAHARASHTRA,1
Uttarakhand,Selaqui,2021,5,UTTARAKHAND,1
Maharashtra,Bhokardan,2021,27,MAHARASHTRA,1
Himachal Pradesh,Baijnath-Paprola,2021,2,HIMACHAL PRADESH,1
Madhya Pradesh,Khajuraho,2021,23,MADHYA PRADESH,1
Meghalaya,Shillong,2021,17,MEGHALAYA,1
Tamil Nadu,Chennasamudram,2021,33,TAMIL NADU,1
Karnataka,Gurmatkal,2021,29,KARNATAKA,1
Madhya Pradesh,Tajkhedi,2021,23,MADHYA PRADESH,1
Madhya Pradesh,Bichhiya,2021,23,MADHYA PRADESH,1
West Bengal,Nilgiri,2021,19,WEST BENGAL,1
Maharashtra,Dawalameti,2021,27,MAHARASHTRA,1
Karnataka,Bhalki,2021,29,KARNATAKA,1
Uttarakhand,Tharali,2021,5,UTTARAKHAND,1
Punjab,Doraha,2021,3,PUNJAB,1
Puducherry,Puducherry,2021,34,PUDUCHERRY,1
Arunachal Pradesh,Mariyang,2021,12,ARUNACHAL PRADESH,1
West Bengal,Kharagpur,2021,19,WEST BENGAL,1
Gujarat,Bhandut,2021,24,GUJARAT,1
Haryana,Jind,2021,6,HARYANA,1
Haryana,Radaur,2021,6,HARYANA,1
Rajasthan,Sheoganj,2021,8,RAJASTHAN,1
Uttar Pradesh,Ladpura,2021,9,UTTAR PRADESH,1
Jammu and Kashmir,Batote,2021,1,JAMMU AND KASHMIR,1
Madhya Pradesh,Multai,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Dahana,2021,9,UTTAR PRADESH,1
Maharashtra,Wadgaon (Kh),2021,27,MAHARASHTRA,1
Jammu and Kashmir,Shangus,2021,1,JAMMU AND KASHMIR,1
Andhra Pradesh,Chinaparimi,2021,28,ANDHRA PRADESH,1
Andhra Pradesh,Nidadavole (R),2021,28,ANDHRA PRADESH,1
Gujarat,Bhadkodra (CT),2021,24,GUJARAT,1
Telangana,Mahbubnagar,2021,36,TELANGANA,1
Gujarat,Rampura,2021,24,GUJARAT,1
Gujarat,Karali,2021,24,GUJARAT,1
Uttar Pradesh,Jalalabad (NP),2021,9,UTTAR PRADESH,1
Uttar Pradesh,Sitapur,2021,9,UTTAR PRADESH,1
Andhra Pradesh,Kanuru (CT),2021,28,ANDHRA PRADESH,1
Tamil Nadu,Seerapalli,2021,33,TAMIL NADU,1
Maharashtra,Shirgaon,2021,27,MAHARASHTRA,1
Maharashtra,Sailu,2021,27,MAHARASHTRA,1
Rajasthan,Rajgarh,2021,8,RAJASTHAN,1
Andhra Pradesh,Gollaprolu,2021,28,ANDHRA PRADESH,1
Haryana,Bhuna,2021,6,HARYANA,1
Madhya Pradesh,Murwara (Katni),2021,23,MADHYA PRADESH,1
Tamil Nadu,Panpoli,2021,33,TAMIL NADU,1
Gujarat,Sayajipura,2021,24,GUJARAT,1
Gujarat,Koli Bharthana,2021,24,GUJARAT,1
Madhya Pradesh,Gormi,2021,23,MADHYA PRADESH,1
Odisha,Puri,2021,21,ODISHA,1
Gujarat,Jasdan,2021,24,GUJARAT,1
Kerala,Changanassery,2021,32,KERALA,1
Rajasthan,Gulabpura,2021,8,RAJASTHAN,1
Maharashtra,Pipla,2021,27,MAHARASHTRA,1
Rajasthan,Khorabeesal,2021,8,RAJASTHAN,1
Madhya Pradesh,Nowrozabad,2021,23,MADHYA PRADESH,1
Tamil Nadu,Harveypatti,2021,33,TAMIL NADU,1
Madhya Pradesh,Sardarpur,2021,23,MADHYA PRADESH,1
Odisha,Bhawanipatna,2021,21,ODISHA,1
Kerala,Njarackal (CT),2021,32,KERALA,1
Uttar Pradesh,Daudnagar,2021,9,UTTAR PRADESH,1
Rajasthan,Gajsinghpur,2021,8,RAJASTHAN,1
Maharashtra,Shivne (Uttamnagar),2021,27,MAHARASHTRA,1
Chhattisgarh,Dalli-Rajhara,2021,22,CHHATTISGARH,1
Madhya Pradesh,Shahgarh,2021,23,MADHYA PRADESH,1
Tamil Nadu,Namakkal,2021,33,TAMIL NADU,1
Karnataka,Bantval,2021,29,KARNATAKA,1
Uttar Pradesh,Shergarh,2021,9,UTTAR PRADESH,1
Gujarat,Madhapar,2021,24,GUJARAT,1
Andhra Pradesh,Vemagiri,2021,28,ANDHRA PRADESH,1
Karnataka,Jamkhandi,2021,29,KARNATAKA,1
West Bengal,Tarakeswar,2021,19,WEST BENGAL,1
Gujarat,Vav,2021,24,GUJARAT,1
Uttar Pradesh,Moradabad,2021,9,UTTAR PRADESH,1
Haryana,Kalanwali,2021,6,HARYANA,1
Andhra Pradesh,Somireddipalle,2021,28,ANDHRA PRADESH,1
Uttarakhand,Tehri,2021,5,UTTARAKHAND,1
Andhra Pradesh,Rayalam,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Kethi,2021,33,TAMIL NADU,1
Karnataka,Shirhatti,2021,29,KARNATAKA,1
Bihar,Darbhanga,2021,10,BIHAR,1
Chhattisgarh,Balrampur,2021,22,CHHATTISGARH,1
Telangana,Ramagundam,2021,36,TELANGANA,1
Uttar Pradesh,Nawabganj(NPP+OG),2021,9,UTTAR PRADESH,1
Tamil Nadu,Madambakkam,2021,33,TAMIL NADU,1
Uttar Pradesh,Baqalpur Farah,2021,9,UTTAR PRADESH,1
Maharashtra,Wadi,2021,27,MAHARASHTRA,1
Uttar Pradesh,Saurikh,2021,9,UTTAR PRADESH,1
Rajasthan,Kishanpura Lalwas,2021,8,RAJASTHAN,1
Tamil Nadu,Cheranmadevi,2021,33,TAMIL NADU,1
Maharashtra,Erandol,2021,27,MAHARASHTRA,1
Madhya Pradesh,Vidisha,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Mohan,2021,9,UTTAR PRADESH,1
Tamil Nadu,Hanumanthampatti,2021,33,TAMIL NADU,1
West Bengal,Naopara,2021,19,WEST BENGAL,1
Uttar Pradesh,Tambaur-Cum-Ahamdabad,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Bah,2021,9,UTTAR PRADESH,1
Tamil Nadu,Sevilimedu,2021,33,TAMIL NADU,1
Gujarat,Harij,2021,24,GUJARAT,1
Madhya Pradesh,Khaniyadhana,2021,23,MADHYA PRADESH,1
Tamil Nadu,Appakudal,2021,33,TAMIL NADU,1
Andhra Pradesh,Komarolu,2021,28,ANDHRA PRADESH,1
Andhra Pradesh,Pedavadlapudi,2021,28,ANDHRA PRADESH,1
Rajasthan,Rajgarh(M),2021,8,RAJASTHAN,1
Karnataka,Karatgi,2021,29,KARNATAKA,1
West Bengal,Dalkhola,2021,19,WEST BENGAL,1
Rajasthan,Bilara,2021,8,RAJASTHAN,1
Tripura,Bishalgarh,2021,16,TRIPURA,1
Odisha,Kabisurjyanagar,2021,21,ODISHA,1
Uttarakhand,Nainital,2021,5,UTTARAKHAND,1
Punjab,Tapa,2021,3,PUNJAB,1
Tamil Nadu,Kottaram,2021,33,TAMIL NADU,1
Uttar Pradesh,Khutar,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Rajpur,2021,23,MADHYA PRADESH,1
Rajasthan,Jagannathpura,2021,8,RAJASTHAN,1
Uttar Pradesh,Noida,2021,9,UTTAR PRADESH,1
Andhra Pradesh,Veduruvada,2021,28,ANDHRA PRADESH,1
Karnataka,Hukeri,2021,29,KARNATAKA,1
Maharashtra,Wadki,2021,27,MAHARASHTRA,1
Chhattisgarh,Bilaspur,2021,22,CHHATTISGARH,1
Gujarat,Surendranagar Dudhrej,2021,24,GUJARAT,1
Jharkhand,Jugsalai,2021,20,JHARKHAND,1
Maharashtra,Chiplun,2021,27,MAHARASHTRA,1
Karnataka,Chikkamagaluru,2021,29,KARNATAKA,1
Gujarat,Lodhika,2021,24,GUJARAT,1
Madhya Pradesh,Pipalrawan,2021,23,MADHYA PRADESH,1
Tamil Nadu,Karaikkudi,2021,33,TAMIL NADU,1
Uttar Pradesh,Jhatta,2021,9,UTTAR PRADESH,1
Andhra Pradesh,Kakinada,2021,28,ANDHRA PRADESH,1
Andhra Pradesh,Pamarru,2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Garhi Pukhta,2021,9,UTTAR PRADESH,1
Tamil Nadu,Devadanapatti,2021,33,TAMIL NADU,1
Punjab,Balachaur,2021,3,PUNJAB,1
Uttar Pradesh,Walidpur,2021,9,UTTAR PRADESH,1
West Bengal,Kalyani,2021,19,WEST BENGAL,1
Tamil Nadu,Villivalam,2021,33,TAMIL NADU,1
Uttar Pradesh,Hapur,2021,9,UTTAR PRADESH,1
Nagaland,Pfutsero,2021,13,NAGALAND,1
Maharashtra,Solapur,2021,27,MAHARASHTRA,1
Maharashtra,Chincholi,2021,27,MAHARASHTRA,1
Gujarat,Dumad,2021,24,GUJARAT,1
Andhra Pradesh,Ganguru (OG),2021,28,ANDHRA PRADESH,1
Tamil Nadu,Uthukkottai,2021,33,TAMIL NADU,1
Andhra Pradesh,Kakkalapalli,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Annur,2021,33,TAMIL NADU,1
Rajasthan,Ratannagar,2021,8,RAJASTHAN,1
Tamil Nadu,Kaveripakkam,2021,33,TAMIL NADU,1
Madhya Pradesh,Ujjain,2021,23,MADHYA PRADESH,1
Gujarat,Vadodara,2021,24,GUJARAT,1
Andhra Pradesh,Mylavaram,2021,28,ANDHRA PRADESH,1
Maharashtra,Bhandewadi,2021,27,MAHARASHTRA,1
Andhra Pradesh,China Ravuru (R),2021,28,ANDHRA PRADESH,1
Tamil Nadu,Sayapuram,2021,33,TAMIL NADU,1
Tripura,Khowai,2021,16,TRIPURA,1
Rajasthan,Niwai,2021,8,RAJASTHAN,1
Tamil Nadu,Sundarapandiam,2021,33,TAMIL NADU,1
Andhra Pradesh,Yemmiganur,2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Girdharpur Tumrail,2021,9,UTTAR PRADESH,1
Jammu and Kashmir,Kishtwar,2021,1,JAMMU AND KASHMIR,1
Uttar Pradesh,Bahsuma,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Palera,2021,23,MADHYA PRADESH,1
