ROWID,Country,State LGD Code,State,City,SourceYear,Amount invested for building houses under Pradhan Mantri Awas Yojana,Amount sanctioned for building houses under Pradhan Mantri Awas Yojana,Amount released for building houses under Pradhan Mantri Awas Yojana,Houses sanctioned under Pradhan Mantri Awas Yojana mission,Houses grounded under Pradhan Mantri Awas Yojana mission,Houses completed construction under Pradhan Mantri Awas Yojana mission,YearCode,Year
5282,India,8,Rajasthan,Shivsinghpura (OG) Ward No.-0046 (Rural Mdds Code:081687),2021,9.61,1.69,1.69,84,84,84,2021,"Calendar Year (Jan - Dec), 2021"
5283,India,8,Rajasthan,Shobhagpura,2021,0.2,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5284,India,9,Uttar Pradesh,Shohratgarh,2021,45.93,18.21,3.26,1214,420,234,2021,"Calendar Year (Jan - Dec), 2021"
5285,India,33,Tamil Nadu,Sholavandan,2021,14.12,5.88,4.92,388,388,203,2021,"Calendar Year (Jan - Dec), 2021"
5286,India,33,Tamil Nadu,Sholinganallur,2021,502.61,32.28,32.28,1480,1480,1480,2021,"Calendar Year (Jan - Dec), 2021"
5287,India,33,Tamil Nadu,Sholingur,2021,11.41,4.72,1.56,311,311,120,2021,"Calendar Year (Jan - Dec), 2021"
5288,India,33,Tamil Nadu,Sholur,2021,15.9,4.77,3.82,318,318,148,2021,"Calendar Year (Jan - Dec), 2021"
5289,India,32,Kerala,Shoranur,2021,46.1,14.99,10.23,1024,1013,805,2021,"Calendar Year (Jan - Dec), 2021"
5290,India,29,Karnataka,Shorapur,2021,82.35,27.23,8.78,1823,1442,610,2021,"Calendar Year (Jan - Dec), 2021"
5291,India,27,Maharashtra,Shrigonda,2021,23.61,5.53,3.14,341,173,84,2021,"Calendar Year (Jan - Dec), 2021"
5292,India,8,Rajasthan,Shri Govindpura,2021,0.17,0.04,0.04,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
5293,India,19,West Bengal,Shrirampur,2021,0.15,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5294,India,27,Maharashtra,Shrirampur,2021,151.61,32.34,15.88,2049,1022,737,2021,"Calendar Year (Jan - Dec), 2021"
5295,India,29,Karnataka,Shrirangapattana,2021,9.72,3.09,1.21,204,193,154,2021,"Calendar Year (Jan - Dec), 2021"
5296,India,27,Maharashtra,Shrivardhan,2021,5.58,1.0,0.35,58,15,15,2021,"Calendar Year (Jan - Dec), 2021"
5297,India,23,Madhya Pradesh,Shujalpur,2021,46.94,15.36,9.66,1008,817,576,2021,"Calendar Year (Jan - Dec), 2021"
5298,India,24,Gujarat,Shukaltirth,2021,0.22,0.03,0.03,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
5299,India,1,Jammu And Kashmir,Shupiyan,2021,39.42,9.3,3.14,681,500,207,2021,"Calendar Year (Jan - Dec), 2021"
5300,India,8,Rajasthan,Shyampura,2021,0.07,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5301,India,8,Rajasthan,Shyosinghpura Kallawala,2021,0.08,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5302,India,8,Rajasthan,Shyosinghpura Shyopura,2021,0.08,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5303,India,9,Uttar Pradesh,Siana,2021,86.86,34.85,13.09,2323,1754,870,2021,"Calendar Year (Jan - Dec), 2021"
5304,India,19,West Bengal,Sibpur,2021,0.1,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5305,India,29,Karnataka,Siddapur,2021,10.77,4.37,2.03,290,223,117,2021,"Calendar Year (Jan - Dec), 2021"
5306,India,9,Uttar Pradesh,Siddharthnagar,2021,45.28,17.25,3.28,1147,389,231,2021,"Calendar Year (Jan - Dec), 2021"
5307,India,9,Uttar Pradesh,Siddhaur,2021,46.25,20.84,8.74,1389,1120,586,2021,"Calendar Year (Jan - Dec), 2021"
5308,India,36,Telangana,Siddipet,2021,204.94,42.76,17.32,2729,2729,2729,2021,"Calendar Year (Jan - Dec), 2021"
5309,India,9,Uttar Pradesh,Sidhauli,2021,70.73,33.89,19.03,2259,2006,1046,2021,"Calendar Year (Jan - Dec), 2021"
5310,India,23,Madhya Pradesh,Sidhi,2021,99.89,37.51,25.04,2493,2492,1581,2021,"Calendar Year (Jan - Dec), 2021"
5311,India,24,Gujarat,Sidhpur,2021,42.1,11.13,7.34,632,631,334,2021,"Calendar Year (Jan - Dec), 2021"
5312,India,9,Uttar Pradesh,Sidhpura,2021,37.51,16.49,5.83,1099,829,404,2021,"Calendar Year (Jan - Dec), 2021"
5313,India,29,Karnataka,Sidlaghatta,2021,96.11,29.55,6.9,1971,1359,593,2021,"Calendar Year (Jan - Dec), 2021"
5314,India,24,Gujarat,Sihor,2021,37.32,11.73,6.29,726,675,221,2021,"Calendar Year (Jan - Dec), 2021"
5315,India,23,Madhya Pradesh,Sihora,2021,87.81,32.24,13.07,2149,1547,619,2021,"Calendar Year (Jan - Dec), 2021"
5316,India,9,Uttar Pradesh,Sikanderpur,2021,57.88,26.01,9.52,1734,861,418,2021,"Calendar Year (Jan - Dec), 2021"
5317,India,6,Haryana,Sikanderpur Badha,2021,0.64,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5318,India,9,Uttar Pradesh,Sikanderpur(NP),2021,39.18,16.65,8.55,1110,910,477,2021,"Calendar Year (Jan - Dec), 2021"
5319,India,9,Uttar Pradesh,Sikandra,2021,41.41,16.46,9.56,1088,1181,727,2021,"Calendar Year (Jan - Dec), 2021"
5320,India,9,Uttar Pradesh,Sikandrabad,2021,68.68,25.97,11.43,1732,1329,593,2021,"Calendar Year (Jan - Dec), 2021"
5321,India,9,Uttar Pradesh,Sikandrarao,2021,31.83,14.01,7.84,933,756,189,2021,"Calendar Year (Jan - Dec), 2021"
5322,India,8,Rajasthan,Sikar,2021,365.71,76.31,35.73,4735,2030,2030,2021,"Calendar Year (Jan - Dec), 2021"
5323,India,14,Manipur,Sikhong Sekmai,2021,17.87,10.64,7.75,709,709,157,2021,"Calendar Year (Jan - Dec), 2021"
5324,India,24,Gujarat,Sikka,2021,12.71,4.14,2.36,240,230,120,2021,"Calendar Year (Jan - Dec), 2021"
5325,India,10,Bihar,Silao,2021,20.21,5.65,2.4,376,187,120,2021,"Calendar Year (Jan - Dec), 2021"
5326,India,18,Assam,Silapathar,2021,9.84,2.0,1.56,133,133,52,2021,"Calendar Year (Jan - Dec), 2021"
5327,India,18,Assam,Silchar,2021,152.85,69.7,28.04,4607,2635,835,2021,"Calendar Year (Jan - Dec), 2021"
5328,India,19,West Bengal,Siliguri,2021,451.66,124.64,45.19,7916,4886,1652,2021,"Calendar Year (Jan - Dec), 2021"
5329,India,27,Maharashtra,Sillod,2021,91.18,19.42,3.54,1258,260,109,2021,"Calendar Year (Jan - Dec), 2021"
5330,India,38,The Dadra And Nagar Haveli And Daman And Diu,Silvassa,2021,447.48,100.5,83.94,5264,5149,3156,2021,"Calendar Year (Jan - Dec), 2021"
5331,India,23,Madhya Pradesh,Silwani,2021,47.15,17.67,5.64,1182,1132,430,2021,"Calendar Year (Jan - Dec), 2021"
5332,India,18,Assam,Simaluguri,2021,13.48,4.26,2.42,284,218,18,2021,"Calendar Year (Jan - Dec), 2021"
5333,India,20,Jharkhand,Simdega,2021,138.3,48.5,36.47,3273,2756,1968,2021,"Calendar Year (Jan - Dec), 2021"
5334,India,22,Chhattisgarh,Simga,2021,60.56,25.78,7.36,1719,541,256,2021,"Calendar Year (Jan - Dec), 2021"
5335,India,10,Bihar,Simri Bakhtiyarpur,2021,295.16,82.94,27.94,5529,2890,131,2021,"Calendar Year (Jan - Dec), 2021"
5336,India,27,Maharashtra,Sindevahi,2021,9.05,2.2,0.17,143,38,8,2021,"Calendar Year (Jan - Dec), 2021"
5337,India,29,Karnataka,Sindgi,2021,152.72,52.44,11.43,3495,1803,1425,2021,"Calendar Year (Jan - Dec), 2021"
5338,India,29,Karnataka,Sindhnur,2021,96.61,31.98,10.72,2092,2091,1361,2021,"Calendar Year (Jan - Dec), 2021"
5339,India,27,Maharashtra,Sindi,2021,18.61,4.66,1.92,308,113,59,2021,"Calendar Year (Jan - Dec), 2021"
5340,India,27,Maharashtra,Sindkhed Raja,2021,35.48,8.52,0.21,563,16,9,2021,"Calendar Year (Jan - Dec), 2021"
5341,India,9,Uttar Pradesh,Singahi Bhiraura,2021,96.28,37.59,20.93,2505,2311,1685,2021,"Calendar Year (Jan - Dec), 2021"
5342,India,33,Tamil Nadu,Singampuneri,2021,5.95,2.18,1.33,145,125,77,2021,"Calendar Year (Jan - Dec), 2021"
5343,India,28,Andhra Pradesh,Singanamala,2021,29.71,9.29,,619,0,0,2021,"Calendar Year (Jan - Dec), 2021"
5344,India,33,Tamil Nadu,Singaperumalkoil,2021,6.59,0.68,0.68,34,34,34,2021,"Calendar Year (Jan - Dec), 2021"
5345,India,24,Gujarat,Singarva,2021,0.5,0.1,0.1,4,4,4,2021,"Calendar Year (Jan - Dec), 2021"
5346,India,23,Madhya Pradesh,Singoli,2021,19.79,6.72,3.89,447,329,80,2021,"Calendar Year (Jan - Dec), 2021"
5347,India,23,Madhya Pradesh,Singrauli,2021,396.94,104.95,77.03,6992,6848,2190,2021,"Calendar Year (Jan - Dec), 2021"
5348,India,11,Sikkim,Singtam,2021,0.71,0.11,0.06,6,3,3,2021,"Calendar Year (Jan - Dec), 2021"
5349,India,27,Maharashtra,Sinnar,2021,148.88,30.23,27.11,1386,1191,1178,2021,"Calendar Year (Jan - Dec), 2021"
5350,India,29,Karnataka,Sira,2021,113.48,33.25,18.5,2205,2128,465,2021,"Calendar Year (Jan - Dec), 2021"
5351,India,29,Karnataka,Siralkoppa,2021,36.83,12.03,3.08,805,581,139,2021,"Calendar Year (Jan - Dec), 2021"
5352,India,9,Uttar Pradesh,Sirathu,2021,49.12,22.0,7.22,1465,939,477,2021,"Calendar Year (Jan - Dec), 2021"
5353,India,9,Uttar Pradesh,Sirauli,2021,49.8,22.05,10.15,1470,775,553,2021,"Calendar Year (Jan - Dec), 2021"
5354,India,36,Telangana,Sircilla,2021,121.16,28.77,10.95,1922,2062,1956,2021,"Calendar Year (Jan - Dec), 2021"
5355,India,22,Chhattisgarh,Sirgitti,2021,22.75,9.95,7.8,658,658,447,2021,"Calendar Year (Jan - Dec), 2021"
5356,India,3,Punjab,Sirhind,2021,19.49,7.54,1.91,506,191,84,2021,"Calendar Year (Jan - Dec), 2021"
5357,India,33,Tamil Nadu,Sirkali,2021,21.79,10.25,11.87,690,690,119,2021,"Calendar Year (Jan - Dec), 2021"
5358,India,23,Madhya Pradesh,Sirmour,2021,26.05,8.97,3.98,598,440,287,2021,"Calendar Year (Jan - Dec), 2021"
5359,India,8,Rajasthan,Sirohi,2021,2.45,0.33,0.33,28,28,28,2021,"Calendar Year (Jan - Dec), 2021"
5360,India,8,Rajasthan,Sirohi,2021,95.46,7.93,3.52,532,478,78,2021,"Calendar Year (Jan - Dec), 2021"
5361,India,23,Madhya Pradesh,Sironj,2021,92.09,31.26,12.05,2069,1986,822,2021,"Calendar Year (Jan - Dec), 2021"
5362,India,9,Uttar Pradesh,Sirsa,2021,0.18,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5363,India,6,Haryana,Sirsa,2021,376.15,60.7,31.8,3988,249,186,2021,"Calendar Year (Jan - Dec), 2021"
5364,India,9,Uttar Pradesh,Sirsa,2021,41.63,18.58,10.53,1237,881,699,2021,"Calendar Year (Jan - Dec), 2021"
5365,India,9,Uttar Pradesh,Sirsaganj,2021,79.63,36.05,16.72,2403,1875,569,2021,"Calendar Year (Jan - Dec), 2021"
5366,India,8,Rajasthan,Sirsi,2021,4.46,0.7,0.7,33,33,33,2021,"Calendar Year (Jan - Dec), 2021"
5367,India,29,Karnataka,Sirsi,2021,62.43,13.72,1.8,908,263,134,2021,"Calendar Year (Jan - Dec), 2021"
5368,India,9,Uttar Pradesh,Sirsi,2021,36.35,14.15,4.93,941,692,286,2021,"Calendar Year (Jan - Dec), 2021"
5369,India,33,Tamil Nadu,Sirugamani,2021,7.6,3.54,2.32,234,206,93,2021,"Calendar Year (Jan - Dec), 2021"
5370,India,29,Karnataka,Siruguppa,2021,83.75,25.41,4.75,1691,910,584,2021,"Calendar Year (Jan - Dec), 2021"
5371,India,33,Tamil Nadu,Sirukadal,2021,0.12,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5372,India,33,Tamil Nadu,Sirukalathur,2021,0.2,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5373,India,33,Tamil Nadu,Sirukaveripakkam,2021,0.32,0.05,0.05,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
5374,India,33,Tamil Nadu,Sirumugai,2021,14.42,6.29,3.77,422,400,131,2021,"Calendar Year (Jan - Dec), 2021"
5375,India,33,Tamil Nadu,Sirunaiperugal,2021,0.1,,,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5376,India,33,Tamil Nadu,Sirupulalpettai,2021,0.96,0.04,0.04,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
5377,India,33,Tamil Nadu,Siruseri,2021,0.49,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5378,India,33,Tamil Nadu,Siruvada,2021,0.25,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5379,India,29,Karnataka,Sirwar,2021,38.98,15.87,4.84,1057,1057,342,2021,"Calendar Year (Jan - Dec), 2021"
5380,India,9,Uttar Pradesh,Sisauli,2021,70.69,30.07,13.09,2005,1566,880,2021,"Calendar Year (Jan - Dec), 2021"
5381,India,9,Uttar Pradesh,Siswa Bazar,2021,44.47,19.94,10.24,1329,1174,475,2021,"Calendar Year (Jan - Dec), 2021"
5382,India,10,Bihar,Sitamarhi,2021,188.37,51.23,16.48,3396,1780,470,2021,"Calendar Year (Jan - Dec), 2021"
5383,India,23,Madhya Pradesh,Sitamau,2021,29.91,9.61,5.72,627,627,265,2021,"Calendar Year (Jan - Dec), 2021"
5384,India,8,Rajasthan,Sitapur,2021,0.05,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5385,India,22,Chhattisgarh,Sitapur,2021,28.01,13.06,5.99,868,616,331,2021,"Calendar Year (Jan - Dec), 2021"
5386,India,9,Uttar Pradesh,Sitapur,2021,162.35,69.61,26.51,4644,3023,1763,2021,"Calendar Year (Jan - Dec), 2021"
5387,India,8,Rajasthan,Sitapura Ramoli,2021,0.28,0.04,0.04,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
5388,India,5,Uttarakhand,Sitarganj,2021,177.34,49.34,24.99,2251,795,642,2021,"Calendar Year (Jan - Dec), 2021"
5389,India,33,Tamil Nadu,Sithayankottai,2021,12.65,5.57,4.03,373,373,201,2021,"Calendar Year (Jan - Dec), 2021"
5390,India,33,Tamil Nadu,Sittalapakkam,2021,13.53,1.0,1.0,44,44,44,2021,"Calendar Year (Jan - Dec), 2021"
5391,India,33,Tamil Nadu,Sivagangai,2021,99.64,22.77,11.92,1498,1381,1054,2021,"Calendar Year (Jan - Dec), 2021"
5392,India,33,Tamil Nadu,Sivagiri (Erode),2021,8.52,3.97,1.56,264,264,190,2021,"Calendar Year (Jan - Dec), 2021"
5393,India,33,Tamil Nadu,Sivagiri (Tirunelveli),2021,48.51,22.53,11.66,1501,1501,391,2021,"Calendar Year (Jan - Dec), 2021"
5394,India,33,Tamil Nadu,Sivakasi,2021,22.78,3.46,9.84,220,220,191,2021,"Calendar Year (Jan - Dec), 2021"
5395,India,18,Assam,Sivasagar,2021,13.0,3.68,2.74,244,110,33,2021,"Calendar Year (Jan - Dec), 2021"
5396,India,24,Gujarat,Siwan,2021,0.67,0.15,0.15,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
5397,India,10,Bihar,Siwan,2021,93.33,25.61,10.26,1695,249,57,2021,"Calendar Year (Jan - Dec), 2021"
5398,India,6,Haryana,Siwani,2021,51.95,17.57,5.46,1169,8,5,2021,"Calendar Year (Jan - Dec), 2021"
5399,India,33,Tamil Nadu,S. Kannanur,2021,11.74,3.16,2.8,204,204,120,2021,"Calendar Year (Jan - Dec), 2021"
5400,India,33,Tamil Nadu,S.Kodikulam,2021,6.08,2.81,2.17,186,186,76,2021,"Calendar Year (Jan - Dec), 2021"
5401,India,33,Tamil Nadu,S.Nallur,2021,6.45,0.88,0.88,42,42,42,2021,"Calendar Year (Jan - Dec), 2021"
5402,India,8,Rajasthan,Sodala,2021,0.29,0.05,0.05,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
5403,India,23,Madhya Pradesh,Sohagpur,2021,58.8,21.22,10.39,1410,1262,485,2021,"Calendar Year (Jan - Dec), 2021"
5404,India,6,Haryana,Sohna,2021,550.82,77.92,17.08,4988,947,714,2021,"Calendar Year (Jan - Dec), 2021"
5405,India,8,Rajasthan,Sojat,2021,1.13,0.13,0.13,7,160,160,2021,"Calendar Year (Jan - Dec), 2021"
5406,India,24,Gujarat,Sojitra,2021,9.91,3.39,0.9,223,220,96,2021,"Calendar Year (Jan - Dec), 2021"
5407,India,2,Himachal Pradesh,Solan,2021,16.71,2.36,1.95,130,179,99,2021,"Calendar Year (Jan - Dec), 2021"
5408,India,27,Maharashtra,Solapur,2021,3674.24,735.71,86.28,48867,33063,2585,2021,"Calendar Year (Jan - Dec), 2021"
5409,India,8,Rajasthan,Somalpur,2021,0.16,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5410,India,33,Tamil Nadu,Somangalam,2021,0.12,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5411,India,27,Maharashtra,Somatne,2021,0.42,0.07,0.07,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
5412,India,28,Andhra Pradesh,Somireddipalle,2021,0.19,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5413,India,29,Karnataka,Somvarpet,2021,5.4,1.85,0.59,122,122,89,2021,"Calendar Year (Jan - Dec), 2021"
5414,India,18,Assam,Sonai,2021,48.74,27.57,11.02,1838,1698,57,2021,"Calendar Year (Jan - Dec), 2021"
5415,India,19,West Bengal,Sonamukhi,2021,75.1,27.53,17.09,1830,1591,1367,2021,"Calendar Year (Jan - Dec), 2021"
5416,India,16,Tripura,Sonamura,2021,63.59,35.15,20.6,2343,1748,1320,2021,"Calendar Year (Jan - Dec), 2021"
5417,India,21,Odisha,Sonapur,2021,27.97,13.7,5.89,911,742,349,2021,"Calendar Year (Jan - Dec), 2021"
5418,India,18,Assam,Sonari,2021,8.89,5.32,4.24,354,352,15,2021,"Calendar Year (Jan - Dec), 2021"
5419,India,9,Uttar Pradesh,Sonauli,2021,91.41,42.36,9.08,2824,1889,442,2021,"Calendar Year (Jan - Dec), 2021"
5420,India,9,Uttar Pradesh,Sonbhadra,2021,14.93,6.57,4.99,436,425,397,2021,"Calendar Year (Jan - Dec), 2021"
5421,India,27,Maharashtra,Sondapar,2021,0.32,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5422,India,27,Maharashtra,Sonegaon,2021,0.2,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5423,India,27,Maharashtra,Sonegaon,2021,0.39,0.03,0.03,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
5424,India,10,Bihar,Sonepur,2021,168.44,51.28,21.96,3419,1822,332,2021,"Calendar Year (Jan - Dec), 2021"
5425,India,24,Gujarat,Songadh,2021,37.23,9.63,5.78,565,1112,736,2021,"Calendar Year (Jan - Dec), 2021"
5426,India,6,Haryana,Sonipat,2021,1163.29,148.43,26.32,9510,1126,1034,2021,"Calendar Year (Jan - Dec), 2021"
5427,India,23,Madhya Pradesh,Sonkatch,2021,40.98,14.74,11.12,987,987,519,2021,"Calendar Year (Jan - Dec), 2021"
5428,India,27,Maharashtra,Sonpeth,2021,31.45,7.56,0.06,504,446,4,2021,"Calendar Year (Jan - Dec), 2021"
5429,India,23,Madhya Pradesh,Sonway,2021,0.18,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5430,India,1,Jammu And Kashmir,Sopore,2021,199.46,50.45,13.46,3444,2289,723,2021,"Calendar Year (Jan - Dec), 2021"
5431,India,29,Karnataka,Sorab,2021,22.45,6.71,2.56,446,444,97,2021,"Calendar Year (Jan - Dec), 2021"
5432,India,21,Odisha,Soro,2021,27.19,13.16,6.51,890,808,578,2021,"Calendar Year (Jan - Dec), 2021"
5433,India,9,Uttar Pradesh,Soron,2021,62.17,29.66,14.38,1977,1793,1312,2021,"Calendar Year (Jan - Dec), 2021"
5434,India,33,Tamil Nadu,Sothupakkam,2021,0.4,0.05,0.05,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
5435,India,7,Delhi,South Delhi MCD,2021,1845.96,190.26,190.26,8606,8606,8606,2021,"Calendar Year (Jan - Dec), 2021"
5436,India,19,West Bengal,South Dumdum,2021,178.16,34.57,27.13,1969,1693,790,2021,"Calendar Year (Jan - Dec), 2021"
5437,India,23,Madhya Pradesh,Soyatkalan,2021,66.84,25.29,13.88,1687,1212,383,2021,"Calendar Year (Jan - Dec), 2021"
5438,India,27,Maharashtra,Soygaon,2021,39.44,8.69,2.25,579,81,29,2021,"Calendar Year (Jan - Dec), 2021"
5439,India,32,Kerala,Sreekandapuram,2021,22.7,7.36,7.09,475,472,451,2021,"Calendar Year (Jan - Dec), 2021"
5440,India,3,Punjab,Sri Hargobindpur,2021,9.64,4.7,0.66,327,127,62,2021,"Calendar Year (Jan - Dec), 2021"
5441,India,28,Andhra Pradesh,Srikakulam,2021,1.24,0.11,0.11,5,5,5,2021,"Calendar Year (Jan - Dec), 2021"
5442,India,28,Andhra Pradesh,Srikakulam,2021,699.48,254.37,86.24,16812,5388,3304,2021,"Calendar Year (Jan - Dec), 2021"
5443,India,28,Andhra Pradesh,Srikalahasti,2021,972.04,307.49,82.89,20476,7533,4160,2021,"Calendar Year (Jan - Dec), 2021"
5444,India,33,Tamil Nadu,Srikalikapuram,2021,0.2,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5445,India,8,Rajasthan,Sri Madhopur,2021,1.74,0.18,0.18,10,10,10,2021,"Calendar Year (Jan - Dec), 2021"
5446,India,33,Tamil Nadu,Srimushnam,2021,25.16,11.78,6.68,789,770,154,2021,"Calendar Year (Jan - Dec), 2021"
5447,India,5,Uttarakhand,Srinagar,2021,5.2,0.52,0.49,29,38,38,2021,"Calendar Year (Jan - Dec), 2021"
5448,India,1,Jammu And Kashmir,Srinagar,2021,919.24,243.23,33.1,16298,4882,1349,2021,"Calendar Year (Jan - Dec), 2021"
5449,India,29,Karnataka,Sringeri,2021,0.91,0.15,0.09,10,8,7,2021,"Calendar Year (Jan - Dec), 2021"
5450,India,29,Karnataka,Srinivaspur,2021,52.54,17.37,6.3,1157,1069,182,2021,"Calendar Year (Jan - Dec), 2021"
5451,India,33,Tamil Nadu,Sriperumbudur,2021,192.46,32.66,17.55,1886,976,782,2021,"Calendar Year (Jan - Dec), 2021"
5452,India,33,Tamil Nadu,Sriramapuram,2021,13.87,6.34,4.52,422,422,141,2021,"Calendar Year (Jan - Dec), 2021"
5453,India,33,Tamil Nadu,Srivaikuntam,2021,7.23,3.37,1.84,217,217,132,2021,"Calendar Year (Jan - Dec), 2021"
5454,India,33,Tamil Nadu,Srivilliputhur,2021,33.41,12.0,12.17,780,680,349,2021,"Calendar Year (Jan - Dec), 2021"
5455,India,28,Andhra Pradesh,Srungavarapukota,2021,322.5,139.42,23.75,9294,1978,86,2021,"Calendar Year (Jan - Dec), 2021"
5456,India,28,Andhra Pradesh,Srungavruksham,2021,0.07,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5457,India,33,Tamil Nadu,St.Thomas Mount-Cum-Pallavaram,2021,10.36,0.8,0.8,36,36,36,2021,"Calendar Year (Jan - Dec), 2021"
5458,India,9,Uttar Pradesh,Suar,2021,97.48,38.57,16.24,2571,1697,875,2021,"Calendar Year (Jan - Dec), 2021"
5459,India,9,Uttar Pradesh,Subeha,2021,24.98,10.97,3.28,731,458,313,2021,"Calendar Year (Jan - Dec), 2021"
5460,India,33,Tamil Nadu,Suchindrum,2021,6.0,2.88,1.68,191,191,154,2021,"Calendar Year (Jan - Dec), 2021"
5461,India,2,Himachal Pradesh,Sudharag,2021,0.05,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5462,India,24,Gujarat,Sugad,2021,1.84,0.23,0.23,10,10,10,2021,"Calendar Year (Jan - Dec), 2021"
5463,India,10,Bihar,Sugauli,2021,150.86,40.68,3.35,2712,186,115,2021,"Calendar Year (Jan - Dec), 2021"
5464,India,14,Manipur,Sugnu,2021,19.02,10.68,2.2,712,327,85,2021,"Calendar Year (Jan - Dec), 2021"
5465,India,8,Rajasthan,Sujangarh,2021,232.62,92.26,0.13,6152,10,10,2021,"Calendar Year (Jan - Dec), 2021"
5466,India,3,Punjab,Sujanpur,2021,16.05,8.32,2.71,594,415,45,2021,"Calendar Year (Jan - Dec), 2021"
5467,India,2,Himachal Pradesh,Sujanpur,2021,13.1,3.38,1.31,225,216,65,2021,"Calendar Year (Jan - Dec), 2021"
5468,India,9,Uttar Pradesh,Sujru,2021,0.39,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5469,India,8,Rajasthan,Sukher,2021,0.1,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
5470,India,22,Chhattisgarh,Sukma,2021,58.18,9.79,4.92,650,595,189,2021,"Calendar Year (Jan - Dec), 2021"
5471,India,33,Tamil Nadu,Suleeswaranpatti,2021,22.96,7.18,3.07,465,465,337,2021,"Calendar Year (Jan - Dec), 2021"
5472,India,28,Andhra Pradesh,Sulluru,2021,430.25,136.17,46.08,9044,3446,2242,2021,"Calendar Year (Jan - Dec), 2021"
5473,India,10,Bihar,Sultanganj,2021,144.23,42.7,7.64,2846,720,247,2021,"Calendar Year (Jan - Dec), 2021"
5474,India,2,Himachal Pradesh,Sultanpur,2021,0.17,0.03,0.03,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
5475,India,9,Uttar Pradesh,Sultanpur,2021,0.87,0.09,0.09,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
5476,India,5,Uttarakhand,Sultanpur,2021,1.37,0.26,1.02,21,21,14,2021,"Calendar Year (Jan - Dec), 2021"
5477,India,3,Punjab,Sultanpur,2021,10.25,4.14,1.31,286,156,56,2021,"Calendar Year (Jan - Dec), 2021"
5478,India,23,Madhya Pradesh,Sultanpur,2021,69.77,23.05,11.53,1524,1234,452,2021,"Calendar Year (Jan - Dec), 2021"
5479,India,9,Uttar Pradesh,Sultanpur,2021,125.95,39.72,13.44,2638,1793,721,2021,"Calendar Year (Jan - Dec), 2021"
5480,India,32,Kerala,Sulthan Bathery,2021,49.22,15.79,13.04,1070,974,924,2021,"Calendar Year (Jan - Dec), 2021"
5481,India,33,Tamil Nadu,Sulur,2021,61.03,7.32,7.11,437,437,432,2021,"Calendar Year (Jan - Dec), 2021"
5482,India,29,Karnataka,Sulya,2021,16.46,6.06,0.68,403,402,221,2021,"Calendar Year (Jan - Dec), 2021"
5483,India,1,Jammu And Kashmir,Sumbal,2021,48.17,11.94,3.12,838,501,116,2021,"Calendar Year (Jan - Dec), 2021"
5484,India,8,Rajasthan,Sumel,2021,1.75,0.55,0.55,22,22,22,2021,"Calendar Year (Jan - Dec), 2021"
