srcYear,srcStateName,City name,Location name,Number of Monitoring Days,Minimum Concentration of Nitrogen Dioxide (NO2) (24-hourly average),Maximum Concentration of Nitrogen Dioxide (NO2) (24-hourly average),Concentration of Nitrogen Dioxide (NO2) (Annual Average),YearCode,Year
2013,Assam,Bongaigaon,"Oil India Ltd. PS6, Chirang",105.0,12.0,16.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Bongaigaon,Barpara Office Building,106.0,10.0,22.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Daranga,"BATAD, Baska",80.0,9.0,22.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Dibrugarh,Dibrugarh Office Building,86.0,9.0,21.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Golaghat,Golaghat Office Building,85.0,12.0,24.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Guwahati,"Head Office, Bamunimaidam",251.0,11.0,23.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Guwahati,"Boragaon, IASST, Kamrup",69.0,10.0,25.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Guwahati,"Guwahati University, Kamrup",142.0,8.0,18.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Guwahati,"ITI Building, Gopinath Nagar",262.0,10.0,29.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Guwahati,"Khanapara, Central Dairy, Kamrup",247.0,10.0,20.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Guwahati,"Near Pragjyotish College, Santipur",260.0,10.0,21.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Margherita,Coal India Office,55.0,12.0,21.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town",105.0,12.0,20.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Nagaon,"Water Resources Div., Christian Patty",99.0,12.0,21.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Nalbari,PWD Rural Div Office Complex,55.0,13.0,21.0,17.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Sibsagar,Sibasagar Office Building,107.0,10.0,21.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Sibsagar,"Usha Lodge, near ONGCL Colony",106.0,8.0,17.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Silchar,Janiganj Govt. Boys HS School campus,96.0,11.0,26.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Andhra Pradesh,Hyderabad,"Nacharam, Industrial Estate",86.0,5.0,76.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Silchar,"RLO, Ithkola Market, Ghaniwala Road",95.0,13.0,27.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Tezpur,Tezpur Office Building,106.0,10.0,18.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Tinsukia,"Digboi Carbon factory Campus, Borguri",85.0,9.0,18.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Assam,Tinsukia,"Shreepuria, Borguri",81.0,9.0,20.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chandigarh,Chandigarh,"Modern Foods, Industrial Area",84.0,5.0,73.0,35.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chandigarh,Chandigarh,Sector17 C,87.0,5.0,59.0,27.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chandigarh,Chandigarh,"Punjab Engineering College, Sector 12",80.0,5.0,57.0,27.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chandigarh,Chandigarh,"Sector39, IMTECH",87.0,5.0,62.0,28.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chandigarh,Chandigarh,Kaimbwala Village,87.0,5.0,47.0,24.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chhattisgarh,Bhillai,"Visak Hostel, Sector4",90.0,19.0,32.0,21.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chhattisgarh,Bhillai,"R.O., 5/32 Banglow Office Building",83.0,13.0,19.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chhattisgarh,Bhillai,M.P. Laghu Udyog Nigam,69.0,25.0,33.0,31.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chhattisgarh,Bilaspur,"Regional Office, CECB Vyapar Vihar",76.0,18.0,60.0,22.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chhattisgarh,Korba,"HIG 21,22.Near Ghantaghar, MP Extension",84.0,18.0,21.0,20.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chhattisgarh,Korba,"Pragati Nagar NTPC Colony, Jamnipali",85.0,8.0,20.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chhattisgarh,Korba,"I.T.I., Rampur",81.0,19.0,22.0,20.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Chhattisgarh,Raipur,"M/S Wool Worth India, Sarora",53.0,30.0,49.0,41.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Dadra & Nagar Haveli,Silvassa,"Khadoli Industrial Area, Khadoli",43.0,18.0,25.0,21.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Daman & Diu,Daman,"Kadaiya Industrial Area, Kadaiya",26.0,18.0,23.0,20.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Delhi,Delhi,"N.Y. School, Sarojini Nagar, Delhi",96.0,34.0,172.0,83.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",96.0,42.0,199.0,98.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",80.0,24.0,131.0,88.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Delhi,Delhi,Pritampura,74.0,36.0,78.0,45.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Delhi,Delhi,Shahadra,80.0,48.0,77.0,62.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Delhi,Delhi,Nizamuddin,75.0,23.0,63.0,42.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Delhi,Delhi,Janakpuri,79.0,21.0,69.0,46.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Delhi,Delhi,Siri Fort,78.0,22.0,79.0,43.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Delhi,Delhi,"ITO, BSZ Marg",364.0,22.0,139.0,69.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Panaji,"Old GSPCB premises, Patto",97.0,5.0,21.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Marmagao,"Fire Brigade Station, Port Trust",104.0,10.0,15.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Vasco,"Fuse Call Office, Mormugao",99.0,5.0,18.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Curchorem,"Curchorem, Sanvordem, Quepem",97.0,9.0,17.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Codli,"Codli Tisk, Ponda",99.0,9.0,16.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Honda,"Honda Junction, Sattari",98.0,10.0,16.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Bicholim,Bicholim Taluk,100.0,10.0,15.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Amona,"Amona, Bicholim",98.0,8.0,15.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Assanora,"Assanora Junction, Bardez Taluka",98.0,9.0,14.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Usgao,"Usgao Plae, Junction, Ponda",98.0,9.0,14.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Margao,Margao Town,101.0,10.0,15.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Tilamol,"Quepem, Tilamol",97.0,9.0,17.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Mapusa,Mapusa town,100.0,10.0,14.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Sanguem,"Near Railway Station at Kalem, Sanguem",98.0,9.0,16.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Ponda,Ponda Town,101.0,9.0,14.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Goa,Kundaim,Kundaim Industrial Estate,99.0,9.0,16.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",20.0,18.0,27.0,22.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Ahmedabad,Cadilla Bridge Narol,80.0,14.0,25.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Ahmedabad,L.D. Engg. College,79.0,11.0,23.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur",81.0,12.0,24.0,17.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Ahmedabad,"R.C. Technical High School, Mirzapur",69.0,12.0,21.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Ahmedabad,"Naroda, G.I.D.C.",81.0,13.0,27.0,17.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Anklesvar,Rallis India Ltd.,86.0,17.0,31.0,22.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Anklesvar,"Durga Traders, Bhavanafarm Society",86.0,13.0,32.0,20.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Jamnagar,Fisheries Office,77.0,12.0,24.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Rajkot,Nr. Sardhara Industrial Corporation,77.0,12.0,24.0,17.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Rajkot,GPCB Regional Offce,77.0,11.0,25.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Surat,S.V.R. Engg. College,92.0,13.0,28.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Surat,"B.R.C. High School, Udhna",92.0,17.0,33.0,22.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Surat,Near Air India Office,84.0,15.0,24.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Vadodara,"GPCB Office, Geri Vasahat",81.0,11.0,24.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Vadodara,Dandia Bazaar,81.0,15.0,28.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Vadodara,CETP Nandesari,82.0,16.0,33.0,22.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Vapi,"GEB, IIIrd Phase, GIDC",98.0,12.0,31.0,21.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Gujarat,Vapi,"Vapi Nagar Palika, Vapi",98.0,13.0,30.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Haryana,Faridabad,"M/s Escorts Research centre,Mathura Road",43.0,16.0,45.0,31.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Haryana,Faridabad,Haryana RO SPCB Sector16A,57.0,13.0,35.0,23.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Haryana,Hissar,Urban Estate II,8.0,5.0,9.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Haryana,Hissar,Guru Jambehswar University,9.0,9.0,11.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kottayam,Vadavathoor,115.0,14.0,25.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Haryana,Yamuna Nagar,Ballarpur Industries,13.0,20.0,25.0,23.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Baddi,Industry Department Office Building,103.0,9.0,39.0,24.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Baddi,AHC barotiwala,88.0,8.0,55.0,26.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Baddi,Housing Board,124.0,14.0,70.0,30.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Damtal,Regional Office,141.0,5.0,17.0,9.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Damtal,Old Road,137.0,5.0,376.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Kala Amb,Kala Amb Industrial Area,148.0,12.0,18.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Kala Amb,Kala Amb Town/Trilokpur,153.0,10.0,240.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kochi,Eloor II,108.0,5.0,5.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Nalagarh,Municipal Council,140.0,11.0,51.0,26.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Parwanoo,"Regional Office, Sector 4",155.0,5.0,33.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Parwanoo,Asst. Commissioner Building Sector I,139.0,5.0,25.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Paonta Sahib,Paonta Sahib,135.0,10.0,24.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Paonta Sahib,Gondhpur Industrial Area,109.0,11.0,17.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Shimla,Tekka Bench Ridge,134.0,6.0,16.0,9.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Shimla,"Bus Stand, Winterfield",124.0,5.0,23.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Una,"Regional Office, Una",101.0,5.0,15.0,6.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Una,"DIC Building, Mehatpur, Una",64.0,5.0,27.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",135.0,5.0,16.0,8.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Sunder Nagar,"Muncipal Council, NH21, Mandi",67.0,5.0,19.0,9.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Manali,"Nehru Park, Manali, District Kullu",119.0,5.0,25.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Himachal Pradesh,Manali,"HPSPCB, Hadimba Road, Manali, Kullu",106.0,5.0,33.0,8.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Jammu & Kashmir,Jammu,"Regional Office, Jammu",72.0,6.0,35.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Jammu & Kashmir,Jammu,"M.A. Stadium, Jewel Chowk",80.0,6.0,25.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Jammu & Kashmir,Jammu,Bari Brahamana Industrial Area,80.0,5.0,27.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Jharkhand,Dhanbad,R.O. Dhanbad,60.0,33.0,49.0,41.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Jharkhand,Dhanbad,"EMTI, Bastacola",45.0,30.0,50.0,41.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Jharkhand,Dhanbad,"CGM Office, Kusunda",40.0,29.0,44.0,37.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Jharkhand,Jamshedpur,Bistupur Vehical Testing Centre,75.0,35.0,53.0,46.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Jharkhand,Jamshedpur,Golmuri Vehicle Testing Centre,72.0,37.0,52.0,45.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Jharkhand,Jharia,M.A.D.A.,59.0,31.0,45.0,39.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Jharkhand,Ranchi,"Albert Ekka Chowk, Main Road",68.0,32.0,125.0,36.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Jharkhand,Sindri,BIT / PDIL,54.0,34.0,55.0,40.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Bangalore,"Graphite India, White Field Road",96.0,23.0,39.0,29.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Bangalore,Yeshwanthpura police station,107.0,21.0,76.0,30.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Bangalore,Peenya Industrial Area,90.0,27.0,41.0,30.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Bangalore,"KHB Industrial Area, Yelahanka",109.0,26.0,35.0,29.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Bangalore,"AMCO Batteries, Mysore Road",107.0,17.0,36.0,29.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Bangalore,"Jnanabharathi, Bangalore University",67.0,17.0,20.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Bangalore,"TERI office, Vital Medi healthcare Pvt Ltd",100.0,11.0,30.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Bangalore,Victoria hospital,104.0,23.0,42.0,29.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Belgaum,Karnataka SPCB Office Building,83.0,5.0,51.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Gulbarga / Kalaburgi,Government Hospital,82.0,5.0,30.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Hassan,KSRTC bus stand building,100.0,18.0,20.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,HubliDharwad,"Lakkamanahalli Industrial Area, Dharwad",104.0,10.0,18.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,HubliDharwad,"Rani Chennamma Circle, Hubli",103.0,10.0,19.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Mandya,"KSPCB Building, Bandigowda Badarahe",102.0,20.0,27.0,23.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Mangalore,Baikampady Industrial Area,86.0,5.0,10.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg",101.0,19.0,29.0,23.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Mysore,KSPCB Bldg. Hebbal Ind. Area,102.0,19.0,28.0,22.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Devanagere,"Mothi Theatre, Gandhi Circle, P.B. Road",101.0,5.0,16.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Devanagere,"HPF Intakewell, Kumarapattnam",98.0,5.0,12.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Devanagere,"Regional Office building, KSPCB",97.0,5.0,11.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Raichur,"KSPCB Office Premises, Raichur",72.0,9.0,23.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",87.0,5.0,8.0,6.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Shimaga,"The VISL, Oxygen Plant, Shimoga",103.0,5.0,15.0,8.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Kolar,"KSPCB Office Premises, Kolar",78.0,10.0,27.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Bidar,"KSPCB Office Premises, Bidar",39.0,10.0,15.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Alappuzha,"District Office, Alissery Road",118.0,5.0,5.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Alappuzha,"DC Mills, Pathirappally",117.0,5.0,5.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kochi,"Eloor I, FACT, Ambalamughal",108.0,5.0,5.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kochi,Irumpanam,106.0,5.0,17.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kochi,Ernakulum South,107.0,5.0,21.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kochi,VYTTILA,109.0,5.0,25.0,8.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kochi,MG Road Bank Ernakulum,107.0,5.0,18.0,6.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kochi,KALAMASSERY / CSIR Complex,109.0,5.0,33.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kollam,"KSPCB, District Office, Kadappakada",117.0,5.0,11.0,8.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kollam,KMML Chavara,117.0,6.0,25.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kottayam,Kottayam,117.0,15.0,26.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kozhikode,Kozhikode City,113.0,5.0,45.0,20.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kozhikode,Nallalam,114.0,5.0,28.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Malapuram,"Kakkanchery, Sijmak oils",120.0,5.0,11.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Palakkad,SEPR Refractories India Ltd.,111.0,5.0,10.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Pathanamthitta,"KSPCB, Makkamkunnu",120.0,5.0,19.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Thissur,"KSPCB, District Office, Poonkunnam",117.0,5.0,30.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Wayanad,Sulthan Bathery,115.0,5.0,5.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Thiruvananthapuram,PRS Hospital/COSMO,106.0,17.0,27.0,23.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Thiruvananthapuram,SMV School,104.0,19.0,29.0,24.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Thiruvananthapuram,VELI / HiTech Chackai,104.0,16.0,23.0,20.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Thiruvananthapuram,PETTAH / Sasthamangalam,103.0,19.0,26.0,23.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",43.0,7.0,58.0,30.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Bhopal,C E T P Govindpura,61.0,7.0,74.0,27.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Bhopal,"Nutan Subhash School, T.T. Nagar",52.0,5.0,44.0,23.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Dewas,EID Perry (I) Limited,16.0,18.0,23.0,21.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Dewas,Dewas Metal Section,29.0,20.0,23.0,21.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Dewas,Vikas Nagar,28.0,18.0,24.0,21.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Gwalior,Dindayal Nagar,83.0,20.0,32.0,26.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Gwalior,Maharaj Bada,81.0,22.0,30.0,28.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Indore,"M.P. Laghu Udyog, Pologround",76.0,10.0,24.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Indore,"Kothari Market, M.G. Road",85.0,10.0,23.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Indore,"Telephone Nagar, 26 A, Kanadia Road",113.0,9.0,23.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Jabalpur,Vijay Nagar,86.0,12.0,34.0,23.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Nagda,Chem. D. Labour Club,54.0,13.0,40.0,22.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Nagda,B C I Labour Club,55.0,21.0,49.0,33.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Nagda,Grasim Kalyan Kendra,59.0,18.0,52.0,27.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Sagar,Pt.Deendayal Nagar,72.0,9.0,27.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Ujjain,District Office,77.0,10.0,54.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Ujjain,Regional Office,56.0,8.0,11.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Ujjain,Mahakal Temple,63.0,8.0,15.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Dombivali/Ambernath,Dombivali MIDC PhaseII,101.0,22.0,107.0,55.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Dombivali/Ambernath,Ambernath Municipal Council Office,103.0,21.0,138.0,53.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Amravati,"Apurva Oil Industries, A23, MIDC",96.0,10.0,19.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Amravati,"Elect. Dept., Govt College Engineering",68.0,9.0,15.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Amravati,"Rajkamal Square, Vaneeta Samaj",102.0,10.0,18.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Aurangabad,S.B.E.S. College,102.0,29.0,52.0,39.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Aurangabad,Collector Ofiice,98.0,26.0,60.0,36.0,2013,"Calendar Year (Jan - Dec), 2013"
2021,Haryana,Jind,,,,,24.0,2021,"Calendar Year (Jan - Dec), 2021"
2013,Maharashtra,Aurangabad,"C.A.D.A. Ofiice, Garkheda",100.0,28.0,51.0,37.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Badlapur,BIWA Office,97.0,13.0,112.0,46.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Chandrapur,Grampanchat Ghughus,96.0,7.0,124.0,17.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Chandrapur,M.I.D.C. Chandrapur,94.0,8.0,70.0,26.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Chandrapur,Nagar Parishad,104.0,7.0,54.0,23.0,2013,"Calendar Year (Jan - Dec), 2013"
