ROWID,Country,State LGD Code,State,YearCode,Year,City name,Location name,Number of Monitoring Days,Minimum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Maximum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Concentration of Sulphur Dioxide (SO2) (Annual average)
2803,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",Raigarh,,,,,
2804,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",Raipur,,,,,13.0
2805,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Bhopal,C E T P Govindpura,60.0,2.0,7.0,3.0
2806,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Bhopal,EID Perry (I) Limited,16.0,13.0,17.0,16.0
2807,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Bhopal,"Nutan Subhash School, T.T. Nagar",51.0,2.0,17.0,3.0
2808,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Dewas,Dewas Metal Section,29.0,14.0,18.0,16.0
2809,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Dewas,Vikas Nagar,28.0,14.0,18.0,16.0
2810,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Gwalior,Dindayal Nagar,83.0,9.0,14.0,12.0
2811,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Gwalior,Maharaj Bada,82.0,11.0,17.0,13.0
2812,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Gwalior,"M.P. Laghu Udyog, Pologround",76.0,5.0,13.0,11.0
2813,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Indore,"Kothari Market, M.G. Road",85.0,5.0,13.0,11.0
2814,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Indore,"Telephone Nagar, 26 A, Kanadia Road",113.0,5.0,27.0,11.0
2815,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Jabalpur,Chem. D. Labour Club,54.0,22.0,50.0,37.0
2816,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Jabalpur,Vijay Nagar,86.0,2.0,2.0,2.0
2817,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Nagda,B C I Labour Club,55.0,13.0,29.0,22.0
2818,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Nagda,Grasim Kalyan Kendra,59.0,10.0,32.0,18.0
2819,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Sagar,District Office,77.0,9.0,36.0,17.0
2820,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Sagar,Pt.Deendayal Nagar,66.0,2.0,5.0,2.0
2821,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Ujjain,Mahakal Temple,63.0,6.0,15.0,13.0
2822,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Ujjain,Regional Office,56.0,6.0,10.0,9.0
2823,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Bhopal,C E T P Govindpura,89.0,2.0,5.0,2.0
2824,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",75.0,2.0,3.0,2.0
2825,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Bhopal,"Nutan Subhash School, T.T. Nagar",85.0,2.0,3.0,2.0
2826,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Dewas,Dewas Metal Section,52.0,11.0,18.0,15.0
2827,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Dewas,EID Perry (I) Limited,56.0,12.0,19.0,15.0
2828,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Dewas,Vikas Nagar,51.0,12.0,18.0,15.0
2829,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Gwalior,Dindayal Nagar,58.0,8.0,13.0,10.0
2830,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Gwalior,Maharaj Bada,62.0,9.0,14.0,12.0
2831,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Indore,"Kothari Market, M.G. Road",88.0,10.0,11.0,11.0
2832,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Indore,"M.P. Laghu Udyog, Pologround",101.0,10.0,11.0,11.0
2833,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Indore,"Telephone Nagar, 26 A, Kanadia Road",106.0,10.0,11.0,11.0
2834,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Jabalpur,Vijay Nagar,83.0,2.0,2.0,2.0
2835,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Nagda,B C I Labour Club,93.0,10.0,27.0,17.0
2836,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Nagda,Chem. D. Labour Club,82.0,14.0,43.0,29.0
2837,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Nagda,Grasim Kalyan Kendra,77.0,10.0,31.0,16.0
2838,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Sagar,Pt.Deendayal Nagar,81.0,2.0,6.0,2.0
2839,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Satna,"MPPCB,Dharwari GaliNo.5,House No.318",40.0,2.0,4.0,3.0
2840,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Satna,Subdivisional Office E/M Light Machniery,37.0,2.0,4.0,3.0
2841,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Ujjain,Chamunda Mata Chouraha,66.0,10.0,17.0,14.0
2842,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Ujjain,District Office,69.0,13.0,44.0,18.0
2843,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Ujjain,Mahakal Temple,73.0,8.0,16.0,13.0
2844,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Ujjain,Regional Office,60.0,4.0,12.0,8.0
2845,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Amlai,HJI,57.0,6.0,18.0,12.0
2846,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Amlai,OPM,58.0,12.0,20.0,18.0
2847,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen.",72.0,5.0,13.0,8.0
2848,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Bhopal,C E T P Govindpura,70.0,2.0,8.0,2.0
2849,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",79.0,2.0,4.0,2.0
2850,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Bhopal,"Kolar Thana, Kolar Road, Bhopal",89.0,2.0,2.0,2.0
2851,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Bhopal,"Nutan Subhash School, T.T. Nagar",75.0,2.0,3.0,2.0
2852,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Chhindwara,"HIG 33, Front of Geetanali",61.0,5.0,9.0,7.0
2853,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",62.0,7.0,10.0,8.0
2854,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Dewas,Dewas Metal Section,78.0,5.0,18.0,15.0
2855,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Dewas,EID Perry (I) Limited,64.0,12.0,18.0,15.0
2856,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Dewas,Vikas Nagar,41.0,12.0,17.0,15.0
2857,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Gwalior,Dindayal Nagar,71.0,8.0,15.0,10.0
2858,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Gwalior,Maharaj Bada,71.0,7.0,16.0,11.0
2859,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Indore,"Kothari Market, M.G. Road",85.0,7.0,12.0,11.0
2860,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Indore,"M.P. Laghu Udyog, Pologround",93.0,9.0,12.0,11.0
2861,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Indore,"Telephone Nagar, 26 A, Kanadia Road",93.0,10.0,12.0,11.0
2862,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Jabalpur,Udaipur Beverage Racchai,7.0,14.0,18.0,16.0
2863,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Jabalpur,Vijay Nagar,7.0,2.0,2.0,2.0
2864,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Nagda,B C I Labour Club,63.0,12.0,27.0,18.0
2865,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Nagda,Chem. D. Labour Club,52.0,20.0,40.0,30.0
2866,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Nagda,Grasim Kalyan Kendra,95.0,7.0,20.0,14.0
2867,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Prithampur,"RCC Over Head Tank No. 1, Sector3",68.0,6.0,10.0,8.0
2868,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Prithampur,"Vikas Bhavan, Sector2",69.0,5.0,10.0,8.0
2869,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Sagar,Pt.Deendayal Nagar,50.0,2.0,4.0,2.0
2870,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Singrauli,Jayant Township,16.0,11.0,17.0,13.0
2871,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Singrauli,"N.T.P.C., Vidyanagar",18.0,11.0,18.0,13.0
2872,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Singrauli,Waidhan,15.0,12.0,15.0,13.0
2873,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Ujjain,Chamunda Mata Chouraha,73.0,12.0,19.0,15.0
2874,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Ujjain,District Office,79.0,12.0,21.0,16.0
2875,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Ujjain,Mahakal Temple,83.0,8.0,17.0,13.0
2876,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Ujjain,Regional Office,52.0,6.0,13.0,8.0
2877,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Amlai,HJI,66.0,11.0,25.0,14.0
2878,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Amlai,OPM,73.0,10.0,31.0,20.0
2879,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen",74.0,2.0,12.0,5.0
2880,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Bhopal,"Barkatuallah University, Hoshgabad Road, Bhopal",12.0,2.0,4.0,2.0
2881,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Bhopal,CETP Govindpura,75.0,2.0,2.0,2.0
2882,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",75.0,2.0,2.0,2.0
2883,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Bhopal,"Kolar Thana, Kolar Road, Bhopal",83.0,2.0,3.0,2.0
2884,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Bhopal,"Main Road, Hemu Colony, Bairagarh, Bhopal",65.0,2.0,4.0,3.0
2885,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Bhopal,"Nutan Subhash School, T.T. Nagar",75.0,2.0,2.0,2.0
2886,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Chhindwara,"HIG 33, Front of Geetanali Park Housing Board Colony, Chadagaon",24.0,7.0,10.0,8.0
2887,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",24.0,7.0,11.0,9.0
2888,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Dewas,Dewas Metal Section,102.0,13.0,20.0,16.0
2889,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Dewas,EID Perry (I) Limited,86.0,7.0,20.0,17.0
2890,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Dewas,Vikas Nagar,98.0,6.0,19.0,16.0
2891,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Gwalior,Dindayal Nagar,72.0,8.0,14.0,10.0
2892,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Gwalior,Maharaj Bada,75.0,8.0,18.0,10.0
2893,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Indore,"Kothari Market, M.G. Road",94.0,9.0,12.0,11.0
2894,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Indore,"M.P. Laghu Udyog, Pologround",95.0,9.0,12.0,11.0
2895,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Indore,"Telephone Nagar, 26 A, Kanadia Road",91.0,10.0,12.0,11.0
2896,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Jabalpur,Udaipur Beverage Racchai,35.0,8.0,26.0,19.0
2897,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Jabalpur,Vijay Nagar,83.0,2.0,2.0,2.0
2898,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Nagda,B C I Labour Club,93.0,9.0,23.0,16.0
2899,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Nagda,Chem. D. Labour Club,89.0,12.0,38.0,27.0
2900,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Nagda,Grasim Kalyan Kendra,67.0,8.0,24.0,14.0
2901,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Prithampur,"RCC Over Head Tank No. 1, Sector3",99.0,7.0,13.0,9.0
2902,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Prithampur,"Vikas Bhavan, Sector2",99.0,7.0,13.0,9.0
2903,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Sagar,Pt.Deendayal Nagar,94.0,2.0,4.0,2.0
2904,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Satna,"MPPCB,Dharwari GaliNo.5,House No.318",88.0,2.0,4.0,3.0
2905,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Satna,Subdivisional Office E/M Light Machniery,86.0,2.0,6.0,3.0
2906,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Singrauli,Jayant Township,92.0,7.0,36.0,18.0
2907,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Singrauli,"N.T.P.C., Vidyanagar",91.0,10.0,31.0,18.0
2908,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Singrauli,Waidhan,95.0,7.0,28.0,18.0
2909,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Ujjain,Chamunda Mata Chouraha,31.0,7.0,19.0,15.0
2910,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Ujjain,District Office,87.0,12.0,22.0,17.0
2911,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Ujjain,Mahakal Temple,78.0,8.0,19.0,13.0
2912,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Ujjain,Regional Office,85.0,6.0,16.0,9.0
2913,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Amlai,CETP Govindpura,78.0,2.0,7.0,3.0
2914,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Amlai,"Hamidia Road, MP Hastshilp Vikas Nigam",91.0,2.0,24.0,4.0
2915,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Amlai,HJI,91.0,12.0,27.0,20.0
2916,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Amlai,"Kolar Thana, Kolar Road, Bhopal",89.0,2.0,14.0,4.0
2917,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Amlai,"Nutan Subhash School, T.T. Nagar",88.0,2.0,2.0,2.0
2918,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Amlai,OPM,88.0,10.0,24.0,18.0
2919,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen",89.0,2.0,30.0,6.0
2920,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Bhopal,"Barkatuallah University, Hoshgabad Road, Bhopal",86.0,2.0,17.0,4.0
2921,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Bhopal,"Main Road, Hemu Colony, Bairagarh, Bhopal",85.0,2.0,11.0,5.0
2922,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Chhindwara,EID Perry (I) Limited,87.0,10.0,19.0,15.0
2923,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Chhindwara,"HIG 33, Front of Geetanali Park Housing Board Colony, Chadagaon",79.0,1.0,10.0,5.0
2924,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",84.0,2.0,11.0,5.0
2925,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Dewas,Dewas Metal Section,101.0,8.0,17.0,14.0
2926,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Dewas,Vikas Nagar,95.0,8.0,18.0,14.0
2927,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Gwalior,Dindayal Nagar,98.0,5.0,15.0,10.0
2928,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Gwalior,Maharaj Bada,93.0,5.0,15.0,11.0
2929,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Gwalior,"M.P. Laghu Udyog, Pologround",91.0,9.0,30.0,11.0
2930,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Indore,"Kothari Market, M.G. Road",89.0,9.0,34.0,11.0
2931,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Indore,"Telephone Nagar, 26 A, Kanadia Road",94.0,9.0,30.0,11.0
2932,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Jabalpur,"HIG4 Housing Board Colony Jhinjhri, Katni",100.0,3.0,19.0,12.0
2933,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Jabalpur,Udaipur Beverage Racchai,99.0,11.0,27.0,18.0
2934,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Jabalpur,Vijay Nagar,101.0,2.0,12.0,2.0
2935,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Katni,"Calderys Works Refactories India Private Limited, Guest House, Katni",102.0,2.0,23.0,12.0
2936,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Nagda,B C I Labour Club,99.0,10.0,26.0,15.0
2937,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Nagda,Chem. D. Labour Club,100.0,15.0,36.0,25.0
2938,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Nagda,Grasim Kalyan Kendra,103.0,10.0,27.0,16.0
2939,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Prithampur,"RCC Over Head Tank No. 1, Sector3",83.0,7.0,13.0,11.0
2940,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Prithampur,"Vikas Bhavan, Sector2",80.0,8.0,13.0,11.0
2941,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Sagar,"Katra Bazar, Sagar",18.0,2.0,4.0,2.0
2942,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Sagar,Pt.Deendayal Nagar,100.0,2.0,4.0,2.0
2943,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Satna,Jayant Township,94.0,11.0,56.0,25.0
2944,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Satna,"MPPCB,Dharwari GaliNo.5,House No.318",103.0,2.0,5.0,3.0
2945,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Satna,Subdivisional Office E/M Light Machniery,98.0,2.0,6.0,3.0
2946,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Singrauli,District Office,82.0,11.0,19.0,15.0
2947,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Singrauli,"N.T.P.C., Vidyanagar",91.0,13.0,62.0,24.0
2948,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Singrauli,Waidhan,97.0,10.0,60.0,24.0
2949,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Ujjain,Chamunda Mata Chouraha,81.0,8.0,19.0,15.0
2950,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Ujjain,"LRT Commerce College, Civil Lines, Akola",94.0,6.0,11.0,9.0
2951,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Ujjain,Mahakal Temple,93.0,6.0,16.0,12.0
2952,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Ujjain,Regional Office,91.0,6.0,15.0,11.0
2953,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Amlai,HJI,101.0,10.0,26.0,17.0
2954,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Amlai,OPM,135.0,7.0,24.0,14.0
2955,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen",85.0,2.0,26.0,11.0
2956,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Bhopal,"Barkatuallah University, Hoshgabad Road, Bhopal",101.0,2.0,12.0,5.0
2957,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Bhopal,CETP Govindpura,121.0,2.0,17.0,5.0
2958,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",105.0,2.0,20.0,9.0
2959,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Bhopal,"Kolar Thana, Kolar Road, Bhopal",102.0,2.0,18.0,8.0
2960,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Bhopal,"Main Road, Hemu Colony, Bairagarh, Bhopal",105.0,2.0,16.0,7.0
2961,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Bhopal,"Nutan Subhash School, T.T. Nagar",104.0,2.0,8.0,2.0
2962,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Bongaigaon,Barpara Office Building,89.0,3.0,26.0,5.0
2963,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Bongaigaon,"Oil India Ltd. PS6, Chirang",86.0,3.0,29.0,5.0
2964,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Chhindwara,"HIG 33, Front of Geetanali Park Housing Board Colony, Chadagaon",87.0,2.0,23.0,4.0
2965,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",84.0,2.0,7.0,3.0
2966,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Daranga,"BATAD, Sandoop Jhankar town of Bhutan, Baska",98.0,4.0,12.0,7.0
2967,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Dewas,Dewas Metal Section,96.0,9.0,21.0,15.0
2968,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Dewas,EID Perry (I) Limited,105.0,11.0,20.0,16.0
2969,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Dewas,Vikas Nagar,104.0,11.0,20.0,16.0
2970,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Dibrugarh,Dibrugarh Office Building,101.0,3.0,10.0,6.0
2971,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Golaghat,Golaghat Office Building,100.0,3.0,9.0,6.0
2972,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Guwahati,"Boragaon, IASST, Kamrup",110.0,4.0,16.0,7.0
2973,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Guwahati,"Guwahati University, Kamrup",130.0,5.0,16.0,7.0
2974,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Guwahati,"Head Office, Bamunimaidam",146.0,4.0,23.0,8.0
2975,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Guwahati,"ITI Building, Gopinath Nagar",133.0,4.0,16.0,7.0
2976,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Guwahati,"Khanapara, Central Dairy, Kamrup",144.0,4.0,20.0,8.0
2977,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Guwahati,"Near Pragjyotish College, Santipur",143.0,4.0,17.0,8.0
2978,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Gwalior,Dindayal Nagar,75.0,9.0,16.0,12.0
2979,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Gwalior,Maharaj Bada,92.0,10.0,18.0,13.0
2980,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Indore,"Kothari Market, M.G. Road",108.0,3.0,39.0,10.0
2981,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Indore,"M.P. Laghu Udyog, Pologround",98.0,3.0,13.0,10.0
2982,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Indore,"Telephone Nagar, 26 A, Kanadia Road",110.0,4.0,16.0,10.0
2983,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Jabalpur,Udaipur Beverage Racchai,102.0,3.0,19.0,13.0
2984,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Jabalpur,Vijay Nagar,102.0,2.0,2.0,2.0
