ROWID,Country,State LGD Code,State,YearCode,Year,City name,Location name,Number of Monitoring Days,Minimum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Maximum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Concentration of Sulphur Dioxide (SO2) (Annual average)
1,India,1,Jammu And Kashmir,2013,"Calendar Year (Jan - Dec), 2013",Jammu,Bari Brahamana Industrial Area,78.250331584392114949600,1.956258289609802873740,10.759420592853915805570,5.868774868829408621220
2,India,1,Jammu And Kashmir,2013,"Calendar Year (Jan - Dec), 2013",Jammu,"M.A. Stadium, Jewel Chowk",78.250331584392114949600,1.956258289609802873740,11.737549737658817242440,4.890645724024507184350
3,India,1,Jammu And Kashmir,2013,"Calendar Year (Jan - Dec), 2013",Jammu,R.O. Dhanbad,58.687748688294086212200,11.737549737658817242440,20.540712040902930174270,15.650066316878422989920
4,India,1,Jammu And Kashmir,2014,"Calendar Year (Jan - Dec), 2014",Jammu,Bari Brahamana Industrial Area,56.731490398684283338460,1.956258289609802873740,19.562582896098028737400,6.846904013634310058090
5,India,1,Jammu And Kashmir,2014,"Calendar Year (Jan - Dec), 2014",Jammu,"M.A. Stadium, Jewel Chowk",55.753361253879381901590,1.956258289609802873740,22.496970330512733048010,4.890645724024507184350
6,India,1,Jammu And Kashmir,2014,"Calendar Year (Jan - Dec), 2014",Jammu,"Regional Office, Jammu",64.556523557123494833420,1.956258289609802873740,19.562582896098028737400,3.912516579219605747480
7,India,1,Jammu And Kashmir,2015,"Calendar Year (Jan - Dec), 2015",Jammu,Bari Brahamana Industrial Area,87.053493887636227881430,1.956258289609802873740,7.825033158439211494960,3.912516579219605747480
8,India,1,Jammu And Kashmir,2015,"Calendar Year (Jan - Dec), 2015",Jammu,"M.A. Stadium, Jewel Chowk",84.119106453221523570820,1.956258289609802873740,7.825033158439211494960,2.934387434414704310610
9,India,1,Jammu And Kashmir,2015,"Calendar Year (Jan - Dec), 2015",Jammu,"Regional Office, Jammu",92.922268756465636502650,1.956258289609802873740,12.715678882463718679310,2.934387434414704310610
10,India,1,Jammu And Kashmir,2016,"Calendar Year (Jan - Dec), 2016",Jammu,Bari Brahamana Industrial Area,79.228460729197016386470,1.956258289609802873740,6.846904013634310058090,3.912516579219605747480
11,India,1,Jammu And Kashmir,2016,"Calendar Year (Jan - Dec), 2016",Jammu,"M.A. Stadium, Jewel Chowk",95.856656190880340813260,1.956258289609802873740,10.759420592853915805570,2.934387434414704310610
12,India,1,Jammu And Kashmir,2016,"Calendar Year (Jan - Dec), 2016",Jammu,"Regional Office, Jammu",93.900397901270537939520,1.956258289609802873740,5.868774868829408621220,2.934387434414704310610
13,India,1,Jammu And Kashmir,2017,"Calendar Year (Jan - Dec), 2017",Jammu,Bari Brahamana Industrial Area,81.184719018806819260210,1.956258289609802873740,5.868774868829408621220,3.912516579219605747480
14,India,1,Jammu And Kashmir,2017,"Calendar Year (Jan - Dec), 2017",Jammu,"M.A. Stadium, Jewel Chowk",86.075364742831326444560,1.956258289609802873740,5.868774868829408621220,3.912516579219605747480
15,India,1,Jammu And Kashmir,2017,"Calendar Year (Jan - Dec), 2017",Jammu,"Regional Office, Jammu",88.031623032441129318300,1.956258289609802873740,5.868774868829408621220,3.912516579219605747480
16,India,1,Jammu And Kashmir,2018,"Calendar Year (Jan - Dec), 2018",Jammu,Bari Brahamana Industrial Area,98.791043625295045123870,1.956258289609802873740,6.846904013634310058090,3.912516579219605747480
17,India,1,Jammu And Kashmir,2018,"Calendar Year (Jan - Dec), 2018",Jammu,"M.A. Stadium, Jewel Chowk",96.834785335685242250130,1.956258289609802873740,7.825033158439211494960,3.912516579219605747480
18,India,1,Jammu And Kashmir,2018,"Calendar Year (Jan - Dec), 2018",Jammu,"Regional Office, Jammu",95.856656190880340813260,1.956258289609802873740,6.846904013634310058090,3.912516579219605747480
19,India,1,Jammu And Kashmir,2019,"Calendar Year (Jan - Dec), 2019",Jammu,Bari Brahamana Industrial Area,71.403427570757804891510,1.956258289609802873740,3.912516579219605747480,2.934387434414704310610
20,India,1,Jammu And Kashmir,2019,"Calendar Year (Jan - Dec), 2019",Jammu,"M.A. Stadium, Jewel Chowk",60.644006977903889085940,1.956258289609802873740,4.890645724024507184350,2.934387434414704310610
21,India,1,Jammu And Kashmir,2019,"Calendar Year (Jan - Dec), 2019",Jammu,"Regional Office, Jammu",64.556523557123494833420,1.956258289609802873740,4.890645724024507184350,2.934387434414704310610
22,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",Dhanbad,"CGM Office, Kusunda",,11.737549737658817242440,17.606324606488225863660,12.715678882463718679310
23,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",Dhanbad,"EMTI, Bastacola",,11.737549737658817242440,15.650066316878422989920,13.693808027268620116180
24,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",Dhanbad,R.O. Dhanbad,,10.759420592853915805570,16.628195461683324426790,13.693808027268620116180
25,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",Jammu,Bari Brahamana Industrial Area,,1.956258289609802873740,5.868774868829408621220,2.934387434414704310610
26,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",Jammu,"M.A. Stadium, Jewel Chowk",,1.956258289609802873740,5.868774868829408621220,2.934387434414704310610
27,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",Jammu,"Regional Office, Jammu",,1.956258289609802873740,6.846904013634310058090,2.934387434414704310610
28,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",Jamshedpur,Bistupur Vehical Testing Centre,,16.628195461683324426790,42.059553226610761785410,29.343874344147043106100
29,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",Jamshedpur,Golmuri Vehicle Testing Centre,,15.650066316878422989920,43.037682371415663222280,29.343874344147043106100
30,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",Jharia,M.A.D.A.,,11.737549737658817242440,16.628195461683324426790,13.693808027268620116180
31,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",Ranchi,"Albert Ekka Chowk, Main Road",,16.628195461683324426790,18.584453751293127300530,16.628195461683324426790
32,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",Saraikela,"RO Building, Adityapur",,16.628195461683324426790,43.037682371415663222280,28.365745199342141669230
33,India,1,Jammu And Kashmir,2021,"Calendar Year (Jan - Dec), 2021",Jammu,,,,,2.934387434414704310610
34,India,1,Jammu And Kashmir,2021,"Calendar Year (Jan - Dec), 2021",Pulwama (K),,,,,4.890645724024507184350
35,India,1,Jammu And Kashmir,2021,"Calendar Year (Jan - Dec), 2021",Srinagar (K),,,,,9.781291448049014368700
36,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Baddi,AHC barotiwala,84.0,2.0,3.0,2.0
37,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Baddi,Housing Board,125.0,2.0,5.0,2.0
38,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Damtal,Old Road,137.0,2.0,2.0,2.0
39,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Damtal,Regional Office,141.0,2.0,2.0,2.0
40,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Kala Amb,Kala Amb Industrial Area,146.0,2.0,4.0,2.0
41,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Kala Amb,Kala Amb Town/Trilokpur,153.0,2.0,3.0,2.0
42,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Manali,"HPSPCB, Hadimba Road, Manali, Kullu",106.0,2.0,8.0,2.0
43,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Manali,"Nehru Park, Manali, District Kullu",119.0,2.0,7.0,2.0
44,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Manali,"Regional Office, Jammu",72.0,2.0,14.0,3.0
45,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Nalagarh,Municipal Council,135.0,2.0,5.0,2.0
46,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Paonta Sahib,Gondhpur Industrial Area,109.0,2.0,6.0,2.0
47,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Paonta Sahib,Paonta Sahib,135.0,2.0,4.0,2.0
48,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Parwanoo,Asst. Commissioner Building Sector I,139.0,2.0,9.0,3.0
49,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Parwanoo,"Regional Office, Sector 4",149.0,2.0,7.0,2.0
50,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Shimla,"Bus Stand, Winterfield",123.0,2.0,15.0,2.0
51,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Shimla,Tekka Bench Ridge,134.0,2.0,4.0,2.0
52,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",135.0,2.0,2.0,2.0
53,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Sunder Nagar,"Muncipal Council, NH21, Mandi",67.0,2.0,3.0,2.0
54,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Una,"DIC Building, Mehatpur, Una",64.0,2.0,6.0,2.0
55,India,2,Himachal Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Una,"Regional Office, Una",101.0,2.0,9.0,2.0
56,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Baddi,AHC barotiwala,68.0,2.0,3.0,2.0
57,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Baddi,Housing Board,142.0,2.0,3.0,2.0
58,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Baddi,Industry Department Office Building,61.0,2.0,3.0,2.0
59,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Damtal,Old Road,124.0,2.0,2.0,2.0
60,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Damtal,Regional Office,146.0,2.0,2.0,2.0
61,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Dharamshala,Kotwali Bazar Dharamshala,97.0,2.0,2.0,2.0
62,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Kala Amb,Kala Amb Industrial Area,155.0,2.0,5.0,3.0
63,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Kala Amb,Kala Amb Town/Trilokpur,154.0,2.0,12.0,2.0
64,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Manali,"HPSPCB, Hadimba Road, Manali, Kullu",96.0,2.0,6.0,2.0
65,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Manali,"Nehru Park, Manali, District Kullu",113.0,2.0,6.0,2.0
66,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Nalagarh,Municipal Council,121.0,2.0,3.0,2.0
67,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Paonta Sahib,Gondhpur Industrial Area,119.0,2.0,5.0,3.0
68,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Paonta Sahib,Paonta Sahib,105.0,2.0,8.0,2.0
69,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Parwanoo,Asst. Commissioner Building Sector I,146.0,2.0,2.0,2.0
70,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Parwanoo,"Regional Office, Sector 4",148.0,2.0,2.0,2.0
71,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Shimla,"Bus Stand, Winterfield",118.0,2.0,8.0,2.0
72,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Shimla,Tekka Bench Ridge,120.0,2.0,6.0,2.0
73,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",153.0,2.0,5.0,2.0
74,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Sunder Nagar,"Muncipal Council, NH21, Mandi",103.0,2.0,5.0,2.0
75,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Una,"DIC Building, Mehatpur, Una",93.0,2.0,5.0,2.0
76,India,2,Himachal Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Una,"Regional Office, Una",106.0,2.0,4.0,2.0
77,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Baddi,AHC barotiwala,17.0,2.0,2.0,2.0
78,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Baddi,Housing Board,140.0,2.0,5.0,2.0
79,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Baddi,Industry Department Office Building,17.0,2.0,2.0,2.0
80,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Damtal,Old Road,118.0,2.0,2.0,2.0
81,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Damtal,Regional Office,138.0,2.0,2.0,2.0
82,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Dharamshala,"Daari, Dharamshala",63.0,2.0,2.0,2.0
83,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Dharamshala,Kotwali Bazar Dharamshala,167.0,2.0,2.0,2.0
84,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Kala Amb,Kala Amb Industrial Area,150.0,2.0,4.0,3.0
85,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Kala Amb,Kala Amb Town/Trilokpur,155.0,2.0,4.0,2.0
86,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Manali,"HPSPCB, Hadimba Road, Manali, Kullu",95.0,2.0,4.0,2.0
87,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Manali,"Nehru Park, Manali, District Kullu",120.0,2.0,4.0,2.0
88,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Nalagarh,Municipal Council,117.0,2.0,2.0,2.0
89,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Paonta Sahib,Gondhpur Industrial Area,115.0,2.0,5.0,3.0
90,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Paonta Sahib,Paonta Sahib,127.0,2.0,4.0,2.0
91,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Parwanoo,Asst. Commissioner Building Sector I,132.0,2.0,2.0,2.0
92,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Parwanoo,"Regional Office, Sector 4",140.0,2.0,2.0,2.0
93,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Shimla,"Bus Stand, Winterfield",116.0,2.0,9.0,5.0
94,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Shimla,Tekka Bench Ridge,122.0,2.0,10.0,3.0
95,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",134.0,2.0,4.0,2.0
96,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Sunder Nagar,"Muncipal Council, NH21, Mandi",114.0,2.0,5.0,2.0
97,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Una,"DIC Building, Mehatpur, Una",89.0,2.0,3.0,2.0
98,India,2,Himachal Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Una,"Regional Office, Una",86.0,2.0,2.0,2.0
99,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Baddi,AHC barotiwala,12.0,2.0,2.0,2.0
100,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Baddi,Housing Board,140.0,2.0,2.0,2.0
101,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Baddi,Industry Department Office Building,10.0,2.0,2.0,2.0
102,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Damtal,Old Road,119.0,2.0,2.0,2.0
103,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Damtal,Regional Office,139.0,2.0,2.0,2.0
104,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Dharamshala,"Daari, Dharamshala",146.0,2.0,2.0,2.0
105,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Dharamshala,Kotwali Bazar Dharamshala,122.0,2.0,2.0,2.0
106,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Kala Amb,Kala Amb Industrial Area,154.0,2.0,4.0,3.0
107,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Kala Amb,Kala Amb Town/Trilokpur,157.0,2.0,3.0,2.0
108,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Manali,"HPSPCB, Hadimba Road, Manali, Kullu",115.0,2.0,2.0,2.0
109,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Manali,"Nehru Park, Manali, Kullu",132.0,2.0,5.0,2.0
110,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Nalagarh,Municipal Council,113.0,2.0,2.0,2.0
111,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Paonta Sahib,Gondhpur Industrial Area,132.0,2.0,9.0,3.0
112,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Paonta Sahib,Paonta Sahib,145.0,2.0,5.0,2.0
113,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Parwanoo,Asst. Commissioner Building Sector I,131.0,2.0,2.0,2.0
114,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Parwanoo,"Regional Office, Sector 4",145.0,2.0,2.0,2.0
115,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Shimla,"Bus Stand, Winterfield",137.0,2.0,8.0,5.0
116,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Shimla,Tekka Bench Ridge,120.0,2.0,11.0,4.0
117,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",142.0,2.0,2.0,2.0
118,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Sunder Nagar,"Muncipal Council, NH21, Mandi",118.0,2.0,2.0,2.0
119,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Una,"DIC Building, Mehatpur, Una",97.0,2.0,2.0,2.0
120,India,2,Himachal Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Una,"Regional Office, Una",111.0,2.0,3.0,2.0
121,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Baddi,AHC barotiwala,57.0,1.0,2.0,2.0
122,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Baddi,Housing Board,140.0,1.0,2.0,2.0
123,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Baddi,Industry Department Office Building,60.0,1.0,2.0,1.0
124,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Damtal,Old Road,118.0,2.0,2.0,2.0
125,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Damtal,Regional Office,129.0,2.0,2.0,2.0
126,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Dharamshala,"Daari, Dharamshala",123.0,2.0,2.0,2.0
127,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Dharamshala,Kotwali Bazar Dharamshala,99.0,2.0,2.0,2.0
128,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Gulaba,Gulaba,17.0,2.0,2.0,2.0
129,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Kala Amb,Kala Amb Industrial Area,153.0,2.0,4.0,3.0
130,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Kala Amb,Kala Amb Town/Trilokpur,149.0,2.0,4.0,3.0
131,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Manali,"HPSPCB, Hadimba Road, Manali, Kullu",97.0,2.0,3.0,2.0
132,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Manali,"Nehru Park, Manali, Kullu",105.0,2.0,5.0,2.0
133,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Marhi,Marhi,16.0,2.0,2.0,2.0
134,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Nalagarh,Municipal Council,113.0,2.0,2.0,2.0
135,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Paonta Sahib,Gondhpur Industrial Area,121.0,2.0,4.0,3.0
136,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Paonta Sahib,Paonta Sahib,132.0,2.0,5.0,2.0
137,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Parwanoo,Asst. Commissioner Building Sector I,129.0,2.0,2.0,2.0
138,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Parwanoo,"Regional Office, Sector 4",123.0,2.0,2.0,2.0
139,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Shimla,"Bus Stand, Winterfield",229.0,2.0,8.0,5.0
140,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Shimla,Tekka Bench Ridge,18.0,2.0,5.0,3.0
141,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",135.0,2.0,2.0,2.0
142,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Sunder Nagar,"Muncipal Council, NH21, Mandi",120.0,2.0,2.0,2.0
143,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Una,"DIC Building, Mehatpur, Una",126.0,2.0,2.0,2.0
144,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Una,"Regional Office, Una",133.0,2.0,2.0,2.0
145,India,2,Himachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Vashisht,Vashisht,34.0,2.0,4.0,2.0
146,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Baddi,AHC barotiwala,118.0,2.0,3.0,2.0
147,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Baddi,Housing Board,139.0,2.0,3.0,2.0
148,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Baddi,Industry Department Office Building,117.0,2.0,3.0,2.0
149,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Damtal,Old Road,132.0,2.0,2.0,2.0
150,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Damtal,Regional Office,117.0,2.0,2.0,2.0
151,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Dharamshala,"Daari, Dharamshala",118.0,2.0,2.0,2.0
152,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Dharamshala,Kotwali Bazar Dharamshala,95.0,2.0,2.0,2.0
153,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Gulaba,Behind green tax barrier,15.0,2.0,2.0,2.0
154,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Kala Amb,Kala Amb Industrial Area,142.0,2.0,4.0,3.0
155,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Kala Amb,Kala Amb Town/Trilokpur,182.0,2.0,10.0,2.0
156,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Manali,"HPSPCB, Hadimba Road, Manali, Kullu",95.0,2.0,3.0,2.0
157,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Manali,"Nehru Park, Manali, Kullu",114.0,2.0,5.0,2.0
158,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Marhi,Behind Police check post,12.0,2.0,2.0,2.0
159,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Nalagarh,Municipal Council,129.0,2.0,2.0,2.0
160,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Paonta Sahib,Gondhpur Industrial Area,137.0,2.0,5.0,3.0
161,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Paonta Sahib,Paonta Sahib,140.0,2.0,10.0,2.0
162,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Parwanoo,Asst. Commissioner Building Sector I,123.0,2.0,3.0,2.0
163,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Parwanoo,"Regional Office, Sector 4",130.0,2.0,3.0,2.0
164,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Shimla,"Bus Stand, Winterfield",145.0,2.0,8.0,4.0
165,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",138.0,2.0,2.0,2.0
166,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Sunder Nagar,"Muncipal Council, NH21, Mandi",119.0,2.0,2.0,2.0
167,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Una,"DIC Building, Mehatpur, Una",15.0,2.0,2.0,2.0
168,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Una,"Regional Office, Una",36.0,2.0,2.0,2.0
169,India,2,Himachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Vashisht,"Behind pollution check barrier, Bhang",24.0,2.0,3.0,2.0
170,India,2,Himachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",Baddi,AHC barotiwala,111.0,2.0,2.0,2.0
171,India,2,Himachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",Baddi,Housing Board,52.0,2.0,2.0,2.0
172,India,2,Himachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",Baddi,Industry Department Office Building,122.0,2.0,2.0,2.0
173,India,2,Himachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",Damtal,Old Road,114.0,2.0,2.0,2.0
174,India,2,Himachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",Damtal,Regional Office,120.0,2.0,2.0,2.0
175,India,2,Himachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",Dharamshala,"Daari, Dharamshala",122.0,2.0,2.0,2.0
176,India,2,Himachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",Dharamshala,Kotwali Bazar Dharamshala,85.0,2.0,2.0,2.0
177,India,2,Himachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",Gulaba,Behind green tax barrier,19.0,2.0,3.0,2.0
178,India,2,Himachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",Kala Amb,Kala Amb Industrial Area,166.0,2.0,8.0,3.0
