ROWID,Country,State lgd code,State,Yearcode,Year,Monthcode,Month,Calendardaycode,Calendar day,City,Quality of air,Index value of air
9149,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Malda,Moderate,143
9150,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Medinipur,,
9151,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Purulia,,
9152,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Raigunj,,
9153,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Rampurhat,,
9154,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Ranaghat,,
9155,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Raniganj,,
9156,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Rishra,,
9157,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Sankrail,,
9158,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Suri,Satisfactory,79
9159,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Tamluk,,
9160,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Tribeni,,
9161,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201204,2020-12-04,Uluberia,Moderate,126
9162,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Amtala,,
9163,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Baharampur,,
9164,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Balurghat,Moderate,134
9165,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Bankura,,
9166,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Barasat,Satisfactory,87
9167,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Bardhaman,,
9168,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Barrckpore,Satisfactory,85
9169,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Baruipur,,
9170,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Bolpur,,
9171,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Chinsura,,
9172,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Coochbihar,,
9173,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Dankuni,,
9174,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Darjeeling,,
9175,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Ghatal,,
9176,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Jalpaiguri,Moderate,111
9177,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Kalyani,Satisfactory,78
9178,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Kharagpur,,
9179,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Krishnanagar,,
9180,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Malda,,
9181,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Medinipur,Moderate,133
9182,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Purulia,,
9183,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Raigunj,,
9184,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Rampurhat,,
9185,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Ranaghat,,
9186,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Raniganj,,
9187,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Rishra,Satisfactory,84
9188,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Sankrail,Moderate,163
9189,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Suri,,
9190,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Tamluk,Moderate,131
9191,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Tribeni,Satisfactory,78
9192,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201205,2020-12-05,Uluberia,,
9193,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Amtala,Moderate,129
9194,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Baharampur,,
9195,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Balurghat,,
9196,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Bankura,Satisfactory,81
9197,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Barasat,,
9198,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Bardhaman,Satisfactory,83
9199,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Barrckpore,,
9200,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Baruipur,,
9201,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Bolpur,,
9202,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Chinsura,Satisfactory,72
9203,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Coochbihar,,
9204,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Dankuni,Satisfactory,72
9205,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Darjeeling,,
9206,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Ghatal,,
9207,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Jalpaiguri,,
9208,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Kalyani,,
9209,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Kharagpur,,
9210,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Krishnanagar,,
9211,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Malda,,
9212,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Medinipur,,
9213,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Purulia,Satisfactory,81
9214,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Raigunj,Moderate,103
9215,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Rampurhat,Satisfactory,81
9216,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Ranaghat,,
9217,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Raniganj,Moderate,102
9218,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Rishra,,
9219,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Sankrail,Moderate,145
9220,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Suri,,
9221,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Tamluk,,
9222,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Tribeni,,
9223,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201206,2020-12-06,Uluberia,,
9224,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Amtala,,
9225,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Baharampur,,
9226,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Balurghat,,
9227,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Bankura,,
9228,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Barasat,Satisfactory,87
9229,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Bardhaman,,
9230,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Barrckpore,Satisfactory,87
9231,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Baruipur,Moderate,107
9232,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Bolpur,Satisfactory,77
9233,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Chinsura,,
9234,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Coochbihar,Moderate,104
9235,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Dankuni,,
9236,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Darjeeling,,
9237,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Ghatal,,
9238,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Jalpaiguri,,
9239,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Kalyani,,
9240,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Kharagpur,,
9241,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Krishnanagar,Satisfactory,71
9242,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Malda,Moderate,133
9243,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Medinipur,,
9244,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Purulia,,
9245,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Raigunj,,
9246,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Rampurhat,,
9247,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Ranaghat,Satisfactory,69
9248,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Raniganj,Moderate,104
9249,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Rishra,,
9250,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Sankrail,,
9251,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Suri,Satisfactory,79
9252,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Tamluk,,
9253,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Tribeni,,
9254,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201207,2020-12-07,Uluberia,Moderate,116
9255,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Amtala,,
9256,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Baharampur,Satisfactory,78
9257,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Balurghat,Moderate,123
9258,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Bankura,Satisfactory,81
9259,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Barasat,,
9260,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Bardhaman,Satisfactory,83
9261,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Barrckpore,Satisfactory,95
9262,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Baruipur,,
9263,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Bolpur,,
9264,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Chinsura,,
9265,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Coochbihar,,
9266,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Dankuni,Satisfactory,76
9267,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Darjeeling,Satisfactory,72
9268,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Ghatal,Moderate,122
9269,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Jalpaiguri,,
9270,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Kalyani,Satisfactory,70
9271,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Kharagpur,,
9272,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Krishnanagar,,
9273,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Malda,,
9274,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Medinipur,Moderate,123
9275,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Purulia,Satisfactory,82
9276,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Raigunj,,
9277,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Rampurhat,Satisfactory,82
9278,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Ranaghat,,
9279,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Raniganj,Moderate,107
9280,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Rishra,,
9281,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Sankrail,Moderate,137
9282,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Suri,,
9283,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Tamluk,,
9284,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Tribeni,Satisfactory,71
9285,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201208,2020-12-08,Uluberia,,
9286,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Amtala,Moderate,130
9287,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Baharampur,,
9288,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Balurghat,,
9289,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Bankura,,
9290,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Barasat,,
9291,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Bardhaman,,
9292,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Barrckpore,,
9293,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Baruipur,,
9294,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Bolpur,,
9295,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Chinsura,Satisfactory,69
9296,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Coochbihar,,
9297,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Dankuni,,
9298,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Darjeeling,,
9299,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Ghatal,,
9300,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Jalpaiguri,Moderate,112
9301,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Kalyani,,
9302,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Kharagpur,Moderate,132
9303,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Krishnanagar,,
9304,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Malda,,
9305,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Medinipur,,
9306,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Purulia,,
9307,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Raigunj,Moderate,107
9308,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Rampurhat,,
9309,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Ranaghat,,
9310,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Raniganj,,
9311,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Rishra,,
9312,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Sankrail,Moderate,158
9313,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Suri,,
9314,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Tamluk,Moderate,137
9315,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Tribeni,,
9316,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201209,2020-12-09,Uluberia,,
9317,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Amtala,,
9318,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Baharampur,,
9319,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Balurghat,,
9320,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Bankura,,
9321,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Barasat,,
9322,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Bardhaman,,
9323,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Barrckpore,Satisfactory,81
9324,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Baruipur,Moderate,133
9325,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Bolpur,Satisfactory,79
9326,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Chinsura,,
9327,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Coochbihar,Moderate,122
9328,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Dankuni,,
9329,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Darjeeling,,
9330,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Ghatal,,
9331,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Jalpaiguri,,
9332,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Kalyani,,
9333,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Kharagpur,,
9334,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Krishnanagar,Satisfactory,71
9335,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Malda,Moderate,139
9336,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Medinipur,,
9337,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Purulia,,
9338,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Raigunj,,
9339,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Rampurhat,,
9340,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Ranaghat,,
9341,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Raniganj,,
9342,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Rishra,Satisfactory,81
9343,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Sankrail,,
9344,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Suri,Satisfactory,81
9345,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Tamluk,,
9346,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Tribeni,,
9347,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201210,2020-12-10,Uluberia,Moderate,107
9348,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201211,2020-12-11,Amtala,,
9349,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201211,2020-12-11,Baharampur,,
9350,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201211,2020-12-11,Balurghat,Moderate,137
9351,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201211,2020-12-11,Bankura,,
9352,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201211,2020-12-11,Barasat,Satisfactory,83
9353,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201211,2020-12-11,Bardhaman,,
9354,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201211,2020-12-11,Barrckpore,Satisfactory,92
9355,India,19,West Bengal,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201211,2020-12-11,Baruipur,,
