ROWID,Country,State lgd code,State,Yearcode,Year,Monthcode,Month,Calendardaycode,Calendar day,City,Quality of air,Index value of air
4425,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Gangtok,,
4426,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Mangan,,
4427,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Namchi,,
4428,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Pelling,,
4429,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Rangpo,,
4430,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Ravangla,,
4431,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Singtam,,
4432,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Gangtok,,
4433,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Mangan,,
4434,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Namchi,,
4435,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Pelling,,
4436,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Rangpo,,
4437,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Ravangla,,
4438,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Singtam,,
4439,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Gangtok,,
4440,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Mangan,,
4441,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Namchi,,
4442,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Pelling,,
4443,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Rangpo,,
4444,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Ravangla,,
4445,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Singtam,,
4446,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Gangtok,,
4447,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Mangan,,
4448,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Namchi,,
4449,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Pelling,,
4450,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Rangpo,,
4451,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Ravangla,,
4452,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Singtam,,
4453,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Gangtok,Satisfactory,59
4454,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Mangan,Good,20
4455,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Namchi,Good,32
4456,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Pelling,Good,18
4457,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Rangpo,Satisfactory,66
4458,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Ravangla,Good,35
4459,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Singtam,Satisfactory,66
4460,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Gangtok,,
4461,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Mangan,,
4462,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Namchi,,
4463,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Pelling,,
4464,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Rangpo,,
4465,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Ravangla,,
4466,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Singtam,,
4467,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Gangtok,Satisfactory,67
4468,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Mangan,Good,23
4469,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Namchi,Good,34
4470,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Pelling,Good,15
4471,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Rangpo,Satisfactory,68
4472,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Ravangla,Good,37
4473,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Singtam,Satisfactory,68
4474,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Gangtok,,
4475,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Mangan,,
4476,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Namchi,,
4477,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Pelling,,
4478,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Rangpo,,
4479,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Ravangla,,
4480,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Singtam,,
4481,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Chungthang,,
4482,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Gangtok,,
4483,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Mangan,,
4484,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Namchi,,
4485,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Pelling,,
4486,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Rangpo,,
4487,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Singtam,,
4488,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Chungthang,,
4489,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Gangtok,,
4490,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Mangan,,
4491,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Namchi,,
4492,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Pelling,,
4493,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Rangpo,,
4494,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Singtam,,
4495,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Chungthang,Good,17
4496,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Gangtok,Good,17
4497,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Mangan,Good,41
4498,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Namchi,Good,34
4499,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Pelling,Good,32
4500,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Rangpo,Good,42
4501,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Singtam,Good,42
4502,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Chungthang,,
4503,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Gangtok,,
4504,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Mangan,,
4505,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Namchi,,
4506,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Pelling,,
4507,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Rangpo,,
4508,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Singtam,,
4509,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Chungthang,Good,17
4510,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Gangtok,Good,17
4511,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Mangan,Good,45
4512,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Namchi,Good,31
4513,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Pelling,Good,25
4514,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Rangpo,,
4515,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Singtam,,
4516,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Chungthang,,
4517,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Gangtok,,
4518,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Mangan,,
4519,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Namchi,,
4520,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Pelling,,
4521,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Rangpo,,
4522,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Singtam,,
4523,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Chungthang,,
4524,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Gangtok,,
4525,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Mangan,,
4526,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Namchi,,
4527,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Pelling,,
4528,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Rangpo,,
4529,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Singtam,,
4530,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Chungthang,,
4531,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Gangtok,,
4532,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Mangan,,
4533,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Namchi,,
4534,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Pelling,,
4535,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Rangpo,,
4536,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Singtam,,
4537,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Chungthang,,
4538,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Gangtok,,
4539,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Mangan,,
4540,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Namchi,,
4541,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Pelling,,
4542,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Rangpo,,
4543,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Singtam,,
4544,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Chungthang,,
4545,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Gangtok,,
4546,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Mangan,Good,46
4547,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Namchi,Good,46
4548,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Pelling,Good,23
4549,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Rangpo,,
4550,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Singtam,,
4551,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Chungthang,,
4552,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Gangtok,,
4553,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Mangan,,
4554,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Namchi,,
4555,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Pelling,,
4556,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Rangpo,,
4557,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Singtam,,
4558,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Chungthang,,
4559,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Gangtok,,
4560,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Mangan,Good,49
4561,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Namchi,Good,46
4562,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Pelling,Good,23
4563,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Rangpo,,
4564,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Singtam,,
4565,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201113,2020-11-13,Chungthang,,
4566,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201113,2020-11-13,Gangtok,,
4567,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201113,2020-11-13,Mangan,,
4568,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201113,2020-11-13,Namchi,,
4569,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201113,2020-11-13,Pelling,,
4570,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201113,2020-11-13,Rangpo,,
4571,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201113,2020-11-13,Singtam,,
4572,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201114,2020-11-14,Chungthang,,
4573,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201114,2020-11-14,Gangtok,,
4574,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201114,2020-11-14,Mangan,,
4575,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201114,2020-11-14,Namchi,,
4576,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201114,2020-11-14,Pelling,,
4577,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201114,2020-11-14,Rangpo,,
4578,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201114,2020-11-14,Singtam,,
4579,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201115,2020-11-15,Chungthang,,
4580,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201115,2020-11-15,Gangtok,,
4581,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201115,2020-11-15,Mangan,,
4582,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201115,2020-11-15,Namchi,,
4583,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201115,2020-11-15,Pelling,,
4584,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201115,2020-11-15,Rangpo,,
4585,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201115,2020-11-15,Singtam,,
4586,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201116,2020-11-16,Chungthang,,
4587,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201116,2020-11-16,Gangtok,,
4588,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201116,2020-11-16,Mangan,,
4589,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201116,2020-11-16,Namchi,Good,37
4590,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201116,2020-11-16,Pelling,Good,27
4591,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201116,2020-11-16,Rangpo,,
4592,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201116,2020-11-16,Singtam,,
4593,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201117,2020-11-17,Chungthang,,
4594,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201117,2020-11-17,Gangtok,,
4595,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201117,2020-11-17,Mangan,Good,47
4596,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201117,2020-11-17,Namchi,,
4597,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201117,2020-11-17,Pelling,,
4598,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201117,2020-11-17,Rangpo,,
4599,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201117,2020-11-17,Singtam,,
4600,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201118,2020-11-18,Chungthang,,
4601,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201118,2020-11-18,Gangtok,,
4602,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201118,2020-11-18,Mangan,,
4603,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201118,2020-11-18,Namchi,,
4604,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201118,2020-11-18,Pelling,,
4605,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201118,2020-11-18,Rangpo,,
4606,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201118,2020-11-18,Singtam,,
4607,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201119,2020-11-19,Chungthang,,
4608,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201119,2020-11-19,Gangtok,,
4609,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201119,2020-11-19,Mangan,Satisfactory,51
4610,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201119,2020-11-19,Namchi,Good,46
4611,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201119,2020-11-19,Pelling,Good,23
4612,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201119,2020-11-19,Rangpo,,
4613,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201119,2020-11-19,Singtam,,
4614,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201120,2020-11-20,Chungthang,,
4615,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201120,2020-11-20,Gangtok,,
4616,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201120,2020-11-20,Mangan,,
4617,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201120,2020-11-20,Namchi,,
4618,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201120,2020-11-20,Pelling,,
4619,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201120,2020-11-20,Rangpo,,
4620,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201120,2020-11-20,Singtam,,
4621,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201121,2020-11-21,Chungthang,,
4622,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201121,2020-11-21,Gangtok,,
4623,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201121,2020-11-21,Mangan,,
4624,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201121,2020-11-21,Namchi,Good,45
4625,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201121,2020-11-21,Pelling,,
4626,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201121,2020-11-21,Rangpo,,
4627,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201121,2020-11-21,Singtam,,
4628,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201122,2020-11-22,Chungthang,,
4629,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201122,2020-11-22,Gangtok,,
4630,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201122,2020-11-22,Mangan,,
4631,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201122,2020-11-22,Namchi,,
4632,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201122,2020-11-22,Pelling,,
4633,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201122,2020-11-22,Rangpo,,
4634,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201122,2020-11-22,Singtam,,
4635,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201123,2020-11-23,Chungthang,Good,16
4636,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201123,2020-11-23,Gangtok,Good,16
4637,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201123,2020-11-23,Mangan,Satisfactory,56
