srcStateName,srcYear,srcMonth,srcCalendarDay,City,Index Value of air,Quality of air,YearCode,Year,MonthCode,Month,DayCode,CalendarDay
Uttar Pradesh,2020,Jan - 2020,1-Jan-2020,Gorakhpur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttar Pradesh,2020,Jan - 2020,1-Jan-2020,Gajroula,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Andhra Pradesh,2020,Jan - 2020,1-Jan-2020,Kakinada,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttar Pradesh,2020,Jan - 2020,1-Jan-2020,Firozabad,271,Poor,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Himachal Pradesh,2020,Jan - 2020,1-Jan-2020,Vashisht,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttar Pradesh,2020,Jan - 2020,1-Jan-2020,Bareily,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttar Pradesh,2020,Jan - 2020,1-Jan-2020,Anpara,122,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Maharashtra,2020,Jan - 2020,1-Jan-2020,Akola,68,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Chattisgarh,2020,Jan - 2020,1-Jan-2020,Korba,46,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Sikkim,2020,Jan - 2020,1-Jan-2020,Ravangla,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Jharkhand,2020,Jan - 2020,1-Jan-2020,Barajamda,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Jharkhand,2020,Jan - 2020,1-Jan-2020,Dhanbad,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Jharkhand,2020,Jan - 2020,1-Jan-2020,Jamshedpur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Jharkhand,2020,Jan - 2020,1-Jan-2020,Jharia,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Jharkhand,2020,Jan - 2020,1-Jan-2020,Ranchi,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Jharkhand,2020,Jan - 2020,1-Jan-2020,Saraikela,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Barasat,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Jammu & Kashmir,2020,Jan - 2020,1-Jan-2020,Jammu,142,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Jammu & Kashmir,2020,Jan - 2020,1-Jan-2020,Pulwama,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Changal (Sangrur),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Bara Pind (Goraya),97,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Aspal Khurd (Tapa),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Pondicherry,2020,Jan - 2020,1-Jan-2020,Karaikal,23,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Odisha,2020,Jan - 2020,1-Jan-2020,Sambalpur,121,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Bardhaman,97,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Barrckpore,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Maharashtra,2020,Jan - 2020,1-Jan-2020,Kolhapur,65,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Chattisgarh,2020,Jan - 2020,1-Jan-2020,Raigarh,70,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Chattisgarh,2020,Jan - 2020,1-Jan-2020,Raipur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Dadara & Nagar Haveli and Daman & Diu,2020,Jan - 2020,1-Jan-2020,Daman,66,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Dadara & Nagar Haveli and Daman & Diu,2020,Jan - 2020,1-Jan-2020,Silvasa,97,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Madhya Pradesh,2020,Jan - 2020,1-Jan-2020,Nagda,37,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Rampurhat,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Raigunj,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Purulia,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Medinipur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Madhya Pradesh,2020,Jan - 2020,1-Jan-2020,Chindwara,73,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Andhra Pradesh,2020,Jan - 2020,1-Jan-2020,Anatapur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Goa,2020,Jan - 2020,1-Jan-2020,Mapusa,85,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Goa,2020,Jan - 2020,1-Jan-2020,Assanora,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Maharashtra,2020,Jan - 2020,1-Jan-2020,Latur,74,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Goa,2020,Jan - 2020,1-Jan-2020,Bicholim,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Goa,2020,Jan - 2020,1-Jan-2020,Codli,45,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Goa,2020,Jan - 2020,1-Jan-2020,Cuncolim,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Maharashtra,2020,Jan - 2020,1-Jan-2020,Pimpri-Chinchwad,149,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Naudhrani (Malerkotla),135,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Poohli (Bhatinda),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Fatehpur (Samana),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Bankura,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Andhra Pradesh,2020,Jan - 2020,1-Jan-2020,Guntur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Goa,2020,Jan - 2020,1-Jan-2020,Amona,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Gujarat,2020,Jan - 2020,1-Jan-2020,Surat,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Gujarat,2020,Jan - 2020,1-Jan-2020,Vadodara,103,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Himachal Pradesh,2020,Jan - 2020,1-Jan-2020,Baddi,107,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Himachal Pradesh,2020,Jan - 2020,1-Jan-2020,Damtal,103,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Himachal Pradesh,2020,Jan - 2020,1-Jan-2020,Dharamshala,45,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Raniganj,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Goa,2020,Jan - 2020,1-Jan-2020,Kundaim,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Meghalaya,2020,Jan - 2020,1-Jan-2020,Khlihriat,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Maharashtra,2020,Jan - 2020,1-Jan-2020,Badlapur,99,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttarakhand,2020,Jan - 2020,1-Jan-2020,Haridwar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttarakhand,2020,Jan - 2020,1-Jan-2020,Kashipur,87,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Telangana,2020,Jan - 2020,1-Jan-2020,Nizamabad,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Telangana,2020,Jan - 2020,1-Jan-2020,Patencheru,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Telangana,2020,Jan - 2020,1-Jan-2020,Ramagundum,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,Nagaon,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Sikkim,2020,Jan - 2020,1-Jan-2020,Gangtok,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,Tinsukia,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Balurghat,151,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Tripura,2020,Jan - 2020,1-Jan-2020,Agartala,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Telangana,2020,Jan - 2020,1-Jan-2020,Warangal,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Telangana,2020,Jan - 2020,1-Jan-2020,Sangareddy,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Ranaghat,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,Magherita,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,Golaghat,53,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,Dibrugarh,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,Daranga,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,Bongaigaon,45,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Mureedke (Batala),59,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Baharampur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,Tezpur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,Sivasagar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,Silcher,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,North Lakhimpur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Bihar,2020,Jan - 2020,1-Jan-2020,Begusarai,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Malda,137,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Krishnanagar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Kharagpur,151,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Kalyani,114,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Jalpaiguri,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Ghatal,97,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Mrar Kalan (Muktsar),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Lakho ke Behram,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Kharaori (Sirhind),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Jaito Sarja (Batala),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Meghalaya,2020,Jan - 2020,1-Jan-2020,Nongstoin,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Meghalaya,2020,Jan - 2020,1-Jan-2020,Tura,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Meghalaya,2020,Jan - 2020,1-Jan-2020,Umaim,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Mizoram,2020,Jan - 2020,1-Jan-2020,Champhai,21,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Mizoram,2020,Jan - 2020,1-Jan-2020,Kolasib,17,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Nagaland,2020,Jan - 2020,1-Jan-2020,Dimapur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Bihar,2020,Jan - 2020,1-Jan-2020,Darbhanga,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Bihar,2020,Jan - 2020,1-Jan-2020,Rajgir,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Bihar,2020,Jan - 2020,1-Jan-2020,Sasaram,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Chattisgarh,2020,Jan - 2020,1-Jan-2020,Bilaspur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Chattisgarh,2020,Jan - 2020,1-Jan-2020,Durg-Bhillainagar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Arunachal Pradesh,2020,Jan - 2020,1-Jan-2020,Itanagar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Andhra Pradesh,2020,Jan - 2020,1-Jan-2020,Vizianagaram,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Andhra Pradesh,2020,Jan - 2020,1-Jan-2020,Srikakulam,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Andhra Pradesh,2020,Jan - 2020,1-Jan-2020,Ongole,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Kerala,2020,Jan - 2020,1-Jan-2020,Alappuzha,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Karnataka,2020,Jan - 2020,1-Jan-2020,Tumkuru,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Assam,2020,Jan - 2020,1-Jan-2020,Nalbari,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Sikkim,2020,Jan - 2020,1-Jan-2020,Mangan,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Sikkim,2020,Jan - 2020,1-Jan-2020,Namchi,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Sikkim,2020,Jan - 2020,1-Jan-2020,Pelling,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Sikkim,2020,Jan - 2020,1-Jan-2020,Rangpo,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Andhra Pradesh,2020,Jan - 2020,1-Jan-2020,Kadapa,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Baruipur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Bolpur,86,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Karnataka,2020,Jan - 2020,1-Jan-2020,Mandya,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Andhra Pradesh,2020,Jan - 2020,1-Jan-2020,Eluru,64,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Karnataka,2020,Jan - 2020,1-Jan-2020,Chitradurga,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Karnataka,2020,Jan - 2020,1-Jan-2020,Belgaum,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Chinsura,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Coochbihar,127,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Dankuni,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Darjeeling,58,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Madhya Pradesh,2020,Jan - 2020,1-Jan-2020,Amlai,42,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Kerala,2020,Jan - 2020,1-Jan-2020,Wayanad,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Jharkhand,2020,Jan - 2020,1-Jan-2020,Sindri,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Andhra Pradesh,2020,Jan - 2020,1-Jan-2020,Nellore,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttarakhand,2020,Jan - 2020,1-Jan-2020,Rishikesh,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttarakhand,2020,Jan - 2020,1-Jan-2020,Rudrapur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Tamilnadu,2020,Jan - 2020,1-Jan-2020,Trichy,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Telangana,2020,Jan - 2020,1-Jan-2020,Adilabad,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Telangana,2020,Jan - 2020,1-Jan-2020,Karimnagar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Telangana,2020,Jan - 2020,1-Jan-2020,Khammam,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Uluberia,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Tribeni,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Tamluk,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Suri,94,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Sankrail,182,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
West Bengal,2020,Jan - 2020,1-Jan-2020,Rishra,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttar Pradesh,2020,Jan - 2020,1-Jan-2020,Khurja,348,VeryPoor,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttar Pradesh,2020,Jan - 2020,1-Jan-2020,Mathura,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttar Pradesh,2020,Jan - 2020,1-Jan-2020,Raibareli,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttar Pradesh,2020,Jan - 2020,1-Jan-2020,Saharanpur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttar Pradesh,2020,Jan - 2020,1-Jan-2020,Unnao,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttarakhand,2020,Jan - 2020,1-Jan-2020,Dehradun,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Maharashtra,2020,Jan - 2020,1-Jan-2020,Sangli,191,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Andhra Pradesh,2020,Jan - 2020,1-Jan-2020,Kurnool,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Maharashtra,2020,Jan - 2020,1-Jan-2020,Ulhas Nagar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Manipur,2020,Jan - 2020,1-Jan-2020,Imphal,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Dera Bassi,104,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Himachal Pradesh,2020,Jan - 2020,1-Jan-2020,Shimla,53,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Himachal Pradesh,2020,Jan - 2020,1-Jan-2020,Sunder Nagar,71,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Meghalaya,2020,Jan - 2020,1-Jan-2020,Byrnihat,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Odisha,2020,Jan - 2020,1-Jan-2020,Jharsuguda,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Odisha,2020,Jan - 2020,1-Jan-2020,Cuttack,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Odisha,2020,Jan - 2020,1-Jan-2020,Bhubaneshwar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Odisha,2020,Jan - 2020,1-Jan-2020,Berhampur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Odisha,2020,Jan - 2020,1-Jan-2020,Balasore,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Odisha,2020,Jan - 2020,1-Jan-2020,Angul,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Telangana,2020,Jan - 2020,1-Jan-2020,Kothur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Punjab,2020,Jan - 2020,1-Jan-2020,Rakhra (Patiala),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Rajasthan,2020,Jan - 2020,1-Jan-2020,Bharatpur,191,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Uttarakhand,2020,Jan - 2020,1-Jan-2020,Haldwani,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Meghalaya,2020,Jan - 2020,1-Jan-2020,Dawki,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Gujarat,2020,Jan - 2020,1-Jan-2020,Rajkot,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Himachal Pradesh,2020,Jan - 2020,1-Jan-2020,Poanta Sahib,100,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
Himachal Pradesh,2020,Jan - 2020,1-Jan-2020,Parwanoo,48,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01
