srcStateName,srcYear,srcMonth,srcCalendarDay,City,Index Value of air,Quality of air,YearCode,Year,MonthCode,Month,DayCode,CalendarDay
Tamilnadu,2020,Jan - 2020,22-Jan-2020,Madurai,67,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
West Bengal,2020,Jan - 2020,22-Jan-2020,Barrckpore,113,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
West Bengal,2020,Jan - 2020,22-Jan-2020,Bardhaman,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
West Bengal,2020,Jan - 2020,22-Jan-2020,Barasat,107,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
West Bengal,2020,Jan - 2020,22-Jan-2020,Bankura,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
West Bengal,2020,Jan - 2020,22-Jan-2020,Balurghat,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
Sikkim,2020,Jan - 2020,22-Jan-2020,Namchi,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
West Bengal,2020,Jan - 2020,22-Jan-2020,Baharampur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
Maharashtra,2020,Jan - 2020,22-Jan-2020,Pimpri-Chinchwad,131,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
Maharashtra,2020,Jan - 2020,22-Jan-2020,Latur,94,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
Maharashtra,2020,Jan - 2020,22-Jan-2020,Kolhapur,65,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
Maharashtra,2020,Jan - 2020,22-Jan-2020,Jalna,90,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
Tamilnadu,2020,Jan - 2020,22-Jan-2020,Mettur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
Tamilnadu,2020,Jan - 2020,22-Jan-2020,Salem,67,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
Chattisgarh,2020,Jan - 2020,22-Jan-2020,Raipur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
Dadara & Nagar Haveli and Daman & Diu,2020,Jan - 2020,22-Jan-2020,Daman,65,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
Dadara & Nagar Haveli and Daman & Diu,2020,Jan - 2020,22-Jan-2020,Silvasa,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
Goa,2020,Jan - 2020,22-Jan-2020,Amona,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
West Bengal,2020,Jan - 2020,22-Jan-2020,Raigunj,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
West Bengal,2020,Jan - 2020,22-Jan-2020,Kharagpur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22
West Bengal,2020,Jan - 2020,23-Jan-2020,Balurghat,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Bihar,2020,Jan - 2020,23-Jan-2020,Begusarai,240,Poor,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Bihar,2020,Jan - 2020,23-Jan-2020,Darbhanga,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Bihar,2020,Jan - 2020,23-Jan-2020,Rajgir,52,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Bihar,2020,Jan - 2020,23-Jan-2020,Sasaram,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Chattisgarh,2020,Jan - 2020,23-Jan-2020,Bilaspur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Chattisgarh,2020,Jan - 2020,23-Jan-2020,Durg-Bhillainagar,55,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Andhra Pradesh,2020,Jan - 2020,23-Jan-2020,Chittor,68,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Andhra Pradesh,2020,Jan - 2020,23-Jan-2020,Anatapur,63,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Uttar Pradesh,2020,Jan - 2020,23-Jan-2020,Gorakhpur,211,Poor,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Jalpaiguri,121,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Kalyani,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Kharagpur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Krishnanagar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Malda,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Uttar Pradesh,2020,Jan - 2020,23-Jan-2020,Gajroula,185,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Andhra Pradesh,2020,Jan - 2020,23-Jan-2020,Kurnool,58,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Andhra Pradesh,2020,Jan - 2020,23-Jan-2020,Nellore,64,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Andhra Pradesh,2020,Jan - 2020,23-Jan-2020,Ongole,58,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Andhra Pradesh,2020,Jan - 2020,23-Jan-2020,Srikakulam,84,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Sikkim,2020,Jan - 2020,23-Jan-2020,Gangtok,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Sikkim,2020,Jan - 2020,23-Jan-2020,Mangan,41,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Sikkim,2020,Jan - 2020,23-Jan-2020,Namchi,27,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Sikkim,2020,Jan - 2020,23-Jan-2020,Pelling,15,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Sikkim,2020,Jan - 2020,23-Jan-2020,Rangpo,70,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Mapusa,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Margao,58,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Marmagao,58,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Panaji,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Ponda,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Sanguem,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Andhra Pradesh,2020,Jan - 2020,23-Jan-2020,Vizianagaram,66,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Arunachal Pradesh,2020,Jan - 2020,23-Jan-2020,Itanagar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Telangana,2020,Jan - 2020,23-Jan-2020,Kothur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Chattisgarh,2020,Jan - 2020,23-Jan-2020,Korba,56,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Chattisgarh,2020,Jan - 2020,23-Jan-2020,Raigarh,80,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Chattisgarh,2020,Jan - 2020,23-Jan-2020,Raipur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Dadara & Nagar Haveli and Daman & Diu,2020,Jan - 2020,23-Jan-2020,Daman,67,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Dadara & Nagar Haveli and Daman & Diu,2020,Jan - 2020,23-Jan-2020,Silvasa,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Amona,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Uttarakhand,2020,Jan - 2020,23-Jan-2020,Dehradun,119,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Uttar Pradesh,2020,Jan - 2020,23-Jan-2020,Unnao,64,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Uttar Pradesh,2020,Jan - 2020,23-Jan-2020,Saharanpur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Uttar Pradesh,2020,Jan - 2020,23-Jan-2020,Raibareli,133,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Uttar Pradesh,2020,Jan - 2020,23-Jan-2020,Mathura,132,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Uttar Pradesh,2020,Jan - 2020,23-Jan-2020,Khurja,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Telangana,2020,Jan - 2020,23-Jan-2020,Nalgonda,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Tripura,2020,Jan - 2020,23-Jan-2020,Agartala,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Uttar Pradesh,2020,Jan - 2020,23-Jan-2020,Firozabad,240,Poor,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Uttar Pradesh,2020,Jan - 2020,23-Jan-2020,Bareily,125,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Uttar Pradesh,2020,Jan - 2020,23-Jan-2020,Anpara,149,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Meghalaya,2020,Jan - 2020,23-Jan-2020,Nongstoin,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Meghalaya,2020,Jan - 2020,23-Jan-2020,Tura,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Meghalaya,2020,Jan - 2020,23-Jan-2020,Umaim,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Kerala,2020,Jan - 2020,23-Jan-2020,Alappuzha,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Karnataka,2020,Jan - 2020,23-Jan-2020,Tumkuru,62,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Karnataka,2020,Jan - 2020,23-Jan-2020,Mandya,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Karnataka,2020,Jan - 2020,23-Jan-2020,Chitradurga,54,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Karnataka,2020,Jan - 2020,23-Jan-2020,Belgaum,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Jharkhand,2020,Jan - 2020,23-Jan-2020,Sindri,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Gujarat,2020,Jan - 2020,23-Jan-2020,Rajkot,105,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Rourkela,112,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Rayagada,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Puri,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Mizoram,2020,Jan - 2020,23-Jan-2020,Champhai,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Mizoram,2020,Jan - 2020,23-Jan-2020,Kolasib,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Nagaland,2020,Jan - 2020,23-Jan-2020,Dimapur,94,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Baruipur,153,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Uluberia,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Bolpur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Chinsura,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Telangana,2020,Jan - 2020,23-Jan-2020,Nizamabad,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Telangana,2020,Jan - 2020,23-Jan-2020,Patencheru,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Telangana,2020,Jan - 2020,23-Jan-2020,Ramagundum,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Telangana,2020,Jan - 2020,23-Jan-2020,Sangareddy,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Telangana,2020,Jan - 2020,23-Jan-2020,Warangal,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Paradeep,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Konark,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Kalinga Nagar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Jharsuguda,110,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Cuttack,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Gujarat,2020,Jan - 2020,23-Jan-2020,Jamnagar,101,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Bhubaneshwar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Jharkhand,2020,Jan - 2020,23-Jan-2020,Saraikela,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Jharkhand,2020,Jan - 2020,23-Jan-2020,Ranchi,106,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Jharkhand,2020,Jan - 2020,23-Jan-2020,Jharia,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Jharkhand,2020,Jan - 2020,23-Jan-2020,Jamshedpur,137,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Jharkhand,2020,Jan - 2020,23-Jan-2020,Dhanbad,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Jharkhand,2020,Jan - 2020,23-Jan-2020,Barajamda,84,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Maharashtra,2020,Jan - 2020,23-Jan-2020,Pimpri-Chinchwad,122,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Maharashtra,2020,Jan - 2020,23-Jan-2020,Latur,94,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Assanora,59,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Gujarat,2020,Jan - 2020,23-Jan-2020,Surat,108,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Gujarat,2020,Jan - 2020,23-Jan-2020,Vadodara,50,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Himachal Pradesh,2020,Jan - 2020,23-Jan-2020,Baddi,117,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Maharashtra,2020,Jan - 2020,23-Jan-2020,Kolhapur,131,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Punjab,2020,Jan - 2020,23-Jan-2020,Fatehpur (Samana),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Punjab,2020,Jan - 2020,23-Jan-2020,Jaito Sarja (Batala),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Sikkim,2020,Jan - 2020,23-Jan-2020,Ravangla,35,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Sikkim,2020,Jan - 2020,23-Jan-2020,Singtam,70,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Tamilnadu,2020,Jan - 2020,23-Jan-2020,Cuddalore,50,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Tamilnadu,2020,Jan - 2020,23-Jan-2020,Madurai,57,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Tamilnadu,2020,Jan - 2020,23-Jan-2020,Mettur,54,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Tamilnadu,2020,Jan - 2020,23-Jan-2020,Salem,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Himachal Pradesh,2020,Jan - 2020,23-Jan-2020,Kala Amb,117,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Ghatal,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Coochbihar,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Andhra Pradesh,2020,Jan - 2020,23-Jan-2020,Kakinada,92,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Andhra Pradesh,2020,Jan - 2020,23-Jan-2020,Kadapa,49,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Andhra Pradesh,2020,Jan - 2020,23-Jan-2020,Guntur,64,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Andhra Pradesh,2020,Jan - 2020,23-Jan-2020,Eluru,69,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Dankuni,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Darjeeling,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Sambalpur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Himachal Pradesh,2020,Jan - 2020,23-Jan-2020,Damtal,54,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Himachal Pradesh,2020,Jan - 2020,23-Jan-2020,Dharamshala,37,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Punjab,2020,Jan - 2020,23-Jan-2020,Kharaori (Sirhind),97,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Punjab,2020,Jan - 2020,23-Jan-2020,Lakho ke Behram,83,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Punjab,2020,Jan - 2020,23-Jan-2020,Mrar Kalan (Muktsar),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Jammu & Kashmir,2020,Jan - 2020,23-Jan-2020,Pulwama,127,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Jammu & Kashmir,2020,Jan - 2020,23-Jan-2020,Jammu,147,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Himachal Pradesh,2020,Jan - 2020,23-Jan-2020,Vashisht,46,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Himachal Pradesh,2020,Jan - 2020,23-Jan-2020,Una,63,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Bicholim,65,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Codli,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Cuncolim,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Honda,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Goa,2020,Jan - 2020,23-Jan-2020,Kundaim,73,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Tribeni,115,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Berhampur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Balasore,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Odisha,2020,Jan - 2020,23-Jan-2020,Angul,120,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Maharashtra,2020,Jan - 2020,23-Jan-2020,Badlapur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Maharashtra,2020,Jan - 2020,23-Jan-2020,Amravati,71,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Maharashtra,2020,Jan - 2020,23-Jan-2020,Ambernath,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Maharashtra,2020,Jan - 2020,23-Jan-2020,Akola,69,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Madhya Pradesh,2020,Jan - 2020,23-Jan-2020,Nagda,35,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Madhya Pradesh,2020,Jan - 2020,23-Jan-2020,Chindwara,62,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Tamluk,144,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Suri,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Sankrail,123,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Rishra,105,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Assam,2020,Jan - 2020,23-Jan-2020,Nalbari,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Assam,2020,Jan - 2020,23-Jan-2020,North Lakhimpur,,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Assam,2020,Jan - 2020,23-Jan-2020,Silcher,33,Good,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Punjab,2020,Jan - 2020,23-Jan-2020,Mureedke (Batala),,,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Maharashtra,2020,Jan - 2020,23-Jan-2020,Jalna,98,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
West Bengal,2020,Jan - 2020,23-Jan-2020,Raniganj,161,Moderate,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
Himachal Pradesh,2020,Jan - 2020,23-Jan-2020,Sunder Nagar,57,Satisfactory,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23
