Rowid,Country,State lgd code,State,District lgd code,District,Block lgd code,Block,Yearcode,Year,Maintenance cost maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of habitations connected
691,India,1,Jammu And Kashmir,620,Kishtwar,6901,Palmar,2018,"Calendar Year (Jan - Dec), 2018",112.824738893219,17.5114816451282,1182.43678877631,1.76617303195635229928
692,India,1,Jammu And Kashmir,620,Kishtwar,6902,Trigam,2012,"Calendar Year (Jan - Dec), 2012",20.7691504286828,12.6793908259341,346.09035268901,0.86060015588464536246
693,India,1,Jammu And Kashmir,620,Kishtwar,6902,Trigam,2016,"Calendar Year (Jan - Dec), 2016",5.23675194855807,11.3723145116158,674.47672583788,0.86060015588464536246
694,India,1,Jammu And Kashmir,620,Kishtwar,6902,Trigam,2017,"Calendar Year (Jan - Dec), 2017",31.152291309431,11.0495663815012,607.775910756041,1.14746687451286048328
695,India,1,Jammu And Kashmir,620,Kishtwar,6902,Trigam,2018,"Calendar Year (Jan - Dec), 2018",100.78918725643,22.802530681126,1056.30063133281,1.57776695245518316451
696,India,1,Jammu And Kashmir,620,Kishtwar,6903,Thakraie,2012,"Calendar Year (Jan - Dec), 2012",36.1209976617303,23.5154289622806,601.908530787218,1.49672642244738893220
697,India,1,Jammu And Kashmir,620,Kishtwar,6903,Thakraie,2016,"Calendar Year (Jan - Dec), 2016",9.10758028059236,21.0913014438857,1173.02690452065,1.49672642244738893220
698,India,1,Jammu And Kashmir,620,Kishtwar,6903,Thakraie,2017,"Calendar Year (Jan - Dec), 2017",54.1790019485581,20.4927268884822,1057.02312314887,1.99563522992985190960
699,India,1,Jammu And Kashmir,620,Kishtwar,6903,Thakraie,2018,"Calendar Year (Jan - Dec), 2018",175.289114964926,42.2899883561826,1837.08201091193,2.74399844115354637570
700,India,1,Jammu And Kashmir,620,Kishtwar,6904,Bunjwah,2011,"Calendar Year (Jan - Dec), 2011",32.17,31,1923.06,2
701,India,1,Jammu And Kashmir,620,Kishtwar,6904,Bunjwah,2012,"Calendar Year (Jan - Dec), 2012",1.84494943733959,0.459527793198087,30.7851959988593,0.34876170838177550618
702,India,1,Jammu And Kashmir,620,Kishtwar,6904,Bunjwah,2017,"Calendar Year (Jan - Dec), 2017",25.6828122052339,3.36536530900952,300.737221137605,0.34876170838177550618
703,India,1,Jammu And Kashmir,620,Kishtwar,6904,Bunjwah,2018,"Calendar Year (Jan - Dec), 2018",90.46,13,1130.87,1
704,India,1,Jammu And Kashmir,620,Kishtwar,6905,Mughalmaidan,2011,"Calendar Year (Jan - Dec), 2011",0,6.09248008432638,359.332692713833,1.14302475654112401736
705,India,1,Jammu And Kashmir,620,Kishtwar,6905,Mughalmaidan,2012,"Calendar Year (Jan - Dec), 2012",4.15326578332034,1.97651198216386,69.2086671862822,0.17209664848012470774
706,India,1,Jammu And Kashmir,620,Kishtwar,6905,Mughalmaidan,2016,"Calendar Year (Jan - Dec), 2016",151.246376239288,33.946105528373,2012.35804846599,7.03024518772686881190
707,India,1,Jammu And Kashmir,620,Kishtwar,6905,Mughalmaidan,2017,"Calendar Year (Jan - Dec), 2017",110.884958556138,25.6977783666154,1537.42058004397,3.65853646759687166240
708,India,1,Jammu And Kashmir,620,Kishtwar,6905,Mughalmaidan,2018,"Calendar Year (Jan - Dec), 2018",20.1550989867498,3.55454577697224,317.818484891965,0.88702290048412397287
709,India,1,Jammu And Kashmir,621,Ramban,38,Banihal,2011,"Calendar Year (Jan - Dec), 2011",10.374055429052,2.69532797250507,172.809016349724,0.86163251071860832461
710,India,1,Jammu And Kashmir,621,Ramban,38,Banihal,2012,"Calendar Year (Jan - Dec), 2012",33.7156801444191,8.08598391751522,561.775780663425,1.72326502143721664922
711,India,1,Jammu And Kashmir,621,Ramban,38,Banihal,2017,"Calendar Year (Jan - Dec), 2017",153.551529735163,23.0787457645747,2072.82071471065,1.72326502143721664922
712,India,1,Jammu And Kashmir,621,Ramban,38,Banihal,2018,"Calendar Year (Jan - Dec), 2018",56.4196968018545,5.7949551408859,688.513306665026,1.72326502143721664922
713,India,1,Jammu And Kashmir,621,Ramban,52,Ramban,2011,"Calendar Year (Jan - Dec), 2011",28.5137346608011,21.2650717191994,1690.61379519069,5.94261237720371779184
714,India,1,Jammu And Kashmir,621,Ramban,52,Ramban,2012,"Calendar Year (Jan - Dec), 2012",40.3017166672179,14.4932333691371,671.634050871564,0.54023748883670161744
715,India,1,Jammu And Kashmir,621,Ramban,52,Ramban,2016,"Calendar Year (Jan - Dec), 2016",136.858363047002,24.988333395064,1710.87270102206,2.70118744418350808720
716,India,1,Jammu And Kashmir,621,Ramban,52,Ramban,2017,"Calendar Year (Jan - Dec), 2017",173.194736546158,34.17154591775,2511.13189561076,3.78166242185691132208
717,India,1,Jammu And Kashmir,621,Ramban,52,Ramban,2018,"Calendar Year (Jan - Dec), 2018",22.2577845400721,3.42340167512376,278.243916250455,0.54023748883670161744
718,India,1,Jammu And Kashmir,621,Ramban,53,Ramsoo,2011,"Calendar Year (Jan - Dec), 2011",0,2.01931143417508,340.069553924199,0.98098873225696307496
719,India,1,Jammu And Kashmir,621,Ramban,53,Ramsoo,2012,"Calendar Year (Jan - Dec), 2012",8.05718745427052,1.96240178248307,134.316977220623,0.65399248817130871664
720,India,1,Jammu And Kashmir,621,Ramban,53,Ramsoo,2016,"Calendar Year (Jan - Dec), 2016",23.5306497244037,3.1180383877231,294.142931442369,0.65399248817130871664
721,India,1,Jammu And Kashmir,621,Ramban,53,Ramsoo,2017,"Calendar Year (Jan - Dec), 2017",58.4571185551924,8.07637355813033,788.626651748695,1.30798497634261743328
722,India,1,Jammu And Kashmir,621,Ramban,127,Gool,2011,"Calendar Year (Jan - Dec), 2011",65.8949227457546,18.4778115938362,878.072145419756,3.03104520449653193019
723,India,1,Jammu And Kashmir,621,Ramban,127,Gool,2016,"Calendar Year (Jan - Dec), 2016",65.4878966754365,12.6184580361708,887.27786271227,2.59803874671131308302
724,India,1,Jammu And Kashmir,621,Ramban,127,Gool,2017,"Calendar Year (Jan - Dec), 2017",72.151866060751,17.2049932180137,1430.42817316431,3.89705812006696962453
725,India,1,Jammu And Kashmir,621,Ramban,127,Gool,2018,"Calendar Year (Jan - Dec), 2018",50.2460693613968,8.42693545372101,611.136654388902,1.29901937335565654151
726,India,1,Jammu And Kashmir,621,Ramban,6946,Batote,2011,"Calendar Year (Jan - Dec), 2011",12.4787960175967,9.37444342440767,739.882900142229,2.60073429696027519594
727,India,1,Jammu And Kashmir,621,Ramban,6946,Batote,2012,"Calendar Year (Jan - Dec), 2012",17.6377071412033,6.3891623809124,293.93499024245,0.23643039063275229054
771,India,1,Jammu And Kashmir,622,Kulgam,6890,Manzgam,2011,"Calendar Year (Jan - Dec), 2011",10.39,1.5,119.66,1
728,India,1,Jammu And Kashmir,621,Ramban,6946,Batote,2016,"Calendar Year (Jan - Dec), 2016",59.8949108589951,11.0157972084696,748.749039790957,1.18215195316376145270
729,India,1,Jammu And Kashmir,621,Ramban,6946,Batote,2017,"Calendar Year (Jan - Dec), 2017",75.7972189329541,15.0641026825822,1098.97574173916,1.65501273442926603378
730,India,1,Jammu And Kashmir,621,Ramban,6946,Batote,2018,"Calendar Year (Jan - Dec), 2018",9.74093209406939,1.50916421756034,121.771108391493,0.23643039063275229054
731,India,1,Jammu And Kashmir,621,Ramban,6947,Rajgarh,2011,"Calendar Year (Jan - Dec), 2011",5.00513544802037,3.62673517296439,296.760530876856,1.04313167730625475479
732,India,1,Jammu And Kashmir,621,Ramban,6947,Rajgarh,2012,"Calendar Year (Jan - Dec), 2012",7.07432937518606,2.47180540578066,117.894742169153,0.09483015248238679589
733,India,1,Jammu And Kashmir,621,Ramban,6947,Rajgarh,2016,"Calendar Year (Jan - Dec), 2016",24.023322528363,4.26173345824253,300.316661594946,0.47415076241193397945
734,India,1,Jammu And Kashmir,621,Ramban,6947,Rajgarh,2017,"Calendar Year (Jan - Dec), 2017",30.4015985843284,5.82792050414665,440.78951476863,0.66381106737670757123
735,India,1,Jammu And Kashmir,621,Ramban,6947,Rajgarh,2018,"Calendar Year (Jan - Dec), 2018",3.90700228227434,0.583857483779226,48.8413217345285,0.09483015248238679589
736,India,1,Jammu And Kashmir,621,Ramban,6948,Ukhral,2011,"Calendar Year (Jan - Dec), 2011",0,2.93605896002913,365.370272181845,1.05397297692795473391
737,India,1,Jammu And Kashmir,621,Ramban,6948,Ukhral,2012,"Calendar Year (Jan - Dec), 2012",8.65663138383493,2.85331288632568,144.309980000976,0.70264865128530315594
738,India,1,Jammu And Kashmir,621,Ramban,6948,Ukhral,2016,"Calendar Year (Jan - Dec), 2016",25.2812984732452,4.53359714160636,316.026770645334,0.70264865128530315594
739,India,1,Jammu And Kashmir,621,Ramban,6948,Ukhral,2017,"Calendar Year (Jan - Dec), 2017",62.8062496951368,11.7429677010559,847.299415882152,1.40529730257060631188
740,India,1,Jammu And Kashmir,621,Ramban,6949,Sangaldan,2011,"Calendar Year (Jan - Dec), 2011",55.6270495096867,12.9371263091288,823.416354278446,2.79576695093807792390
741,India,1,Jammu And Kashmir,621,Ramban,6949,Sangaldan,2012,"Calendar Year (Jan - Dec), 2012",1.94676552363299,1.68525044926651,32.4534661723818,0.15801668211306765524
742,India,1,Jammu And Kashmir,621,Ramban,6949,Sangaldan,2016,"Calendar Year (Jan - Dec), 2016",60.9688872446717,10.3281829206984,820.09089754625,2.35122404877176174756
743,India,1,Jammu And Kashmir,621,Ramban,6949,Sangaldan,2017,"Calendar Year (Jan - Dec), 2017",75.0333450483996,17.367042110166,1398.08289831122,3.60584441421417644896
744,India,1,Jammu And Kashmir,621,Ramban,6949,Sangaldan,2018,"Calendar Year (Jan - Dec), 2018",42.4166304711791,5.10920829119251,515.908168859125,1.09660368332934704616
745,India,1,Jammu And Kashmir,621,Ramban,6950,Gundi Dharam,2011,"Calendar Year (Jan - Dec), 2011",30.6580277445587,12.4191848093303,408.528594833772,1.41021286773499162877
746,India,1,Jammu And Kashmir,621,Ramban,6950,Gundi Dharam,2016,"Calendar Year (Jan - Dec), 2016",30.46865630232,8.48103475696546,412.811612772064,1.20875388662999282466
747,India,1,Jammu And Kashmir,621,Ramban,6950,Gundi Dharam,2017,"Calendar Year (Jan - Dec), 2017",33.569110021526,11.5637065208016,665.515714900742,1.81313082994498923699
748,India,1,Jammu And Kashmir,621,Ramban,6950,Gundi Dharam,2018,"Calendar Year (Jan - Dec), 2018",23.3773001674241,5.6638562550865,284.335176751973,0.60437694331499641233
749,India,1,Jammu And Kashmir,621,Ramban,6951,Gandhri,2011,"Calendar Year (Jan - Dec), 2011",6.78233387358185,8.2837496834285,402.132773790229,1.41352164852975225743
750,India,1,Jammu And Kashmir,621,Ramban,6951,Gandhri,2012,"Calendar Year (Jan - Dec), 2012",9.58624681639268,5.64579884416983,159.756216716833,0.12850196804815929613
751,India,1,Jammu And Kashmir,621,Ramban,6951,Gandhri,2016,"Calendar Year (Jan - Dec), 2016",32.5534035656402,9.73413593822385,406.951597592035,0.64250984024079648065
752,India,1,Jammu And Kashmir,621,Ramban,6951,Gandhri,2017,"Calendar Year (Jan - Dec), 2017",41.1964459365594,13.3114308955211,597.302847881454,0.89951377633711507291
753,India,1,Jammu And Kashmir,621,Ramban,6951,Gandhri,2018,"Calendar Year (Jan - Dec), 2018",5.29428108358416,1.33357662353667,66.183653623524,0.12850196804815929613
754,India,1,Jammu And Kashmir,621,Ramban,6952,Khari,2011,"Calendar Year (Jan - Dec), 2011",1.66594457094796,3.87617892099548,280.124063012258,0.86638075692687238366
755,India,1,Jammu And Kashmir,621,Ramban,6952,Khari,2012,"Calendar Year (Jan - Dec), 2012",11.3937354938424,6.41305096440952,189.893795942594,0.76207715699310382296
756,India,1,Jammu And Kashmir,621,Ramban,6952,Khari,2016,"Calendar Year (Jan - Dec), 2016",17.4626115799229,3.97068875683597,218.289924881713,0.48534217843032047218
757,India,1,Jammu And Kashmir,621,Ramban,6952,Khari,2017,"Calendar Year (Jan - Dec), 2017",68.040780883831,21.4561711272578,918.12643128223,1.24741933542342429514
758,India,1,Jammu And Kashmir,621,Ramban,6952,Khari,2018,"Calendar Year (Jan - Dec), 2018",9.06030319814553,2.8050448591141,110.566693334974,0.27673497856278335078
759,India,1,Jammu And Kashmir,622,Kulgam,4,Devsar,2018,"Calendar Year (Jan - Dec), 2018",77.89,8.5,778.98,1
760,India,1,Jammu And Kashmir,622,Kulgam,5,D.H. Pora,2011,"Calendar Year (Jan - Dec), 2011",28.9346068365745,14.1625305316079,850.214842372267,6.90445706003140475906
761,India,1,Jammu And Kashmir,622,Kulgam,5,D.H. Pora,2016,"Calendar Year (Jan - Dec), 2016",39.4568606521421,5.14902865887473,583.649894721451,0.89552566164643953794
762,India,1,Jammu And Kashmir,622,Kulgam,5,D.H. Pora,2017,"Calendar Year (Jan - Dec), 2017",0,1.26871576190094,100.891455512031,0.34272523782876329043
763,India,1,Jammu And Kashmir,622,Kulgam,5,D.H. Pora,2018,"Calendar Year (Jan - Dec), 2018",86.2410599890597,10.6388918614262,857.117316598797,2.23345286573877104478
764,India,1,Jammu And Kashmir,622,Kulgam,7,Kulgam,2011,"Calendar Year (Jan - Dec), 2011",0.174116863958551,0.144789985398069,3.61709603137481,0.04278055625517216565
765,India,1,Jammu And Kashmir,622,Kulgam,7,Kulgam,2018,"Calendar Year (Jan - Dec), 2018",104.893352846228,6.58362614333922,979.805528462283,1.48774346282147853222
766,India,1,Jammu And Kashmir,622,Kulgam,8,Pahloo,2011,"Calendar Year (Jan - Dec), 2011",3.89588313604145,1.85521001460193,80.9329039686252,0.95721944374482783435
767,India,1,Jammu And Kashmir,622,Kulgam,8,Pahloo,2018,"Calendar Year (Jan - Dec), 2018",154.78,15.1,1424.87,1
768,India,1,Jammu And Kashmir,622,Kulgam,9,Qaimoh,2016,"Calendar Year (Jan - Dec), 2016",74.32,13.51,1132.82,3
769,India,1,Jammu And Kashmir,622,Kulgam,9,Qaimoh,2018,"Calendar Year (Jan - Dec), 2018",294.94,22.02,2539.91,5
770,India,1,Jammu And Kashmir,622,Kulgam,6889,Kund,2018,"Calendar Year (Jan - Dec), 2018",134.17,14,1341.7,1
772,India,1,Jammu And Kashmir,622,Kulgam,6890,Manzgam,2016,"Calendar Year (Jan - Dec), 2016",35.1210834917386,4.12746027421137,519.514638104986,0.79711946190963591168
773,India,1,Jammu And Kashmir,622,Kulgam,6890,Manzgam,2017,"Calendar Year (Jan - Dec), 2017",0,1.01700228401066,89.8048444320089,0.30506435366536094012
774,India,1,Jammu And Kashmir,622,Kulgam,6890,Manzgam,2018,"Calendar Year (Jan - Dec), 2018",49.72,5,497.24,1
775,India,1,Jammu And Kashmir,622,Kulgam,6891,Frisal,2018,"Calendar Year (Jan - Dec), 2018",45.37,4,397.24,1
776,India,1,Jammu And Kashmir,622,Kulgam,6892,Pombay,2011,"Calendar Year (Jan - Dec), 2011",9.93069533357491,4.74055976842564,291.803673551556,2.36969038128598461966
777,India,1,Jammu And Kashmir,622,Kulgam,6892,Pombay,2016,"Calendar Year (Jan - Dec), 2016",13.5420558561193,1.72351106691389,200.315467173563,0.30735487644392455038
778,India,1,Jammu And Kashmir,622,Kulgam,6892,Pombay,2017,"Calendar Year (Jan - Dec), 2017",0,0.424671486851317,34.6271270285395,0.11762730833799664242
779,India,1,Jammu And Kashmir,622,Kulgam,6892,Pombay,2018,"Calendar Year (Jan - Dec), 2018",65.7155871647119,6.97748199523454,631.53715493892,1.27880367143975042300
780,India,1,Jammu And Kashmir,622,Kulgam,6893,Behibag,2016,"Calendar Year (Jan - Dec), 2016",100.36,9.5,1254.57,1
781,India,1,Jammu And Kashmir,622,Kulgam,6893,Behibag,2018,"Calendar Year (Jan - Dec), 2018",140.2,11.2,1192.24,2
782,India,1,Jammu And Kashmir,622,Kulgam,6894,D K Marg,2011,"Calendar Year (Jan - Dec), 2011",19.8046978298506,11.0469096999665,581.941484076177,4.72585255868261062128
783,India,1,Jammu And Kashmir,622,Kulgam,6894,D K Marg,2016,"Calendar Year (Jan - Dec), 2016",159.53,20.75,2441.47,3
784,India,1,Jammu And Kashmir,622,Kulgam,6894,D K Marg,2017,"Calendar Year (Jan - Dec), 2017",0,0.989610467237076,69.0565730274203,0.23458310016787912703
785,India,1,Jammu And Kashmir,622,Kulgam,6894,D K Marg,2018,"Calendar Year (Jan - Dec), 2018",32.05,5.75,310.66,2
786,India,1,Jammu And Kashmir,623,Bandipora,21,Bandipora,2011,"Calendar Year (Jan - Dec), 2011",12.9403374233129,4.16573631628854,215.791544478528,0.76119631901840490798
787,India,1,Jammu And Kashmir,623,Bandipora,21,Bandipora,2016,"Calendar Year (Jan - Dec), 2016",0,13.19,1301.38,3
788,India,1,Jammu And Kashmir,623,Bandipora,21,Bandipora,2018,"Calendar Year (Jan - Dec), 2018",76.6004998171708,10.916028320804,882.144792646484,4.13014916339885763282
789,India,1,Jammu And Kashmir,623,Bandipora,25,Hajin,2011,"Calendar Year (Jan - Dec), 2011",19.79,7.7,329.77,2
790,India,1,Jammu And Kashmir,623,Bandipora,25,Hajin,2016,"Calendar Year (Jan - Dec), 2016",0,2.5,235.45,1
791,India,1,Jammu And Kashmir,623,Bandipora,25,Hajin,2018,"Calendar Year (Jan - Dec), 2018",100.68,14.63,991.82,4
792,India,1,Jammu And Kashmir,623,Bandipora,32,Sumbal,2016,"Calendar Year (Jan - Dec), 2016",9.22706386278107,,115.346751073205,0.33811153766145350706
793,India,1,Jammu And Kashmir,623,Bandipora,32,Sumbal,2018,"Calendar Year (Jan - Dec), 2018",42.0002152083058,,410.819042720172,1.01433461298436052118
794,India,1,Jammu And Kashmir,623,Bandipora,6545,Tulail,2011,"Calendar Year (Jan - Dec), 2011",22.33,6.7,372.14,1
795,India,1,Jammu And Kashmir,623,Bandipora,6545,Tulail,2016,"Calendar Year (Jan - Dec), 2016",0,16.5,1386.75,3
796,India,1,Jammu And Kashmir,623,Bandipora,6545,Tulail,2018,"Calendar Year (Jan - Dec), 2018",99.84,16.5,987.77,3
797,India,1,Jammu And Kashmir,623,Bandipora,6908,Aloosa,2011,"Calendar Year (Jan - Dec), 2011",51.93,15.1,865.73,2
798,India,1,Jammu And Kashmir,623,Bandipora,6908,Aloosa,2016,"Calendar Year (Jan - Dec), 2016",0,3.51,381.37,1
799,India,1,Jammu And Kashmir,623,Bandipora,6908,Aloosa,2018,"Calendar Year (Jan - Dec), 2018",187.1,22.27,1782.78,4
800,India,1,Jammu And Kashmir,623,Bandipora,6909,Bonkoot,2011,"Calendar Year (Jan - Dec), 2011",4.05966257668712,1.43426368371146,67.6984555214724,0.23880368098159509202
801,India,1,Jammu And Kashmir,623,Bandipora,6909,Bonkoot,2016,"Calendar Year (Jan - Dec), 2016",0,20,1664.96,2
802,India,1,Jammu And Kashmir,623,Bandipora,6909,Bonkoot,2018,"Calendar Year (Jan - Dec), 2018",164.78,23.8,1537.19,4
803,India,1,Jammu And Kashmir,623,Bandipora,6910,Arin,2011,"Calendar Year (Jan - Dec), 2011",71.35,22.2,1189.41,4
804,India,1,Jammu And Kashmir,623,Bandipora,6910,Arin,2016,"Calendar Year (Jan - Dec), 2016",46.42,4.44,580.26,1
805,India,1,Jammu And Kashmir,623,Bandipora,6910,Arin,2018,"Calendar Year (Jan - Dec), 2018",34.6795001828292,5.57397167919599,399.375207353516,1.86985083660114236718
806,India,1,Jammu And Kashmir,623,Bandipora,6911,Naidkhay,2011,"Calendar Year (Jan - Dec), 2011",7.29,3,121.64,1
807,India,1,Jammu And Kashmir,623,Bandipora,6911,Naidkhay,2018,"Calendar Year (Jan - Dec), 2018",17.11,1.425,169.88,1
808,India,1,Jammu And Kashmir,623,Bandipora,6912,Ganstan,2016,"Calendar Year (Jan - Dec), 2016",9.84017152366724,,123.01115849392,0.36057792318311617088
809,India,1,Jammu And Kashmir,623,Bandipora,6912,Ganstan,2018,"Calendar Year (Jan - Dec), 2018",44.7909896178067,,438.116599784413,1.08173376954934851264
810,India,1,Jammu And Kashmir,623,Bandipora,6913,Nowgam,2016,"Calendar Year (Jan - Dec), 2016",8.22276461355169,,102.792090432875,0.30131053915543032206
811,India,1,Jammu And Kashmir,623,Bandipora,6913,Nowgam,2018,"Calendar Year (Jan - Dec), 2018",37.4287951738876,,366.104357495414,0.90393161746629096618
812,India,1,Jammu And Kashmir,623,Bandipora,6914,Baktoor,2018,"Calendar Year (Jan - Dec), 2018",17.78,1.5,168.25,1
813,India,1,Jammu And Kashmir,624,Samba,62,Purmandal,2011,"Calendar Year (Jan - Dec), 2011",12.6939352598288,1.52314154716592,211.651940964901,1.54202323370126917195
814,India,1,Jammu And Kashmir,624,Samba,62,Purmandal,2012,"Calendar Year (Jan - Dec), 2012",2.94732927750444,0.954631419685637,49.1738621562583,0.39775023987914174305
815,India,1,Jammu And Kashmir,624,Samba,62,Purmandal,2016,"Calendar Year (Jan - Dec), 2016",10.6893660636499,0.646495327246777,231.138425664941,0.95577307436068262185
816,India,1,Jammu And Kashmir,624,Samba,62,Purmandal,2017,"Calendar Year (Jan - Dec), 2017",0.810495567057859,0.0474491983300387,10.228683441808,0.19115461487213652437
817,India,1,Jammu And Kashmir,624,Samba,62,Purmandal,2018,"Calendar Year (Jan - Dec), 2018",3.33693827772955,0.181176332151511,41.6963082392823,0.30840464674025383439
818,India,1,Jammu And Kashmir,624,Samba,64,Samba,2011,"Calendar Year (Jan - Dec), 2011",4.94897358016944,1.11532252468715,82.5131141512394,0.93789770944461876372
819,India,1,Jammu And Kashmir,624,Samba,64,Samba,2016,"Calendar Year (Jan - Dec), 2016",15.4373299928418,5.47418044463552,763.974223335719,2.18969219756621331424
820,India,1,Jammu And Kashmir,624,Samba,64,Samba,2017,"Calendar Year (Jan - Dec), 2017",0,0.41351722783218,82.4419112383679,0.62562634216177523264
821,India,1,Jammu And Kashmir,624,Samba,64,Samba,2018,"Calendar Year (Jan - Dec), 2018",55.3637799865794,8.48531348236976,991.571950595538,3.13399597382989431300
822,India,1,Jammu And Kashmir,624,Samba,66,Vijaypur,2011,"Calendar Year (Jan - Dec), 2011",0.630114237614238,0.283170942727718,10.65065433244,0.19152408438122723837
823,India,1,Jammu And Kashmir,624,Samba,66,Vijaypur,2012,"Calendar Year (Jan - Dec), 2012",0.337347651225936,0.158107085819955,5.62837923361166,0.04552599881591572586
824,India,1,Jammu And Kashmir,624,Samba,66,Vijaypur,2016,"Calendar Year (Jan - Dec), 2016",26.2779105356446,5.48237474047844,743.206563269847,2.83948029218033742798
825,India,1,Jammu And Kashmir,624,Samba,66,Vijaypur,2017,"Calendar Year (Jan - Dec), 2017",1.61197355609081,0.378125486641732,64.2899625660163,0.73473700280711363585
826,India,1,Jammu And Kashmir,624,Samba,66,Vijaypur,2018,"Calendar Year (Jan - Dec), 2018",13.1784128451429,2.45836957620513,164.781691250352,0.67213938346529480325
827,India,1,Jammu And Kashmir,624,Samba,79,Ghagwal,2011,"Calendar Year (Jan - Dec), 2011",2.09544206923479,0.855167700227618,35.0466542953619,0.45176716911801406847
828,India,1,Jammu And Kashmir,624,Samba,79,Ghagwal,2012,"Calendar Year (Jan - Dec), 2012",1.24168139966927,1.12870891821468,20.7164738786926,0.16756834003633913807
