srcYear,srcStateName,srcDistrictName,srcBlockName,Maintenance cost Maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of Habitations connected,YearCode,Year
2013-14,Mizoram,Lunglei,Bunghmun,31.92,11.12,750.68,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Lunglei,Hnahthial,34.7,13.5,908.35,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Lunglei,Lunglei,109.03,33.99,2549.84,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Lunglei,Lungsen,15.89,6.38,412.62,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Mamit,Reiek,35.89,11.5,759.42,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Mamit,W.Phaileng,5.36,2.13,158.59,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Mamit,Zawlnuam,22.68,9,587.27,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Saiha,Sangau,41.72,14,955.95,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Saiha,Tuipang,139.33,43.89,3186.77,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Serchhip,E.Lungdar,81.75,18.58,1256.57,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Serchhip,Serchhip,431.79,109.65,7038.05,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Angul,Angul,21.41,5.56,866.24,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Angul,Athamallik,4,1.1,50,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Angul,Banarpal,18.71,4.85,423.03,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Angul,Chendipada,42.62,10.9,820.41,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Angul,Kishorenagar,31.56,7.97,1411.41,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Agalpur,54.64,17.14,875.59,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Bangomunda,148.27,43.9,1851.18,16,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Belpara,74.97,24.055,935.49,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Bolangir,104.56,33.93,1937.56,12,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Deogaon,67.37,22.611,840.9,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Gudvella,31.85,9.868,396.28,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Khaprakhol,81.41,23.1,1554.61,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Loisinga,25.65,8,319.69,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Puintala,37.96,12.43,733.66,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Saintala,37.36,11.98,802.52,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Titilagarh,56.26,19.57,1048.22,12,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Tureikela,128.35,37.61,1593.4,12,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balasore,Bahanaga,65.67,16.85,820.21,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balasore,Balasore,66.77,17.18,1532.93,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balasore,Baliapal,8.02,2.125,101.82,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balasore,Basta,71.39,15.77,1299.45,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balasore,Khaira,127.07,31.765,1607.5,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balasore,Nilagiri,84.17,23.13,1187.11,12,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balasore,Oupada,106.51,25.35,1327.35,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balasore,Remuna,50.52,14.1,765.3,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balasore,Simulia,63.71,15.3,800.76,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balasore,Soro,61.96,15.65,1232.14,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bargarh,Ambabhona,48.93,14.77,573.94,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bargarh,Attabira,54.68,18.867,684.86,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bargarh,Bargarh,4.35,1.3,51.22,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bargarh,Bhatli,51.94,17.34,607.47,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bargarh,Bijepur,31.27,10.74,383.79,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bargarh,Gaisilet,4.48,1.5,55.02,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bargarh,Jharbandh,29.03,8.2,1584.97,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bargarh,Padampur,38.27,9.435,469.81,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bargarh,Paikmal,37.47,10.46,461.2,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bargarh,Sohella,19.76,5.99,233.05,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bhadrak,Basudevpur,193.96,48.4,2598.92,13,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bhadrak,Bhadrak,66.45,16.9,1199.15,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bhadrak,Bhandaripokhari,152.41,38.6,1901.89,11,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bhadrak,Bonth,35.33,9.7,438.18,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bhadrak,Chandbali,62.91,15.2,781.72,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bhadrak,Dhamnagar,44.44,10.4,1045.73,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Bhadrak,Tihidi,22.2,5,276.9,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Boudh,Boudh,110.43,31.7,1533.47,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Boudh,Harbhanga,29.14,7.75,364.34,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Boudh,Kantamal,100.68,28.51,1258.69,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Cuttack,Athagarh,0,0,180.55,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Cuttack,Baramba,43.17,9,751.78,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Cuttack,Cuttack,92.12,20.132,1731.11,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Cuttack,Mahanga,129.95,28.2,1574.76,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Cuttack,Narsinghpur,18.45,3.8,997.26,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Cuttack,Niali,34.27,5.13,428.82,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Cuttack,Nischintakoili,141.67,30.625,1835.66,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Cuttack,Salipur,42.03,9.22,649.96,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Deogarh,Barkote,45.98,13.25,564.09,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Deogarh,Reamal,59.23,22.27,837.33,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Deogarh,Tileibani,46.88,14.8,665.68,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Dhenkanal,Kankadahad,0,0,279.69,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Gajapati,Mohana,0,0,227.25,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Aska,35.35,8.5,441.89,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Beguniapada,61.85,15.1,1409.28,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Belguntha,43.53,10.46,543.9,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Bhanjanagar,179.83,41.26,2895.62,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Buguda,59.41,14.23,688.88,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Chhatrapur,15.39,3.5,206.08,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Dharakote,85.88,20.2,987.85,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Digapahandi,106.72,23.1,1379.84,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Ganjam,0,0,135.23,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Jaganathprasad,31.37,7.5,529.35,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Kabisuryanagar,18.99,4.5,237.3,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Khallikote,65.61,14.8,882.12,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Kukudakhandi,51.57,11.1,691.4,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Patrapur,304.12,54.405,3763.07,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Polasara,39.63,9.55,471.05,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Rengailunda,7.13,1.6,693.9,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Sanakhemundi,70.98,16.11,887.42,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Seragada,22.44,5,280.45,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Ganjam,Sorada,208.94,47,2858.76,11,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jagatsinghpur,Balikuda,196.52,39.7,2425.45,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jagatsinghpur,Biridi,51.34,12.55,640.49,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jagatsinghpur,Erasama,70.45,16.6,878.11,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jagatsinghpur,Jagatsinghpur,42.84,8.6,534.4,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jagatsinghpur,Nuagaon,26.02,5,321.19,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jagatsinghpur,Raghunathpur,30.46,6.87,379.56,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jagatsinghpur,Tirtol,104.84,26.2,1300.36,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jajpur,Badachana,0,0,166.31,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jajpur,Binjharpur,29.99,7.5,2282.02,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jajpur,Danagadi,8.55,1.95,301.66,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jajpur,Dasrathpur,110.66,24.87,1661.82,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jajpur,Dharmasala,43.69,11.15,666.86,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jajpur,Korei,22.14,5.1,254.54,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jajpur,Sukinda,21.68,5,250.34,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jharsuguda,Jharsuguda,3.77,1.11,47.82,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jharsuguda,Kolabira,7.85,2.184,96.88,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jharsuguda,Laikera,8.95,3.06,112,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Jharsuguda,Lakhanpur,37.26,11.854,474.02,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,Bhawanipatna,147.7,53.22,3542.34,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,Dharmagarh,45.65,19.8,1115.54,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,Golamunda,63.63,20.6,2403.06,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,Jaipatna,87.25,28.43,2111.6,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,Junagarh,45.35,15.08,574.45,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,Kalampur,25.32,8.39,486.02,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,Karlamunda,27.96,8.705,373.79,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,Kesinga,23.77,8.52,1775.48,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,Koksara,95.44,32.03,1944.28,12,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,M.Rampur,5.3,2.01,66.55,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,Narla,60.24,21.44,754.33,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kalahandi,Th.Rampur,180.36,60.63,2843.92,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kandhamal,Balliguda,31.27,9,1432.53,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kandhamal,Chakapad,10.59,3.3,132.41,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kandhamal,Daringbadi,65.07,20.7,1152.36,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kandhamal,G.Udayagiri,20.27,5.8,252.47,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kandhamal,K.Nuagaon,52.18,13.2,997.75,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kandhamal,Khajuripada,49.91,14,623.71,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kandhamal,Kotgarh,70.74,17.84,1281.12,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kandhamal,Raikia,45.46,13.5,565.99,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kendrapara,Aul (Ali),87.45,15.73,2409.04,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kendrapara,Derabis,18.67,5.76,360.9,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kendrapara,Garadpur,20.86,7.9,535.49,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kendrapara,Pattamundai,122.58,22.162,1404.55,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kendrapara,Rajkanika,132.05,23.75,1532.37,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Kendrapara,Rajnagar,279.06,54.37,3205.18,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Keonjhar,Bansapal,210.93,55.3,4347.33,14,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Keonjhar,Champua,33.72,14.24,588.29,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Keonjhar,Ghatgaon,73.19,18.714,1110.16,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Keonjhar,Jhumpura,83.13,32.308,1391.54,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Keonjhar,Joda,10.82,4,516.22,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Keonjhar,Keonjhar,112.21,29.79,2153.37,13,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Keonjhar,Patna,40.19,10.81,968.04,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Keonjhar,Saharpada,128.66,35.6,1638.79,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Keonjhar,Telkoi,67.07,26.15,2223.57,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Khurda,Balianta,113.03,23.25,2800.69,11,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Khurda,Balipatna,105.48,21.115,1318.26,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Khurda,Banapur,8.44,2,104.99,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Khurda,Begunia,53.69,13.01,671.67,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Khurda,Bhubaneswar,9.31,2,116.28,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Khurda,Bolagarh,51.67,10.63,640.19,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Khurda,Khurda,19.77,4.36,246.89,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Khurda,Tangi,14.73,3.2,183.11,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Bandhugaon,43.46,9.8,952.78,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Boipariguda,9.06,2,1175.05,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Boriguma,85.82,22.27,1038.81,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Dasmanthpur,43.72,9.7,543.74,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Jeypore,35.69,8.45,442.03,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Koraput,42.6,10.35,528.42,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Kotpad,51.72,12.635,630.55,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Kundra,96.4,23.55,1149.72,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Lamtaput,62.94,15.15,783.25,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Laxmipur,156.21,33.2,2203.16,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Nandapur,122.28,27.55,1525,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Narayanpatna,57.2,13,721.46,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Pottangi,151.48,31.65,1854.08,12,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Koraput,Semiliguda,175.77,41.9,2411.54,14,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Malkangiri,Korukunda,0,0,1158.4,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Bahalda,11.24,4.5,746.4,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Bangiriposi,116.65,29.1,1439.62,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Betnati,16.64,4.5,205.88,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Bijatola,68.52,27.561,1240.68,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Bisoi,97.11,24.6,1207.52,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Gopabandhunagar,0,0,377.29,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Jamada,4.62,1.83,80.38,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Jashipur,40.84,9.73,1033.34,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Kaptipada,0,0,183.51,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Karanjia,35.14,8.45,714.78,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Kusumi,72.32,19.87,907,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Morada,34.94,10,432.83,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Rairanghpur,129.41,31.6,1762.68,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Raruan,6.12,1.5,77.71,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Samakhunta,0,0,469.36,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Saraskana,0,0,696.72,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Sukruli,9.34,2.25,118.19,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Thakurmunda,87.55,20.98,1692.92,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Mayurbhanj,Tiringi,20.38,8.5,564.12,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nawarangpur,Dabugam,47.13,14.38,1014.93,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nawarangpur,Jharigam,0,0,122.85,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nawarangpur,Kosagumuda,14.68,4.8,438.47,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nawarangpur,Nandahandi,15.51,4.5,193.69,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nawarangpur,Nowrangpur,20.39,6.25,270.45,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nawarangpur,Papadahandi,240.96,55.6,2315.61,15,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nawarangpur,Tentulikhunti,10.37,3.4,129.4,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nayagarh,Odagaon,0,0,454.62,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nayagarh,Ranpur,0,0,180.68,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nuapara,Boden,29.12,9.3,377.35,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nuapara,Khariar,55.8,18.1,697.44,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nuapara,Komna,342.21,89.2,4193.4,17,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nuapara,Nuapara,45.87,13.7,553.87,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Nuapara,Sinpalli,40.78,13,512.75,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Puri,Astaranga,93.86,19.37,1530.89,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Puri,Brahmagiri,139.24,25.78,1739.82,14,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Puri,Delanga,78.03,16.96,1932.53,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Puri,Gop,305.76,62.855,3813.42,16,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Puri,Kakatpur,14.44,2.95,180.41,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Puri,Kanas,139.67,29.1,2255.66,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Puri,Krushnaprasad,239.16,43.38,2989.11,21,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Puri,Nimapada,138.83,27.2,1718.51,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Puri,Pipili,208.44,44.85,2745.43,22,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Puri,Puri,125.57,26.05,1556.92,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Puri,Styabadi,235.48,48.31,2948.05,21,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Rayagada,Bissam Cuttack,0,0,135.53,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Rayagada,Gunupur,0,0,521.61,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Rayagada,Kalyansinghpur,0,0,721.76,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Rayagada,Muniguda,0,0,250.48,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Rayagada,Padmapur,0,0,607.75,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Rayagada,Rayagada,0,0,130.26,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sambalpur,Bamra,31.66,9.55,985.96,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sambalpur,Dhankauda,53.07,16.26,1259.4,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sambalpur,Jamankira,126.3,35.02,1939.3,13,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sambalpur,Jujumura,53.23,16.9,668.96,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sambalpur,Kuchinda,72.74,21.73,1325.2,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sambalpur,Maneswar,23.69,7.665,297.76,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sambalpur,Naktideul,106.09,32.775,1445.26,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sambalpur,Rairakhole,85.16,24.3,3006.79,11,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sambalpur,Rengali,54.86,17.315,692.58,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sonepur,Binika,58.56,16.65,734.35,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sonepur,Birmaharajpur,139.18,41.98,2607.84,16,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sonepur,Dunguripali,129.94,38.4,1626.42,12,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Sonepur,Sonepur,186.26,52.9,2418.18,20,2013,"Calendar Year (Jan - Dec), 2013"
