srcStateName,srcSubDistrictName,Year,srcDistrictName,StateCode,StateName,DistrictCode,DistrictName,SubDistrictCode,SubDistrictName,IntermediateRatio
Karnataka,Honnavar,2019,UTTARA KANNADA,29,KARNATAKA,550,UTTARA KANNADA,5487,HONAVAR,1
Karnataka,Karwar,2019,UTTARA KANNADA,29,KARNATAKA,550,UTTARA KANNADA,5478,KARWAR,1
Karnataka,Kumta,2019,UTTARA KANNADA,29,KARNATAKA,550,UTTARA KANNADA,5485,KUMTA,1
Karnataka,Mundgod,2019,UTTARA KANNADA,29,KARNATAKA,550,UTTARA KANNADA,5482,MUNDGOD,1
Karnataka,Siddapur,2019,UTTARA KANNADA,29,KARNATAKA,550,UTTARA KANNADA,5486,SIDDAPUR,1
Karnataka,Sirsi,2019,UTTARA KANNADA,29,KARNATAKA,550,UTTARA KANNADA,5483,SIRSI,1
Karnataka,Yellapur,2019,UTTARA KANNADA,29,KARNATAKA,550,UTTARA KANNADA,5481,YELLAPUR,1
Karnataka,Babaleshwara,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,7069,BABALESHWAR,1
Karnataka,Basavan Bagewadi,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,5452,BASAVANA BAGEVADI,1
Karnataka,Chadachana,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,7070,CHADACHAN,1
Karnataka,Devara Hipparagi,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,7071,DEVARA HIPPARAGI,1
Karnataka,Indi,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,5450,INDI,1
Karnataka,Kolhara,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,7072,KOLHAR,1
Karnataka,Muddebihal,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,5453,MUDDEBIHAL,1
Karnataka,Nidagundi,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,7075,NIDAGUNDI,1
Karnataka,Sindagi,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,5451,SINDGI,1
Karnataka,Talikote,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,7073,TALIKOTI,1
Karnataka,Tikota,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,7074,TIKOTA,1
Karnataka,Bijapur,2019,VIJAYAPURA,29,KARNATAKA,530,VIJAYAPURA,5449,VIJAYAPURA,1
Karnataka,Gurumithakala,2019,YADGIR,29,KARNATAKA,635,YADGIR,7094,GURUMITKAL,1
Karnataka,Hunisigi,2019,YADGIR,29,KARNATAKA,635,YADGIR,7096,HUNASAGI,1
Karnataka,Shahapur,2019,YADGIR,29,KARNATAKA,635,YADGIR,5588,SHAHPUR,1
Karnataka,Shorapur,2019,YADGIR,29,KARNATAKA,635,YADGIR,5587,SHORAPUR,1
Karnataka,Vadagera,2019,YADGIR,29,KARNATAKA,635,YADGIR,7095,WADAGERA,1
Karnataka,Yadgir,2019,YADGIR,29,KARNATAKA,635,YADGIR,5589,YADGIR,1
Karnataka,Gulbarga,2019,KALABURAGI,29,KARNATAKA,538,KALABURAGI,5582,KALABURAGI,1
Karnataka,Humnabad,2019,BIDAR,29,KARNATAKA,529,BIDAR,5458,HOMNABAD,1
Karnataka,Ramadurg,2019,BELAGAVI,29,KARNATAKA,527,BELAGAVI,5442,RAMDURG,1
Karnataka,Mudalagi,2019,BELAGAVI,29,KARNATAKA,527,BELAGAVI,7099,MUDALGI,1
Karnataka,Kitthuru,2019,BELAGAVI,29,KARNATAKA,527,BELAGAVI,7043,KITTUR,1
Karnataka,Khanapur,2019,BELAGAVI,29,KARNATAKA,527,BELAGAVI,5439,KHANAPUR,1
Karnataka,Kagavada,2019,BELAGAVI,29,KARNATAKA,527,BELAGAVI,7100,KAGWAD,1
Karnataka,Joida,2019,UTTARA KANNADA,29,KARNATAKA,550,UTTARA KANNADA,5479,SUPA,1
Karnataka,Challakere,2019,CHITRADURGA,29,KARNATAKA,533,CHITRADURGA,5504,CHALLAKERE,1
Karnataka,Kunigal,2019,TUMAKURU,29,KARNATAKA,548,TUMAKURU,5541,KUNIGAL,1
Karnataka,Hungund,2019,BAGALKOTE,29,KARNATAKA,524,BAGALKOTE,5448,HUNGUND,1
Karnataka,Chikmagalur,2019,CHIKKAMAGALURU,29,KARNATAKA,532,CHIKKAMAGALURU,5530,CHIKKAMAGALURU,1
Karnataka,Hadagali,2019,VIJAYANAGAR,29,KARNATAKA,738,VIJAYANAGAR,5496,HADAGALLI,1
Karnataka,Hagaribommanahalli,2019,VIJAYANAGAR,29,KARNATAKA,738,VIJAYANAGAR,5497,HAGARIBOMMANAHALLI,1
Karnataka,Harapanahalli,2019,VIJAYANAGAR,29,KARNATAKA,738,VIJAYANAGAR,5510,HARAPANAHALLI,1
Karnataka,Hospet,2019,VIJAYANAGAR,29,KARNATAKA,738,VIJAYANAGAR,5498,HOSAPETE,1
Karnataka,Kotturu,2019,VIJAYANAGAR,29,KARNATAKA,738,VIJAYANAGAR,7108,KOTTURU,1
Karnataka,Kudligi,2019,VIJAYANAGAR,29,KARNATAKA,738,VIJAYANAGAR,5502,KUDLIGI,1
Karnataka,Naragund,2019,VIJAYAPURA,29,KARNATAKA,537,GADAG,5468,NARGUND,1
Karnataka,Kanakpura,2019,BELAGAVI,29,KARNATAKA,631,RAMANAGARA,5608,KANAKAPURA,1
