ROWID,Country,State lgd code,State,Yearcode,Year,Monthcode,Month,Name of the fertilizer used,Required fertilizer quantity,Available fertilizer quantity
5351,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016",Monoammonium Phosphate,0.00,0.00
5352,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016",Muriate of Potash (MOP) or Potassium Chloride,21000.00,32143.00
5353,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016","nitrogen, phosphorus, and potassium",125000.00,26729.87
5354,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016",Single super Phosphate,0.00,0.00
5355,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016",Triple superphosphate,0.00,7377.55
5356,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016",UREA,136000.00,4220.50
5357,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",Diammonium Phosphate,50000.00,2383.00
5358,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",Monoammonium Phosphate,0.00,0.00
5359,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",Muriate of Potash (MOP) or Potassium Chloride,28000.00,23494.55
5360,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016","nitrogen, phosphorus, and potassium",125000.00,23732.77
5361,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",Single super Phosphate,0.00,0.00
5362,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",Triple superphosphate,0.00,7377.55
5363,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",UREA,160000.00,7159.06
5364,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",Diammonium Phosphate,50000.00,3690.50
5365,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",Monoammonium Phosphate,0.00,0.00
5366,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",Muriate of Potash (MOP) or Potassium Chloride,28000.00,34688.55
5367,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016","nitrogen, phosphorus, and potassium",100000.00,33104.23
5368,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",Single super Phosphate,60000.00,0.00
5369,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",Triple superphosphate,0.00,7377.55
5370,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",UREA,160000.00,6438.25
5371,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",Diammonium Phosphate,0.00,32602.61
5372,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",Monoammonium Phosphate,0.00,0.00
5373,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.00,41069.30
5374,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016","nitrogen, phosphorus, and potassium",0.00,148381.68
5375,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",Single super Phosphate,0.00,0.00
5376,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",Triple superphosphate,0.00,7377.55
5377,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",UREA,0.00,4651.37
5378,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",Diammonium Phosphate,0.00,28413.31
5379,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",Monoammonium Phosphate,0.00,0.00
5380,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.00,41928.55
5381,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017","nitrogen, phosphorus, and potassium",0.00,132549.06
5382,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",Single super Phosphate,0.00,0.00
5383,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",Triple superphosphate,0.00,7377.55
5384,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",UREA,0.00,10178.56
5385,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",Diammonium Phosphate,0.00,33378.71
5386,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",Monoammonium Phosphate,0.00,0.00
5387,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.00,43051.35
5388,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017","nitrogen, phosphorus, and potassium",0.00,176225.41
5389,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",Single super Phosphate,0.00,0.00
5390,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",Triple superphosphate,0.00,7368.29
5391,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",UREA,0.00,26517.78
5392,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012",Diammonium Phosphate,2500.00,6904.25
5393,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012",Monoammonium Phosphate,0.00,0.00
5394,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012",Muriate of Potash (MOP) or Potassium Chloride,2500.00,163.25
5395,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012","nitrogen, phosphorus, and potassium",5000.00,2310.70
5396,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012",Triple superphosphate,0.00,0.00
5397,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012",UREA,16250.00,5473.10
5398,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012",Diammonium Phosphate,2500.00,2302.90
5399,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012",Monoammonium Phosphate,0.00,0.00
5400,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012",Muriate of Potash (MOP) or Potassium Chloride,2500.00,0.00
5401,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012","nitrogen, phosphorus, and potassium",28500.00,341.60
5402,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012",Triple superphosphate,0.00,0.00
5403,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012",UREA,6250.00,8356.35
5404,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012",Diammonium Phosphate,2500.00,109.50
5405,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012",Monoammonium Phosphate,0.00,0.00
5406,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012",Muriate of Potash (MOP) or Potassium Chloride,2500.00,0.00
5407,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012","nitrogen, phosphorus, and potassium",5000.00,224.10
5408,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012",Triple superphosphate,0.00,0.00
5409,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012",UREA,6250.00,6226.40
5410,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012",Diammonium Phosphate,5000.00,1356.75
5411,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012",Monoammonium Phosphate,0.00,2007.85
5412,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012",Muriate of Potash (MOP) or Potassium Chloride,2500.00,0.00
5413,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012","nitrogen, phosphorus, and potassium",2600.00,4861.95
5414,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012",Triple superphosphate,0.00,0.00
5415,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012",UREA,11000.00,3307.55
5416,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201205,"August, 2012",Diammonium Phosphate,10000.00,1356.75
5417,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201205,"August, 2012",Monoammonium Phosphate,0.00,0.00
5418,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201205,"August, 2012",Muriate of Potash (MOP) or Potassium Chloride,2500.00,0.00
5419,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201205,"August, 2012","nitrogen, phosphorus, and potassium",5600.00,4861.95
5420,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201205,"August, 2012",Triple superphosphate,0.00,0.00
5421,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201205,"August, 2012",UREA,11000.00,5480.35
5422,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201206,"September, 2012",Diammonium Phosphate,15000.00,1807.15
5423,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201206,"September, 2012",Monoammonium Phosphate,0.00,0.00
5424,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201206,"September, 2012",Muriate of Potash (MOP) or Potassium Chloride,5000.00,95.55
5425,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201206,"September, 2012","nitrogen, phosphorus, and potassium",8000.00,42333.05
5426,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201206,"September, 2012",Triple superphosphate,0.00,0.00
5427,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201206,"September, 2012",UREA,27000.00,6360.70
5428,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201207,"October, 2012",Diammonium Phosphate,30000.00,-0.35
5429,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201207,"October, 2012",Monoammonium Phosphate,0.00,0.00
5430,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201207,"October, 2012",Muriate of Potash (MOP) or Potassium Chloride,5000.00,-0.45
5431,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201207,"October, 2012","nitrogen, phosphorus, and potassium",10500.00,2945.10
5432,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201207,"October, 2012",Triple superphosphate,0.00,0.00
5433,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201207,"October, 2012",UREA,45000.00,4661.15
5434,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201208,"November, 2012",Diammonium Phosphate,10000.00,2540.30
5435,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201208,"November, 2012",Monoammonium Phosphate,0.00,0.00
5436,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201208,"November, 2012",Muriate of Potash (MOP) or Potassium Chloride,2500.00,1005.65
5437,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201208,"November, 2012","nitrogen, phosphorus, and potassium",9000.00,1869.70
5438,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201208,"November, 2012",Triple superphosphate,0.00,0.00
5439,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",201208,"November, 2012",UREA,44000.00,3295.00
5440,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201301,"April, 2013",Diammonium Phosphate,5000.00,3807.00
5441,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201301,"April, 2013",Monoammonium Phosphate,0.00,0.00
5442,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201301,"April, 2013",Muriate of Potash (MOP) or Potassium Chloride,1000.00,2192.70
5443,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201301,"April, 2013","nitrogen, phosphorus, and potassium",5000.00,1992.30
5444,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201301,"April, 2013",Single super Phosphate,15000.00,367.65
5445,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201301,"April, 2013",Triple superphosphate,0.00,0.00
5446,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201301,"April, 2013",UREA,16250.00,9059.75
5447,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201302,"May, 2013",Diammonium Phosphate,2500.00,4177.90
5448,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201302,"May, 2013",Monoammonium Phosphate,0.00,0.00
5449,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201302,"May, 2013",Muriate of Potash (MOP) or Potassium Chloride,1000.00,2117.20
5450,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201302,"May, 2013","nitrogen, phosphorus, and potassium",2500.00,1568.50
5451,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201302,"May, 2013",Single super Phosphate,5000.00,94.65
5452,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201302,"May, 2013",Triple superphosphate,0.00,0.00
5453,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201302,"May, 2013",UREA,6350.00,7253.15
5454,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201303,"June, 2013",Diammonium Phosphate,2500.00,5013.75
5455,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201303,"June, 2013",Monoammonium Phosphate,0.00,0.00
5456,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201303,"June, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.00,2100.20
5457,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201303,"June, 2013","nitrogen, phosphorus, and potassium",2500.00,1567.95
5458,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201303,"June, 2013",Single super Phosphate,5000.00,243.70
5459,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201303,"June, 2013",Triple superphosphate,0.00,0.00
5460,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201303,"June, 2013",UREA,6350.00,6716.55
5461,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201304,"July, 2013",Diammonium Phosphate,7500.00,104.95
5462,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201304,"July, 2013",Monoammonium Phosphate,0.00,0.00
5463,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201304,"July, 2013",Muriate of Potash (MOP) or Potassium Chloride,2500.00,0.00
5464,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201304,"July, 2013","nitrogen, phosphorus, and potassium",2500.00,3.70
5465,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201304,"July, 2013",Single super Phosphate,5000.00,35.45
5466,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201304,"July, 2013",Triple superphosphate,0.00,0.00
5467,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201304,"July, 2013",UREA,25000.00,52.40
5468,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013",Diammonium Phosphate,7500.00,104.95
5469,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013",Monoammonium Phosphate,0.00,0.00
5470,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013",Muriate of Potash (MOP) or Potassium Chloride,2500.00,0.00
5471,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013","nitrogen, phosphorus, and potassium",10000.00,3.70
5472,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013",Single super Phosphate,5000.00,35.45
5473,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013",Triple superphosphate,0.00,0.00
5474,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013",UREA,30000.00,3156.80
5475,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201306,"September, 2013",Diammonium Phosphate,10000.00,104.80
5476,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201306,"September, 2013",Monoammonium Phosphate,0.00,0.00
5477,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201306,"September, 2013",Muriate of Potash (MOP) or Potassium Chloride,2500.00,0.00
5478,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201306,"September, 2013","nitrogen, phosphorus, and potassium",10000.00,3.70
5479,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201306,"September, 2013",Single super Phosphate,2500.00,35250.00
5480,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201306,"September, 2013",Triple superphosphate,0.00,0.00
5481,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201306,"September, 2013",UREA,30000.00,9127.05
5482,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201307,"October, 2013",Diammonium Phosphate,12000.00,1203.05
5483,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201307,"October, 2013",Monoammonium Phosphate,0.00,0.00
5484,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201307,"October, 2013",Muriate of Potash (MOP) or Potassium Chloride,2500.00,-3.70
5485,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201307,"October, 2013","nitrogen, phosphorus, and potassium",5000.00,890.75
5486,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201307,"October, 2013",Triple superphosphate,0.00,0.00
5487,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201307,"October, 2013",UREA,30000.00,8499.90
5488,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201308,"November, 2013",Diammonium Phosphate,7500.00,6440.75
5489,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201308,"November, 2013",Monoammonium Phosphate,0.00,0.00
5490,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201308,"November, 2013",Muriate of Potash (MOP) or Potassium Chloride,2500.00,2789.50
5491,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201308,"November, 2013","nitrogen, phosphorus, and potassium",2500.00,2686.90
5492,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201308,"November, 2013",Triple superphosphate,0.00,0.00
5493,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201308,"November, 2013",UREA,25000.00,3417.90
5494,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201309,"December, 2013",Diammonium Phosphate,10000.00,8815.60
5495,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201309,"December, 2013",Monoammonium Phosphate,0.00,0.00
5496,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201309,"December, 2013",Muriate of Potash (MOP) or Potassium Chloride,2500.00,0.00
5497,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201309,"December, 2013","nitrogen, phosphorus, and potassium",4300.00,3056.30
5498,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201309,"December, 2013",Triple superphosphate,0.00,0.00
5499,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201309,"December, 2013",UREA,32000.00,477.00
5500,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201310,"January, 2014",Diammonium Phosphate,11500.00,11827.70
5501,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201310,"January, 2014",Monoammonium Phosphate,0.00,0.00
5502,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201310,"January, 2014",Muriate of Potash (MOP) or Potassium Chloride,2500.00,-0.15
5503,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201310,"January, 2014","nitrogen, phosphorus, and potassium",20000.00,2348.85
5504,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201310,"January, 2014",Triple superphosphate,0.00,0.00
5505,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201310,"January, 2014",UREA,21250.00,1184.05
5506,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201311,"February, 2014",Diammonium Phosphate,13000.00,12650.95
5507,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201311,"February, 2014",Monoammonium Phosphate,0.00,0.00
5508,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201311,"February, 2014",Muriate of Potash (MOP) or Potassium Chloride,2500.00,163.25
5509,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201311,"February, 2014","nitrogen, phosphorus, and potassium",20000.00,3667.20
5510,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201311,"February, 2014",Triple superphosphate,0.00,0.00
5511,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201311,"February, 2014",UREA,22500.00,6868.05
5512,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014",Diammonium Phosphate,13000.00,11679.30
5513,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014",Monoammonium Phosphate,0.00,0.00
5514,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014",Muriate of Potash (MOP) or Potassium Chloride,2500.00,163.25
5515,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014","nitrogen, phosphorus, and potassium",10000.00,3516.80
5516,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014",Triple superphosphate,0.00,0.00
5517,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014",UREA,27500.00,5267.30
5518,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",Diammonium Phosphate,0.00,48.70
5519,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",Monoammonium Phosphate,0.00,0.00
5520,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
5521,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014","nitrogen, phosphorus, and potassium",0.00,37.30
5522,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",Single super Phosphate,0.00,0.00
5523,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",Triple superphosphate,0.00,0.00
5524,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",UREA,0.00,2753.80
5525,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",Diammonium Phosphate,0.00,48.70
5526,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",Monoammonium Phosphate,0.00,0.00
5527,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
5528,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014","nitrogen, phosphorus, and potassium",0.00,1632.30
5529,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",Single super Phosphate,0.00,0.00
5530,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",Triple superphosphate,0.00,0.00
5531,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",UREA,0.00,33.25
5532,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",Diammonium Phosphate,0.00,515.30
5533,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",Monoammonium Phosphate,0.00,0.00
5534,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
5535,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014","nitrogen, phosphorus, and potassium",0.00,5525.75
5536,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",Single super Phosphate,0.00,0.00
5537,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",Triple superphosphate,0.00,0.00
5538,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",UREA,0.00,219.40
5539,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014",Diammonium Phosphate,7500.00,589.10
5540,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014",Monoammonium Phosphate,0.00,0.00
5541,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
5542,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014","nitrogen, phosphorus, and potassium",2500.00,579.35
5543,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014",Triple superphosphate,0.00,0.00
5544,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014",UREA,20000.00,4994.50
5545,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014",Diammonium Phosphate,7500.00,649.55
5546,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014",Monoammonium Phosphate,0.00,0.00
5547,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
5548,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014","nitrogen, phosphorus, and potassium",10000.00,1424.75
5549,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014",Single super Phosphate,15000.00,0.00
5550,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014",Triple superphosphate,0.00,0.00
5551,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014",UREA,20000.00,6239.80
5552,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014",Diammonium Phosphate,10000.00,2776.30
5553,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014",Monoammonium Phosphate,0.00,0.00
5554,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
5555,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014","nitrogen, phosphorus, and potassium",10000.00,1329.25
5556,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014",Single super Phosphate,9260.00,0.00
5557,India,20,Jharkhand,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014",Triple superphosphate,0.00,0.00
