ROWID,Country,State lgd code,State,Yearcode,Year,Monthcode,Month,Name of the fertilizer used,Required fertilizer quantity,Available fertilizer quantity
3203,India,12,Arunachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",201311,"February, 2014",Triple superphosphate,0.00,0.00
3204,India,12,Arunachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",201311,"February, 2014",UREA,50.00,0.00
3205,India,12,Arunachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014",Diammonium Phosphate,60.00,0.00
3206,India,12,Arunachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014",Monoammonium Phosphate,0.00,0.00
3207,India,12,Arunachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014",Muriate of Potash (MOP) or Potassium Chloride,30.00,0.00
3208,India,12,Arunachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
3209,India,12,Arunachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014",Triple superphosphate,0.00,0.00
3210,India,12,Arunachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",201312,"March, 2014",UREA,50.00,0.00
3211,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",Diammonium Phosphate,0.00,0.00
3212,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",Monoammonium Phosphate,0.00,0.00
3213,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3214,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
3215,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",Single super Phosphate,0.00,0.00
3216,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",Triple superphosphate,0.00,0.00
3217,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201401,"April, 2014",UREA,0.00,0.00
3218,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",Diammonium Phosphate,0.00,0.00
3219,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",Monoammonium Phosphate,0.00,0.00
3220,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3221,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
3222,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",Single super Phosphate,0.00,0.00
3223,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",Triple superphosphate,0.00,0.00
3224,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201402,"May, 2014",UREA,0.00,0.00
3225,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",Diammonium Phosphate,0.00,0.00
3226,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",Monoammonium Phosphate,0.00,0.00
3227,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3228,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
3229,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",Single super Phosphate,0.00,0.00
3230,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",Triple superphosphate,0.00,0.00
3231,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201403,"June, 2014",UREA,0.00,0.00
3232,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014",Diammonium Phosphate,0.00,0.00
3233,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014",Monoammonium Phosphate,0.00,0.00
3234,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3235,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
3236,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014",Triple superphosphate,0.00,0.00
3237,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014",UREA,0.00,0.00
3238,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014",Diammonium Phosphate,0.00,0.00
3239,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014",Monoammonium Phosphate,0.00,0.00
3240,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3241,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
3242,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014",Triple superphosphate,0.00,0.00
3243,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014",UREA,0.00,0.00
3244,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014",Diammonium Phosphate,0.00,0.00
3245,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014",Monoammonium Phosphate,0.00,0.00
3246,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3247,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
3248,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014",Triple superphosphate,0.00,0.00
3249,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201406,"September, 2014",UREA,0.00,0.00
3250,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201407,"October, 2014",Diammonium Phosphate,0.00,0.00
3251,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201407,"October, 2014",Monoammonium Phosphate,0.00,0.00
3252,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201407,"October, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3253,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201407,"October, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
3254,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201407,"October, 2014",Triple superphosphate,0.00,0.00
3255,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201407,"October, 2014",UREA,0.00,0.00
3256,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201408,"November, 2014",Diammonium Phosphate,0.00,0.00
3257,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201408,"November, 2014",Monoammonium Phosphate,0.00,0.00
3258,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201408,"November, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3259,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201408,"November, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
3260,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201408,"November, 2014",Single super Phosphate,0.00,0.00
3261,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201408,"November, 2014",Triple superphosphate,0.00,0.00
3262,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201408,"November, 2014",UREA,0.00,0.00
3263,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201409,"December, 2014",Diammonium Phosphate,0.00,0.00
3264,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201409,"December, 2014",Monoammonium Phosphate,0.00,0.00
3265,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201409,"December, 2014",Muriate of Potash (MOP) or Potassium Chloride,20.00,0.00
3266,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201409,"December, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
3267,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201409,"December, 2014",Triple superphosphate,0.00,0.00
3268,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201409,"December, 2014",UREA,90.00,0.00
3269,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201410,"January, 2015",Diammonium Phosphate,50.00,0.00
3270,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201410,"January, 2015",Monoammonium Phosphate,0.00,0.00
3271,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201410,"January, 2015",Muriate of Potash (MOP) or Potassium Chloride,50.00,0.00
3272,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201410,"January, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
3273,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201410,"January, 2015",Single super Phosphate,100.00,0.00
3274,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201410,"January, 2015",Triple superphosphate,0.00,0.00
3275,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201410,"January, 2015",UREA,50.00,0.00
3276,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201411,"February, 2015",Diammonium Phosphate,50.00,0.00
3277,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201411,"February, 2015",Monoammonium Phosphate,0.00,0.00
3278,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201411,"February, 2015",Muriate of Potash (MOP) or Potassium Chloride,50.00,0.00
3279,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201411,"February, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
3280,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201411,"February, 2015",Single super Phosphate,100.00,0.00
3281,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201411,"February, 2015",Triple superphosphate,0.00,0.00
3282,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201411,"February, 2015",UREA,50.00,0.00
3283,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201412,"March, 2015",Diammonium Phosphate,50.00,0.00
3284,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201412,"March, 2015",Monoammonium Phosphate,0.00,0.00
3285,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201412,"March, 2015",Muriate of Potash (MOP) or Potassium Chloride,50.00,0.00
3286,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201412,"March, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
3287,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201412,"March, 2015",Single super Phosphate,100.00,0.00
3288,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201412,"March, 2015",Triple superphosphate,0.00,0.00
3289,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",201412,"March, 2015",UREA,100.00,0.00
3290,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015",Diammonium Phosphate,0.00,0.00
3291,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015",Monoammonium Phosphate,0.00,0.00
3292,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3293,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
3294,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015",Single super Phosphate,0.00,0.00
3295,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015",Triple superphosphate,0.00,0.00
3296,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015",UREA,0.00,0.00
3297,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201505,"August, 2015",Diammonium Phosphate,0.00,0.00
3298,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201505,"August, 2015",Monoammonium Phosphate,0.00,0.00
3299,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201505,"August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3300,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201505,"August, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
3301,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201505,"August, 2015",Single super Phosphate,0.00,0.00
3302,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201505,"August, 2015",Triple superphosphate,0.00,0.00
3303,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201505,"August, 2015",UREA,0.00,0.00
3304,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201506,"September, 2015",Diammonium Phosphate,0.00,0.00
3305,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201506,"September, 2015",Monoammonium Phosphate,0.00,0.00
3306,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201506,"September, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3307,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201506,"September, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
3308,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201506,"September, 2015",Single super Phosphate,0.00,0.00
3309,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201506,"September, 2015",Triple superphosphate,0.00,0.00
3310,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201506,"September, 2015",UREA,0.00,0.00
3311,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201507,"October, 2015",Diammonium Phosphate,0.00,0.00
3312,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201507,"October, 2015",Monoammonium Phosphate,0.00,0.00
3313,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201507,"October, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3314,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201507,"October, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
3315,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201507,"October, 2015",Single super Phosphate,0.00,0.00
3316,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201507,"October, 2015",Triple superphosphate,0.00,0.00
3317,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201507,"October, 2015",UREA,0.00,0.00
3318,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201508,"November, 2015",Diammonium Phosphate,0.00,0.00
3319,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201508,"November, 2015",Monoammonium Phosphate,0.00,0.00
3320,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201508,"November, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3321,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201508,"November, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
3322,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201508,"November, 2015",Single super Phosphate,0.00,0.00
3323,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201508,"November, 2015",Triple superphosphate,0.00,0.00
3324,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201508,"November, 2015",UREA,0.00,0.00
3325,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201509,"December, 2015",Diammonium Phosphate,0.00,0.00
3326,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201509,"December, 2015",Monoammonium Phosphate,0.00,0.00
3327,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201509,"December, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3328,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201509,"December, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
3329,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201509,"December, 2015",Single super Phosphate,0.00,0.00
3330,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201509,"December, 2015",Triple superphosphate,0.00,0.00
3331,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201509,"December, 2015",UREA,0.00,0.00
3332,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016",Diammonium Phosphate,0.00,0.00
3333,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016",Monoammonium Phosphate,0.00,0.00
3334,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3335,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016","nitrogen, phosphorus, and potassium",0.00,0.00
3336,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016",Single super Phosphate,0.00,0.00
3337,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016",Triple superphosphate,0.00,0.00
3338,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201510,"January, 2016",UREA,0.00,0.00
3339,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",Diammonium Phosphate,0.00,0.00
3340,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",Monoammonium Phosphate,0.00,0.00
3341,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3342,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016","nitrogen, phosphorus, and potassium",0.00,0.00
3343,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",Single super Phosphate,0.00,0.00
3344,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",Triple superphosphate,0.00,0.00
3345,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201511,"February, 2016",UREA,0.00,0.00
3346,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",Diammonium Phosphate,0.00,0.00
3347,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",Monoammonium Phosphate,0.00,0.00
3348,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3349,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016","nitrogen, phosphorus, and potassium",0.00,0.00
3350,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",Single super Phosphate,0.00,0.00
3351,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",Triple superphosphate,0.00,0.00
3352,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",201512,"March, 2016",UREA,0.00,0.00
3353,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",Diammonium Phosphate,0.00,0.00
3354,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",Monoammonium Phosphate,0.00,0.00
3355,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3356,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016","nitrogen, phosphorus, and potassium",0.00,0.00
3357,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",Single super Phosphate,0.00,0.00
3358,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",Triple superphosphate,0.00,0.00
3359,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201609,"December, 2016",UREA,0.00,0.00
3360,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",Diammonium Phosphate,0.00,0.00
3361,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",Monoammonium Phosphate,0.00,0.00
3362,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3363,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017","nitrogen, phosphorus, and potassium",0.00,0.00
3364,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",Single super Phosphate,0.00,0.00
3365,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",Triple superphosphate,0.00,0.00
3366,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201610,"January, 2017",UREA,0.00,0.00
3367,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",Diammonium Phosphate,0.00,0.00
3368,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",Monoammonium Phosphate,0.00,0.00
3369,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
3370,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017","nitrogen, phosphorus, and potassium",0.00,0.00
3371,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",Single super Phosphate,0.00,0.00
3372,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",Triple superphosphate,0.00,0.00
3373,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",201611,"February, 2017",UREA,0.00,0.00
3374,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012",Diammonium Phosphate,120.00,0.00
3375,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012",Monoammonium Phosphate,0.00,0.00
3376,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012",Muriate of Potash (MOP) or Potassium Chloride,50.00,0.00
3377,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012","nitrogen, phosphorus, and potassium",40.00,0.00
3378,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012",Triple superphosphate,0.00,0.00
3379,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201201,"April, 2012",UREA,170.00,0.00
3380,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012",Diammonium Phosphate,100.00,0.00
3381,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012",Monoammonium Phosphate,0.00,0.00
3382,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012",Muriate of Potash (MOP) or Potassium Chloride,30.00,0.00
3383,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012","nitrogen, phosphorus, and potassium",0.00,0.00
3384,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012",Triple superphosphate,0.00,0.00
3385,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201202,"May, 2012",UREA,140.00,0.00
3386,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012",Diammonium Phosphate,100.00,0.00
3387,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012",Monoammonium Phosphate,0.00,0.00
3388,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012",Muriate of Potash (MOP) or Potassium Chloride,40.00,0.00
3389,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012","nitrogen, phosphorus, and potassium",40.00,0.00
3390,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012",Triple superphosphate,0.00,0.00
3391,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201203,"June, 2012",UREA,180.00,0.00
3392,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012",Diammonium Phosphate,120.00,0.00
3393,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012",Monoammonium Phosphate,0.00,0.00
3394,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012",Muriate of Potash (MOP) or Potassium Chloride,48.00,0.00
3395,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012","nitrogen, phosphorus, and potassium",30.00,0.00
3396,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012",Triple superphosphate,0.00,0.00
3397,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201204,"July, 2012",UREA,182.00,0.00
3398,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201205,"August, 2012",Diammonium Phosphate,105.00,0.00
3399,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201205,"August, 2012",Monoammonium Phosphate,0.00,0.00
3400,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201205,"August, 2012",Muriate of Potash (MOP) or Potassium Chloride,40.00,0.00
3401,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201205,"August, 2012","nitrogen, phosphorus, and potassium",35.00,0.00
3402,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",201205,"August, 2012",Triple superphosphate,0.00,0.00
