srcYear,srcMonth,Name of the fertilizer used,srcStateName,Required fertilizer quantity,Available fertilizer quantity,YearCode,Year,MonthCode,Month
2013-14,Aug-2013,Triple superphosphate,Rajasthan,0.00,3526.25,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Muriate of Potash (MOP) or Potassium Chloride,Chattishgarh,5000.00,6309.85,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Single super Phosphate,Karnataka,5600.00,2326.05,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Single super Phosphate,Daman & Diu,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Single super Phosphate,Andhra Pradesh,20000.00,8706.20,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Muriate of Potash (MOP) or Potassium Chloride,Maharastra,48800.00,6146.95,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Triple superphosphate,Nagaland,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Triple superphosphate,Tamil Nadu,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Muriate of Potash (MOP) or Potassium Chloride,Tamil Nadu,28000.00,4267.35,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Triple superphosphate,Sikkim,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Diammonium Phosphate,Goa,100.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,"nitrogen, phosphorus, and potassium",Kerala,14000.00,13412.96,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,"nitrogen, phosphorus, and potassium",Uttaranchal,7500.00,4165.15,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Diammonium Phosphate,Lakshadeeep,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Triple superphosphate,Andaman & Nicobar,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Triple superphosphate,Assam,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Diammonium Phosphate,Sikkim,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Monoammonium Phosphate,Megalaya,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Single super Phosphate,Manipur,100.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Triple superphosphate,Jammu & Kashmir,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,"nitrogen, phosphorus, and potassium",West Bengal,58200.00,29962.55,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Muriate of Potash (MOP) or Potassium Chloride,Tripura,2500.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,UREA,Goa,300.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,"nitrogen, phosphorus, and potassium",Tamil Nadu,40180.00,21738.82,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,UREA,Maharastra,252300.00,121388.43,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Single super Phosphate,Mizoram,720.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Muriate of Potash (MOP) or Potassium Chloride,Jammu & Kashmir,1200.00,1018.80,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Monoammonium Phosphate,Assam,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Single super Phosphate,Rajasthan,35000.00,13255.70,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,"nitrogen, phosphorus, and potassium",Uttar Pradesh,65000.00,22909.60,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,UREA,Punjab,430000.00,66395.25,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Triple superphosphate,Lakshadweep,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,UREA,Sikkim,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Diammonium Phosphate,Punjab,100000.00,37185.45,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Single super Phosphate,Lakshadweep,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Triple superphosphate,Kerala,0.00,3156.75,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Triple superphosphate,Harayana,0.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2013-14,Aug-2013,Muriate of Potash (MOP) or Potassium Chloride,Harayana,5000.00,0.00,2013,"Financial Year (Apr - Mar), 2013",201305,"August, 2013"
2014-15,Aug-2014,UREA,Madhya Pradesh,0.00,67091.10,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Nagaland,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Andaman & Nicobar,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Madhya Pradesh,0.00,8443.85,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Uttaranchal,0.00,4318.55,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Punjab,0.00,4278.45,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Orissa,0.00,14070.75,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Assam,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Dadra & Nagar Haveli,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Single super Phosphate,Jharkhand,15000.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Himachal Pradesh,0.00,130.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Assam,0.00,1471.75,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Daman & Diu,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Arunachal Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Jammu & Kashmir,0.00,12080.40,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Assam,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Nagaland,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Harayana,0.00,10337.70,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Gujarat,0.00,6313.85,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Assam,0.00,3289.55,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Orissa,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Orissa,0.00,22161.10,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,West Bengal,7500.00,7046.90,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Uttar Pradesh,0.00,3338.15,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Kerala,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Gujarat,0.00,26550.91,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Rajasthan,0.00,396.65,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Arunachal Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,West Bengal,12200.00,6213.24,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Dadra & Nagar Haveli,0.00,16.85,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Maharastra,0.00,56048.51,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Bihar,0.00,7673.75,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Manipur,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Daman & Diu,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Manipur,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Kerala,0.00,3156.75,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Tripura,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Karnataka,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Manipur,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Karnataka,100000.00,32243.35,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Arunachal Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Megalaya,0.00,100.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Jammu & Kashmir,0.00,704.20,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Himachal Pradesh,0.00,53.40,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Bihar,0.00,5979.70,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Andaman & Nicobar,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Harayana,0.00,953.25,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Mizoram,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Uttaranchal,0.00,2585.30,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Delhi,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Tamil Nadu,0.00,2846.20,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Delhi,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Jharkhand,10000.00,1424.75,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Bihar,0.00,16316.10,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Jharkhand,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Jharkhand,7500.00,649.55,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Uttar Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Andhra Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Punjab,0.00,10699.10,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Jammu & Kashmir,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Nagaland,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Megalaya,0.00,100.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Chattishgarh,0.00,15586.50,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Tamil Nadu,0.00,5926.10,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Andhra Pradesh,154000.00,224252.74,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Kerala,0.00,716.50,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Tamil Nadu,0.00,33403.52,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Uttar Pradesh,0.00,194357.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Uttaranchal,0.00,168.30,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Gujarat,0.00,16775.23,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Orissa,0.00,30034.75,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Andaman & Nicobar,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Daman & Diu,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Chattishgarh,0.00,7107.75,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Andhra Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Gujarat,0.00,12714.30,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Kerala,0.00,267.65,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Single super Phosphate,Karnataka,30000.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Madhya Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Pondicherry,0.00,5.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Bihar,0.00,23382.60,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Dadra & Nagar Haveli,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Nagaland,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Dadra & Nagar Haveli,0.00,15.55,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Bihar,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Manipur,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Pondicherry,0.00,12.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Delhi,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Karnataka,83000.00,33869.90,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Bihar,0.00,18332.20,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Uttaranchal,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Arunachal Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Himachal Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Maharastra,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Tamil Nadu,0.00,305.90,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Karnataka,0.00,11905.40,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Jammu & Kashmir,0.00,4911.80,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Jharkhand,20000.00,6239.80,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,West Bengal,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Arunachal Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Goa,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Uttaranchal,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Delhi,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Nagaland,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Maharastra,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Tamil Nadu,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Delhi,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Chattishgarh,0.00,3858.25,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Mizoram,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Manipur,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Dadra & Nagar Haveli,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Delhi,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Tripura,0.00,3.25,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Chattishgarh,0.00,10515.20,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Arunachal Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Tripura,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Rajasthan,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Madhya Pradesh,0.00,26281.75,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Kerala,0.00,19232.10,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Megalaya,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Tripura,0.00,3.75,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Karnataka,10000.00,11799.17,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Andhra Pradesh,20000.00,17902.39,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Pondicherry,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Punjab,0.00,18756.60,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Himachal Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Orissa,0.00,4134.60,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Tripura,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Mizoram,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Assam,0.00,3725.30,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Himachal Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Kerala,0.00,2.65,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Punjab,0.00,1350.65,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Andaman & Nicobar,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Goa,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Jammu & Kashmir,0.00,570.90,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Chattishgarh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,UREA,Tripura,0.00,2163.50,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Rajasthan,0.00,1826.30,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Daman & Diu,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Karnataka,93000.00,119151.08,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Pondicherry,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Uttaranchal,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Andaman & Nicobar,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Triple superphosphate,Punjab,0.00,3355.30,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Andhra Pradesh,75000.00,27881.40,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Muriate of Potash (MOP) or Potassium Chloride,Harayana,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,"nitrogen, phosphorus, and potassium",Gujarat,0.00,16423.90,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Monoammonium Phosphate,Jharkhand,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
2014-15,Aug-2014,Diammonium Phosphate,Madhya Pradesh,0.00,65141.92,2014,"Financial Year (Apr - Mar), 2014",201405,"August, 2014"
