srcYear,srcMonth,Name of the fertilizer used,srcStateName,Required fertilizer quantity,Available fertilizer quantity,YearCode,Year,MonthCode,Month
2014-15,Jul-2014,Muriate of Potash (MOP) or Potassium Chloride,Bihar,0.00,6402.50,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,"nitrogen, phosphorus, and potassium",Delhi,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Triple superphosphate,Karnataka,0.00,11905.40,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Triple superphosphate,Rajasthan,0.00,3526.25,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Diammonium Phosphate,Uttaranchal,0.00,216.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Muriate of Potash (MOP) or Potassium Chloride,Maharastra,0.00,31522.80,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,"nitrogen, phosphorus, and potassium",Tripura,0.00,3.75,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Monoammonium Phosphate,Punjab,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Muriate of Potash (MOP) or Potassium Chloride,Himachal Pradesh,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Triple superphosphate,Nagaland,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Diammonium Phosphate,Andhra Pradesh,50000.00,15510.70,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Muriate of Potash (MOP) or Potassium Chloride,Gujarat,0.00,14578.30,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Diammonium Phosphate,Maharastra,0.00,1960.35,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,"nitrogen, phosphorus, and potassium",Manipur,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Muriate of Potash (MOP) or Potassium Chloride,Punjab,0.00,7033.85,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,"nitrogen, phosphorus, and potassium",Mizoram,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,"nitrogen, phosphorus, and potassium",Bihar,0.00,6636.65,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,UREA,Tripura,0.00,2163.50,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,UREA,Dadra & Nagar Haveli,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,"nitrogen, phosphorus, and potassium",Chattishgarh,0.00,5240.75,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,"nitrogen, phosphorus, and potassium",Gujarat,0.00,15643.66,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,"nitrogen, phosphorus, and potassium",Andaman & Nicobar,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Monoammonium Phosphate,Kerala,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Monoammonium Phosphate,Tamil Nadu,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,"nitrogen, phosphorus, and potassium",Jharkhand,2500.00,579.35,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2014-15,Jul-2014,Triple superphosphate,Andaman & Nicobar,0.00,0.00,2014,"Financial Year (Apr - Mar), 2014",201404,"July, 2014"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Jharkhand,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Kerala,0.00,3156.75,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Telangana,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Chandigarh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Harayana,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Andaman & Nicobar,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Rajasthan,0.00,1302.10,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Madhya Pradesh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Harayana,0.00,15031.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Bihar,0.00,22863.05,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Chandigarh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Andhra Pradesh,0.00,35807.34,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Chattishgarh,0.00,3858.25,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Gujarat,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Jharkhand,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Dadra & Nagar Haveli,0.00,0.90,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Jammu & Kashmir,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Manipur,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Goa,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Madhya Pradesh,0.00,2615.60,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,West Bengal,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Jharkhand,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Delhi,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Uttaranchal,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Pondicherry,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Himachal Pradesh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Karnataka,60050.00,50987.02,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Megalaya,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Kerala,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Andhra Pradesh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Delhi,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Madhya Pradesh,0.00,7565.37,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,West Bengal,0.00,739.01,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Harayana,0.00,10070.05,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Orissa,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Harayana,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Jharkhand,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Karnataka,30000.00,31619.30,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Maharastra,0.00,41732.82,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Rajasthan,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Himachal Pradesh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Tamil Nadu,0.00,3317.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Nagaland,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Telangana,50000.00,24405.70,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Nagaland,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Assam,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Kerala,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Telangana,20000.00,3437.25,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Jammu & Kashmir,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Tripura,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Mizoram,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Goa,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Assam,0.00,11247.80,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Rajasthan,0.00,3981.50,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Maharastra,0.00,2574.62,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Uttar Pradesh,0.00,32315.50,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Andhra Pradesh,0.00,17390.15,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Telangana,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Punjab,0.00,847.45,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Uttar Pradesh,0.00,50872.68,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Jharkhand,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Himachal Pradesh,0.00,64.70,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Gujarat,0.00,6313.85,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Bihar,0.00,5236.35,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Tamil Nadu,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Megalaya,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Arunachal Pradesh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Orissa,0.00,4103.75,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Mizoram,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Andaman & Nicobar,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Arunachal Pradesh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Jammu & Kashmir,0.00,771.90,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Andaman & Nicobar,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Manipur,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Himachal Pradesh,0.00,35.55,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Assam,0.00,2479.20,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Tripura,0.00,5.65,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Orissa,0.00,2297.70,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Harayana,0.00,1041.05,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Uttaranchal,0.00,16.25,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Pondicherry,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Gujarat,0.00,32830.96,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Goa,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Gujarat,0.00,21837.68,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Jammu & Kashmir,0.00,5775.85,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Chattishgarh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Karnataka,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Manipur,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Dadra & Nagar Haveli,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Nagaland,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Gujarat,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Andaman & Nicobar,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Karnataka,100000.00,9793.30,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Chattishgarh,0.00,4268.60,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Maharastra,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Bihar,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Nagaland,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Kerala,0.00,9924.06,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Rajasthan,0.00,2042.30,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Rajasthan,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Arunachal Pradesh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Bihar,0.00,2378.70,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Uttaranchal,0.00,1869.70,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Himachal Pradesh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Dadra & Nagar Haveli,0.00,25.30,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Jharkhand,0.00,71.25,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Bihar,0.00,7673.75,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Megalaya,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Manipur,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Assam,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Madhya Pradesh,0.00,16131.10,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Telangana,90000.00,11584.25,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Uttar Pradesh,0.00,16125.25,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Tamil Nadu,0.00,8391.65,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Kerala,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Bihar,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,West Bengal,0.00,1008.43,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Bihar,0.00,21715.90,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Chandigarh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Jammu & Kashmir,0.00,9600.50,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Uttar Pradesh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Manipur,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Dadra & Nagar Haveli,0.00,20.20,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Harayana,0.00,3274.75,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Mizoram,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Megalaya,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Pondicherry,0.00,56.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Tamil Nadu,0.00,21415.57,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Telangana,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Assam,0.00,3885.10,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Karnataka,0.00,11905.40,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Tripura,0.00,3.55,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Gujarat,0.00,5271.79,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Madhya Pradesh,0.00,24626.70,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Chattishgarh,0.00,9159.50,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Uttaranchal,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Nagaland,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Assam,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Andhra Pradesh,0.00,8843.60,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Telangana,5000.00,8116.49,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Kerala,0.00,779.90,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Uttar Pradesh,0.00,60286.70,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Gujarat,0.00,2988.95,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Delhi,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Goa,0.00,18.50,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Punjab,0.00,3355.30,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Triple superphosphate,Dadra & Nagar Haveli,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Orissa,0.00,3448.85,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Karnataka,20000.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Andaman & Nicobar,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Chandigarh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,"nitrogen, phosphorus, and potassium",Uttaranchal,0.00,3370.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Tripura,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Jammu & Kashmir,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Tripura,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Jharkhand,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Mizoram,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Chandigarh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Monoammonium Phosphate,Pondicherry,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Karnataka,40000.00,2424.45,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Single super Phosphate,Maharastra,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Diammonium Phosphate,Megalaya,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,Muriate of Potash (MOP) or Potassium Chloride,Himachal Pradesh,0.00,0.00,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
2015-16,Jul-2015,UREA,Tamil Nadu,0.00,675.18,2015,"Financial Year (Apr - Mar), 2015",201504,"July, 2015"
