Station name,srcStateName,Year,StateCode,StateName,IntermediateRatio
"DUG WELL AT GHANE  KUNT, NEAR AWASTHI,  OWNED BY SHRI RAJENDRA  AMRE",MAHARASHTRA,2016,27,MAHARASHTRA,1
"S R SPIRIT BAHMNI WALA ROAD, JALALABAD (WEST)",PUNJAB,2018,3,PUNJAB,1
KAROOR (PALA),KERALA,2012,32,KERALA,1
"BOREWELL/ HANDPUMP IN PARSABHATA, BALCO, KORBA, CHHATISGARH.",CHHATTISGARH,2018,22,CHHATTISGARH,1
"*BARPETA, ASSAM",Assam,2013,18,ASSAM,1
GROUND WATER FROM TEZPUR COLLEGIATE HIGH SCHOOL,ASSAM,2018,18,ASSAM,1
"WELL C/O GOVT. PRESS,",LAKSHADWEEP,2019,31,LAKSHADWEEP,1
"TAP WATER INSIDE THE CAMPUS OF TOURIST CAFETERIA, NALANDA",BIHAR,2017,10,BIHAR,1
BEGUSARAI,Bihar,2013,10,BIHAR,1
"A.D.NAGAR, AGARTALA,  TRIPURA",TRIPURA,2013,16,TRIPURA,1
"PAPPANAMKODE,THIRUVANANTHAPURAM",KERALA,2012,32,KERALA,1
KUDRA HAND PUMP WATER AT RAILWAY STATION,BIHAR,2018,10,BIHAR,1
"AT INDUSTRIAL AREA, FATEHPUR",UTTAR PRADESH,2012,9,UTTAR PRADESH,1
GROUND WATER POINT AT  PURULIA RK MISSION,WEST BENGAL,2019,19,WEST BENGAL,1
"OPENWELL AT TOULAZOUMA VILLAGE, DIMAPUR",NAGALAND,2017,13,NAGALAND,1
"BORE WELL NEAR VILLAGE SECRETARIAT,  PATHAPADU (V)",ANDHRA PRADESH,2017,28,ANDHRA PRADESH,1
SHAHPUR (SPECIFY LOCATION),Bihar,2014,10,BIHAR,1
"BOREWELL/ HANDPUMP IN PARSABHATA, BALCO, KORBA, CHHATISGARH.",CHHATTISGARH,2017,22,CHHATTISGARH,1
"B/W NEAR PEDDAKONDUR  VILLAGE (AGRICULTURAL FIELD),  CHOUTUPPAL MANDAL",TELANGANA,2019,36,TELANGANA,1
"MORA - HAJIRA (INDUSTRIAL),  HAJIRA",Gujarat,2013,24,GUJARAT,1
BORE WELL WATER POINT AT ZP  GIRLS HIGH SCHOOL BHUDAM  POCHAMPALLY (V & M)  YADADRI DISTRICT,TELANGANA,2019,36,TELANGANA,1
NALAGARH INDUSTRIAL AREA,HIMACHAL PRADESH,2016,2,HIMACHAL PRADESH,1
"WELL OF BHIKSINGH S/O AMAR  SINGH PUROHIT, SAKARNA  BERA, BALOTRA, JODHPUR,  RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"IB THERMAL POWER STATION, JHARSUGUDA",ODISHA,2018,21,ODISHA,1
"SURIYAMPALAYAM BOREWELL  (HAND PUMP) OWNED BY  ERODE CORPORATION LOATED  OPPOSITE TO M/S. PIONEER  PROCESSING INDIA PVT. LTD.,  BHAVANI MAIN ROAD, R.N.  PUDUR POST, ERODE",TAMIL NADU,2019,33,TAMIL NADU,1
"BOREWELL OF GIDC-NADIAD AT  GIDC OFFICE, GIDC NADIAD,  KHEDA",GUJARAT,2019,24,GUJARAT,1
"INSIDE TATA METALIKS,  KHARAGPUR",WEST BENGAL,2012,19,WEST BENGAL,1
"BOREWELL NEAR GIDC ODHAV INDUSTRIAL ASSOCIATION BUILDING, GIDC, ODHAV, AHMEDABAD",GUJARAT,2018,24,GUJARAT,1
HAND PUMP AT DALHOUSIE TOWN,HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
"VILLAGE BAGER MEO,  TEHSIL- RAMGARH, ALWAR",RAJASTHAN,2016,8,RAJASTHAN,1
ROHTAS HAND PUMP WATER AT BUS STAND SASARAM,BIHAR,2018,10,BIHAR,1
VADAVATHOOR (KOTTAYAM),Kerala,2013,32,KERALA,1
"BORE WELL M/S R.C. PALACE HOTEL, BHIWADI, RAJASTHAN",RAJASTHAN,2018,8,RAJASTHAN,1
GROUND WATER FROM BARH,BIHAR,2019,10,BIHAR,1
"BOREWELL LOCATED AT  GOVERNMENT PRIMARY  SCHOOL, SY. NO 32 DHULAPALLY  (V) QUTHBULLAPUR (M)  MEDCHAL DISTRICT.",TELANGANA,2019,36,TELANGANA,1
BEGUSARAI,Bihar,2014,10,BIHAR,1
GROUND WATER SAMPLING AT  TWO POINTS IN INDUSTRIAL,MADHYA PRADESH,2016,23,MADHYA PRADESH,1
GROUND WATER AT SITAR GANJ INDUSTRIAL AREA- 2,UTTARAKHAND,2018,5,UTTARAKHAND,1
MADHEPURA,Bihar,2013,10,BIHAR,1
"BORE WELL - NAGIRI, CHITTOOR DIST",ANDHRA PRADESH,2016,28,ANDHRA PRADESH,1
"BOREWELL OF SHRI  KANKESHWAR MAHADEV  MANDIR, OPP. MSW DUMPSITE,  VIBHAPAR",GUJARAT,2019,24,GUJARAT,1
GROUNDWATER AT  UTTARBANGA KRISHI  VISHWAVIDYALAYA,WEST BENGAL,2019,19,WEST BENGAL,1
"NEAR SAMSHAN VISHWAKARMA  NAGAR, MAHARANIFARM, JAIPUR",RAJASTHAN,2012,8,RAJASTHAN,1
BORE WELL OF SANTEJ VILLAGE.,GUJARAT,2018,24,GUJARAT,1
GROUND WATER SAMPLING  BLOCATION IN VILLAGE MAIN,PUNJAB,2019,3,PUNJAB,1
BAROTIWALA INDUSTRIAL  AREA,HIMACHAL PRADESH,2016,2,HIMACHAL PRADESH,1
BOREWELL OF VKIA  RECREATIONAL CLUB JAIPUR,RAJASTHAN,2019,8,RAJASTHAN,1
UNA INDUSTRIAL AREA,HIMACHAL PRADESH,2016,2,HIMACHAL PRADESH,1
"DOMJUR HOWRAH, WEST BENGAL",WEST BENGAL,2017,19,WEST BENGAL,1
"MEERUT ROAD INDUSTRIAL AREA  GHAZIABAD, U.P",Uttar Pradesh,2013,9,UTTAR PRADESH,1
"TUITHANG VENG, TUIKHUR",MIZORAM,2017,15,MIZORAM,1
"BUDHIPADAR, JHARSUGUDA",ODISHA,2019,21,ODISHA,1
"B/W AT AKBARNAGAR, RAMAGUNDAM, KARIMNAGAR",TELANGANA,2017,36,TELANGANA,1
HAND PUMP AT KALA AMB,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
"MIDC, SHINOLI, CHENDGAD",MAHARASHTRA,2017,27,MAHARASHTRA,1
"SAVALI, MIRAJ, SANGLI",MAHARASHTRA,2019,27,MAHARASHTRA,1
"IFFCO, PHOOLPUR,  ALLAHABAD",UTTAR PRADESH,2016,9,UTTAR PRADESH,1
"CAPITAL HOSPITAL AREA, BHUBANESWAR",ODISHA,2018,21,ODISHA,1
HAND PUMP INSTALLED AT VILLAGE BELA DHIANI TEHSIL NANGAL POPAR,PUNJAB,2018,3,PUNJAB,1
"BORE WELL AT IDA,  RAMANAYYAPETA, KKAINADA",ANDHRA PRADESH,2019,28,ANDHRA PRADESH,1
WELL AT PILERNE  INDUSTRIAL  ESTATE(M/S  UNICHEM ),GOA,2016,30,GOA,1
"NEAR RAILWAY STATION, SAMBALPUR",ODISHA,2018,21,ODISHA,1
"PALSORA VILLAGE, CHANDIGARH",CHANDIGARH,2017,4,CHANDIGARH,1
SAMASTIPUR,BIHAR,2012,10,BIHAR,1
"WELL AT CULVERT ON A.B.  ROAD, MAKSI",MADHYA PRADESH,2019,23,MADHYA PRADESH,1
PANDESARA (INDSTRIAL) SURAT,GUJARAT,2017,24,GUJARAT,1
"BORE WELL WATER (PHED PUMP  HOUSE) SADAR HOSPITAL  CAMPUS, MUZAFFARPUR",BIHAR,2019,10,BIHAR,1
FULBARI BARRAGE,WEST BENGAL,2018,19,WEST BENGAL,1
SHANGPUNG (UMSAHEP SPRING),MEGHALAYA,2018,17,MEGHALAYA,1
"WELL/ HAND PUMPS IN THE  RIICO INDUSTRIAL AREA, BANSWARA, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
"INDUSTRIAL ESTATE, BYRNIHAT  (NARBONG WELL - SPRING)",MEGHALAYA,2019,17,MEGHALAYA,1
WELL AT K.M.M.L. (KOLLAM),KERALA,2019,32,KERALA,1
BOREWELL WATER NEAR  MANGALIJYOTHI SCHOOL MSW  SITE VAMMANJOOR,KARNATAKA,2019,29,KARNATAKA,1
GROUND WATER AT  PANTNAGAR INDUSTRIAL  AREA- 2,UTTARAKHAND,2016,5,UTTARAKHAND,1
SAHARSA,Bihar,2013,10,BIHAR,1
"RISHRA, WEST BENGAL",WEST BENGAL,2018,19,WEST BENGAL,1
"BOREWELL AT SIGNAL POINT, DIMAPUR",NAGALAND,2018,13,NAGALAND,1
WELL-1 AT GOPALGANJ,BIHAR,2012,10,BIHAR,1
"CHERTHALA, ALLEPPY, KERALA",Kerala,2013,32,KERALA,1
HOT SPRING AT BAKRESHWAR,WEST BENGAL,2014,19,WEST BENGAL,1
"INSIDE TATA METALIKS,  KHARAGPUR",WEST BENGAL,2019,19,WEST BENGAL,1
"AT NALAGARH, H.P",HIMACHAL PRADESH,2013,2,HIMACHAL PRADESH,1
"BOREWELL/ HANDPUMP IN DHANRAS, NTPC, KORBA, CHHATISGARH.",CHHATTISGARH,2017,22,CHHATTISGARH,1
GROUND WATER FROM PIRO,BIHAR,2019,10,BIHAR,1
MANGALDOI TOWN,ASSAM,2018,18,ASSAM,1
"KATHODA, JABALPUR",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
"VILLAGE AGYARA, TEHSIL-  RAMGARH, ALWAR, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"GROUND WATER FROM  HAMREN, ASSAM",ASSAM,2019,18,ASSAM,1
OPEN WELL NEAR PARTAP  NAGAR BRIDGE -KAKINADA,ANDHRA PRADESH,2019,28,ANDHRA PRADESH,1
KHAGARIA,Bihar,2013,10,BIHAR,1
JAJMAU INDL AREA No. 6  KANPUR,UTTAR PRADESH,2012,9,UTTAR PRADESH,1
"BOREWELL IN THE HOUSE AKRAM KHAN, AMLAKI, KHARGANJ INDL AREA, TIJARA, ALWAR",RAJASTHAN,2018,8,RAJASTHAN,1
"WELL AT KOTHAPURINATHAM, THIRUVANDARKOIL",PUDUCHERRY,2018,34,PUDUCHERRY,1
GROUND WATER SAMPLING AT TWO  POINTS IN INDL AREA MALANPUR,MADHYA PRADESH,2012,23,MADHYA PRADESH,1
WELL C/O ANDAM PALLI,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
"OPENWELL AT LUNGWIRAM VILLAGE, DIMAPUR",NAGALAND,2017,13,NAGALAND,1
WELL AT KURUMBAPET,PUDUCHERRY,2018,34,PUDUCHERRY,1
"SHUKLA TEA STAL POINT, LUDHIANA",PUNJAB,2016,3,PUNJAB,1
"WELL OF RAM CHANDRA  DEWRA, VILLAGE- SANGARIA,  JODHPUR, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"NEAR LANDFILL SITE, AMRITSAR, PUNJAB",PUNJAB,2018,3,PUNJAB,1
"WELL AT KAROL BAGH, DELHI",DELHI,2019,7,DELHI,1
"PUBLIC HAND PUMP BEFORE SANGANER PULIA, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
WELL AT KURUMBAPET,PUDUCHERRY,2017,34,PUDUCHERRY,1
ARRAH (SPECIFY LOCATION),Bihar,2014,10,BIHAR,1
"NAGAR PALIKA TUBE WELL,  SULTANPUR, U.P",UTTAR PRADESH,2012,9,UTTAR PRADESH,1
"SHRI MUKESH RAJPUROHIT,  INFORNT OF GS-197-A,  PUNAYATA INDUSTRY ROAD,  NEAR BY NATIONAL HIGHWAY  PALI-JODHPUR, CETP-IV, PALI",RAJASTHAN,2019,8,RAJASTHAN,1
"VILLAGE DUNETHA,DAMAN","Daman, Diu, Dadra Nagar Haveli",2013,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"TUITHANG VENG, TUIKHUR",MIZORAM,2019,15,MIZORAM,1
"NEAR HARMANDIR SAHEB, AMRITSAR, PUNJAB",PUNJAB,2018,3,PUNJAB,1
ULUBERIA COLLEGE AT HOWRAH,WEST BENGAL,2014,19,WEST BENGAL,1
VAISHALI TAP WATER AT RAILWAY STATION CAMPUS HAZIPUR,BIHAR,2016,10,BIHAR,1
WELL NEAR BADER PALLI,LAKSHADWEEP,2017,31,LAKSHADWEEP,1
"IFFCO, PHOOLPUR, ALLAHABAD, U.P",UTTAR PRADESH,2018,9,UTTAR PRADESH,1
"WELL AT MUSIRI, TAMIL NADU",TAMIL NADU,2017,33,TAMIL NADU,1
"WELL OF SH MOOL CHAND  RAIGER, MANPUR MACHERI,  JAIPUR, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
B W OF NAVLOK GARDENS  NELLORE AP,ANDHRA PRADESH,2014,28,ANDHRA PRADESH,1
"MADHUPATNA- KALYAN NAGAR AREA,  CUTTACK",ODISHA,2016,21,ODISHA,1
"Bore well at MIDC  Gokul-Shirgaon. Village- Gokul-Shirgaon, Taluka- Karvir, District- Kolhapur.",Maharashtra,2013,27,MAHARASHTRA,1
"GROUND WATER FROM NAZIRA, ASSAM",ASSAM,2017,18,ASSAM,1
"WELL AT CHUNGAPALLY, KERALA",KERALA,2017,32,KERALA,1
"ZOBAWK VENG HAND PUMP, LUNGLEI",MIZORAM,2017,15,MIZORAM,1
"WELL AT IBRAHIMGANJ NEAR  BUS STAND, BHOPAL",MADHYA PRADESH,2019,23,MADHYA PRADESH,1
MANER (SPECIFY LOCATION),Bihar,2014,10,BIHAR,1
KAROOR (PALA),KERALA,2018,32,KERALA,1
"GROUND WATER FROM TEZPUR  (MISSION CHARIALI), ASSAM",ASSAM,2019,18,ASSAM,1
INDL. ESTATE TARAPUR,MAHARASHTRA,2012,27,MAHARASHTRA,1
BOREWELL VIJAY KUMAR AUTONAGAR  VIJAYAWADA,ANDHRA PRADESH,2017,28,ANDHRA PRADESH,1
"PABUPURA ROAD NEAR CIVIL AIR  PORT, JODHPUR (MANGILAL RATHOR)",Rajasthan,2013,8,RAJASTHAN,1
"WELL-2 AT GOPALGANJ (SPECIFY  LOCATION), BIHAR",Bihar,2014,10,BIHAR,1
"OPENWELL AT DOYAPUR DHANSIRIPAR DIVISION, DIMAPUR",NAGALAND,2018,13,NAGALAND,1
GROUND WATER POINT AT PURULIA RK MISSION,WEST BENGAL,2017,19,WEST BENGAL,1
SAMASTIPUR HAND PUMP WATER  AT COLLECTRIATE CAMPUS,BIHAR,2016,10,BIHAR,1
"GROUND WATER QUALITY STATION SARDARNAGAR, U.P",UTTAR PRADESH,2018,9,UTTAR PRADESH,1
"SUJAN GANGA, BHARATPUR",RAJASTHAN,2012,8,RAJASTHAN,1
GROUND WATER AT  BAROTIWALA INDUSTRIAL AREA,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
"TANGRA, CALCUTTA , WEST  BENGAL",WEST BENGAL,2019,19,WEST BENGAL,1
"WELL AT T.R.PATTINAM, KARAIKAL",PUDUCHERRY,2017,34,PUDUCHERRY,1
B/W NEAR LINGAREDDYGUDAM VILLAGE (BESIDE CHOUTUPPAL- VALIGONDA ROAD) CHOUTUPPAL MANDAL,TELANGANA,2018,36,TELANGANA,1
"WELL OF TEMPLE PARASSINIKADAVU, KANNUR",KERALA,2018,32,KERALA,1
BOREWELL OF GIDC KANSARI,GUJARAT,2017,24,GUJARAT,1
"WELL AT VILLAGE HARCHANDPUR, VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
"BOREWELL D/S TSDF SITE, GIDC  INDUSTRIAL AREA, VAPI",GUJARAT,2019,24,GUJARAT,1
BETTIAH (SPECIFY LOCATION),Bihar,2013,10,BIHAR,1
HAND PUMP AT KALA AMB,HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
"NEAR  PANTHANIVAS, SAMBALPUR",ODISHA,2017,21,ODISHA,1
"INSIDE TATA METALIKS,  KHARAGPUR",WEST BENGAL,2013,19,WEST BENGAL,1
"HAND PUMP NEAR NEVTA TIRAHA,  NEVTA DAM, SANGANER, JAIPUR, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
"HAND PUMP WATER AT CIVIL COURT, AURANGABAD",BIHAR,2018,10,BIHAR,1
MEHASANA,GUJARAT,2018,24,GUJARAT,1
"VILLAGE DAURALA, MEERUT",Uttar Pradesh,2014,9,UTTAR PRADESH,1
"AT DAMTAL, H.P",HIMACHAL PRADESH,2014,2,HIMACHAL PRADESH,1
"SDO OFFICE, KRISHNANAGAR",WEST BENGAL,2017,19,WEST BENGAL,1
WELL AT SOMNATH INDL ESTATE,DAMAN,2012,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"GROUND WATER NEAR BADARPUR INDUSTRIAL AREA AT BADARPUR GHAT, KARIMGANJ",ASSAM,2017,18,ASSAM,1
"WELL AT PEERAGARHI, DELHI",DELHI,2018,7,DELHI,1
Open well at Tadavai,ANDHRA PRADESH,2014,28,ANDHRA PRADESH,1
"LANKAMURA, TRIPURA",TRIPURA,2016,16,TRIPURA,1
UNCHAHAAR (NEAR THERMAL  POWER PLANT,Maharashtra,2013,27,MAHARASHTRA,1
UNCHAHAAR (NEAR THERMAL POWER PLANT),UTTAR PRADESH,2018,9,UTTAR PRADESH,1
MAT RIVER,MIZORAM,2018,15,MIZORAM,1
"M/S KANORIA CHEMICAL SONBHADRA, U.P",UTTAR PRADESH,2017,9,UTTAR PRADESH,1
HAND PUMP IN THE PREMISES OF ZILLA PARISHAD PRIMARY SCHOOL,MAHARASHTRA,2017,27,MAHARASHTRA,1
"WELL AT RASHTRAPATI BHAWAN, DELHI",DELHI,2018,7,DELHI,1
HAND PUMP AT CHAMBA TOWN,HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
"SH. BHANA RAM KALAL, DHARU  NAGAR, NEAR MAIN MANDIA ROAD, OPP. VILLAGE MANDIA, PALI",RAJASTHAN,2012,8,RAJASTHAN,1
"GROUND WATER NEAR COMMERCIAL AUTO MOBILE NEAR BHARAT PETROL PUMP, VINDHYA NAGAR, SINGROULI",MADHYA PRADESH,2018,23,MADHYA PRADESH,1
"GROUND AROUND STP  DINAPUR, VARANASI, U.P",UTTAR PRADESH,2019,9,UTTAR PRADESH,1
"OLD TOWN- SAMANTARAAIPUR  AREA, BHUBANESWAR",ODISHA,2019,21,ODISHA,1
"RANIHAT- MANGALABAGH AREA,  CUTTACK, ODISHA",Odisha,2014,21,ODISHA,1
HAND PUMP AT DALHOUSIE TOWN,HIMACHAL PRADESH,2013,2,HIMACHAL PRADESH,1
FATHIMAPURAM (CHANGANASSERY),KERALA,2018,32,KERALA,1
"WELL AT KAROL BAGH, DELHI",DELHI,2018,7,DELHI,1
"BORE WELL AT KAPULUPPADA  DUMPSITE, VISHAKHAPATNAM",ANDHRA PRADESH,2019,28,ANDHRA PRADESH,1
"RANIHAT- MANGALABAGH AREA,  CUTTACK, ORISSA",ORISSA,2012,21,ODISHA,1
"*SILCHAR, ASSAM",Assam,2014,18,ASSAM,1
WELL C/O ANDAM PALLI,LAKSHADWEEP,2016,31,LAKSHADWEEP,1
"Dugwell at Ghane Kunth near  Awashi, Owned by Shri. Rajendra Ambre vill Ghanekunth Tal. Khed, Dist.  Ratnagiri",Maharashtra,2014,27,MAHARASHTRA,1
"WELL AT MARUTHI SCHOOL, KARUVADIKUPPAM",PUDUCHERRY,2017,34,PUDUCHERRY,1
MEHATPUR INDUSTRIAL AREA,HIMACHAL PRADESH,2014,2,HIMACHAL PRADESH,1
"WELL OF BHIKSINGH S/O AMAR SINGH PUROHIT, SAKARNA BERA, BALOTRA, JODHPUR, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
"DURGAPUR TOWN, BURDWAN",WEST BENGAL,2016,19,WEST BENGAL,1
"GROUND WATER FROM LEDO, MARGHERITA, ASSAM",ASSAM,2018,18,ASSAM,1
"GIDC, HALOL, PANCHMAHAL",GUJARAT,2018,24,GUJARAT,1
JAMALPUR HAND PUMP WATER AT POLICE STAITION JAMALPUR,BIHAR,2016,10,BIHAR,1
"GROUND WATER NEAR MSW  DUMPING SITE AT GARCHUK- GUWAHATI, ASSAM",ASSAM,2019,18,ASSAM,1
BASIRHAT MUNICIPALITY,WEST BENGAL,2014,19,WEST BENGAL,1
"CAPITAL HOSPITAL AREA,  BHUBANESWAR, ORISSA",ORISSA,2012,21,ODISHA,1
"OPENWELL AT LUNGWIRAM  VILLAGE, DIMAPUR",NAGALAND,2019,13,NAGALAND,1
B/W NEAR BHIMANPALLI VILLAGE (OPEN LAND ) POCHAMPALLY MANDAL,TELANGANA,2018,36,TELANGANA,1
GROUND WATER AT SITAR GANJ INDUSTRIAL AREA- 1,UTTARAKHAND,2017,5,UTTARAKHAND,1
"SARVODAPURAM, ALAPPUZHA",Kerala,2013,32,KERALA,1
"PANKI INDUSTRIAL AREA NEAR INDUSTRY OF AMMONIA FERTIZER KANPUR, U.P",UTTAR PRADESH,2017,9,UTTAR PRADESH,1
"DEVA ROAD, INDUSTRIAL AREA,  CHAINHAT, LKO NEAR UPTRON POLICE CHOWKI, LUCKNOW",UTTAR PRADESH,2012,9,UTTAR PRADESH,1
"HANDPUMP, VILL DHERIWAL, DIST PATHANKOT",PUNJAB,2018,3,PUNJAB,1
GROUND WATER FROM  BISWANATH CHARIALI TOWN,ASSAM,2019,18,ASSAM,1
"NEAR SHREE KALYANESHWAR  MAHADEV TEMPLE, JAI SINGH PURA KHURD, JAIPUR",RAJASTHAN,2012,8,RAJASTHAN,1
"NEAR RAILWAY STATION,  SAMBALPUR",ODISHA,2019,21,ODISHA,1
PURNEA,Bihar,2013,10,BIHAR,1
"AT PAONTA SAHIB, H.P",HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
VAISHALI TAP WATER AT RAILWAY STATION CAMPUS HAJIPUR,BIHAR,2017,10,BIHAR,1
"DHAPA CALCUTTA, WEST BENGAL",WEST BENGAL,2014,19,WEST BENGAL,1
"MALAPURAM , KERALA",KERALA,2018,32,KERALA,1
"NEAR LANDFILL SITE, AMRITSAR, PUNJAB",PUNJAB,2017,3,PUNJAB,1
"MANCHESWAR INDUSTRIAL AREA,  BHUBANESWAR, ODISHA",Odisha,2014,21,ODISHA,1
HAZARDOUS WASTE DUMP (AMBALAMUGHAL),KERALA,2017,32,KERALA,1
"SDO OFFICE, RANAGHAT",WEST BENGAL,2017,19,WEST BENGAL,1
"NEAR FLY ASH DUMPING SITE-KUNTIGHAT, BANDEL",WEST BENGAL,2018,19,WEST BENGAL,1
KHARAGPUR INDUSTRIAL AREA,WEST BENGAL,2012,19,WEST BENGAL,1
GROUND WATER POINT INSIDE  BURDWAN UNIVERSITY,WEST BENGAL,2014,19,WEST BENGAL,1
"B/W. - PANCHAYAT OFFICE , ,  BOLLARAM (V) MEDAK DIST., A.P",ANDHRA PRADESH,2013,36,TELANGANA,1
"BOREWELL WATER AT VILLAGE  TARPUR, SECTOR-II,  PITHAMPUR, INDUSTRIAL AREA",MADHYA PRADESH,2019,23,MADHYA PRADESH,1
"VILLAGE VINAYAKIA, JODHPUR  (BADRI KUMHAR)",RAJASTHAN,2012,8,RAJASTHAN,1
"*BONAIGAON, ASSAM",ASSAM,2018,18,ASSAM,1
"BOREWELL AT IMITATION  JEWELLARY PARK,  MACHILIPTNAM",ANDHRA PRADESH,2019,28,ANDHRA PRADESH,1
TUBE WELL AT KANCHANPUR,TRIPURA,2019,16,TRIPURA,1
"BOREWELL AT STAR HOSPITAL,  INFRONT OF STP, BHIWADI,  TIJARA, ALWAR",RAJASTHAN,2019,8,RAJASTHAN,1
"TUBE WELL AT BAGAFA, SOUTH TRIPURA",TRIPURA,2017,16,TRIPURA,1
"AT BILASPUR REGION, CHHATISGARH.",CHHATTISGARH,2018,22,CHHATTISGARH,1
"DUG WELL OWNED BY SHRI  DESHMUKH, MALEGAON,  BARAMATI, PUNE",MAHARASHTRA,2016,27,MAHARASHTRA,1
"Dug well at Sakharali, near  MIDC Islampur near Krishna Milk Industry. Village- Sakharali,Taluka-  Walwa,District- Sangli.",Maharashtra,2013,27,MAHARASHTRA,1
"BOREWELL NEAR TSDF SITE OF NARODA ENVIRO PROJECT.LTD, ODHAVE, AHMEDABAD",GUJARAT,2017,24,GUJARAT,1
"B/W NEAR INDL. AREA BORASARA & NAVAPURA, DIST. SURAT.",GUJARAT,2017,24,GUJARAT,1
RESIDENTIAL AREA - SONARPUR,WEST BENGAL,2019,19,WEST BENGAL,1
"VILLAGE KANAKWAL/ PHUKOKARI GGS HMEL REFINERY, BHATINDA",PUNJAB,2018,3,PUNJAB,1
"NEAR M/S KUMAR INTER  NATIONAL LAKDI FAZALPUR, DELHI RD, MORADABAD",UTTAR PRADESH,2012,9,UTTAR PRADESH,1
"BORE WELL AT KAPULUPPADA DUMPSITE,  VISHAKHAPATNAM",ANDHRA PRADESH,2018,28,ANDHRA PRADESH,1
BAGAHA (SPECIFY LOCATION),Bihar,2013,10,BIHAR,1
"WELL OF RAM CHANDRA DEWRA, VILLAGE- SANGARIA, JODHPUR, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
SIWAN BOREWELL WATER AT COLLECTRIATE CAMPUS,BIHAR,2016,10,BIHAR,1
"NEAR GALVANISATION UNIT,  HOWRAH",WEST BENGAL,2013,19,WEST BENGAL,1
BORE WELL AT BETHORA  INDUSTRIAL ESTATE,GOA,2019,30,GOA,1
"SHIBNAGAR, AGARTALA, TRIPURA",TRIPURA,2014,16,TRIPURA,1
WELL AT MUTHIRAPPALAYAM  (PWD),PUDUCHERRY,2019,34,PUDUCHERRY,1
BADDI INDUSTRIAL AREA,HIMACHAL PRADESH,2013,2,HIMACHAL PRADESH,1
"OLD TOWN- SAMANTARAAIPUR AREA, BHUBANESWAR",ODISHA,2018,21,ODISHA,1
"DEVA ROAD, INDUSTRIAL  AREA, CHAINHAT, LKO NEAR  UPTRON POLICE CHOWKI,  LUCKNOW",UTTAR PRADESH,2016,9,UTTAR PRADESH,1
METTUPALAYAM,PUDUCHERRY,2016,34,PUDUCHERRY,1
"GROUND WATER FROM JAGIROAD NEAR HPC EFFLUENT DISCHARGE POINT, ASSAM",ASSAM,2017,18,ASSAM,1
"NEAR MALBORS INTERNATIONLA  P LTD, VILL MANSOORWAL, DIST  FEROZPUR",PUNJAB,2019,3,PUNJAB,1
"VILLAGE VINAYAKIA,  JODHPUR (HUKUM SINGH  RATHORE)",RAJASTHAN,2016,8,RAJASTHAN,1
TUBE WELL AT BISHRAMGANJ,TRIPURA,2019,16,TRIPURA,1
"NEW FATEHPURA, 200 FT.FROM PANCHWATI NALLAH, UDAIPUR",RAJASTHAN,2017,8,RAJASTHAN,1
"WELL AT BURARI, DELHI",DELHI,2019,7,DELHI,1
"WELL OF BIRMA RAM PATEL,  SALAWAS, JODHPUR",RAJASTHAN,2016,8,RAJASTHAN,1
"BORE WELL, SNR. VINAYAK JAL SUDDHIKARAN SAHAKARI MANDALI LTD. (CETP ), VILL. BAVLA, DIST. AHMEDABAD.",GUJARAT,2017,24,GUJARAT,1
"NEAR ARVIND GENERAL STORE, ALOO FACTORY, KACCHI BASTI, SARDARPURA, UDAIPUR",RAJASTHAN,2017,8,RAJASTHAN,1
"NEAR RANA PRATAP NAGAR, RAILWAY STATION, UDAIPUR",RAJASTHAN,2017,8,RAJASTHAN,1
"B/W. - NAGIRI, CHITTOOR  DIST., A.P",ANDHRA PRADESH,2014,28,ANDHRA PRADESH,1
"NAIGOPALPUR, BALASORE",ODISHA,2017,21,ODISHA,1
HAND PUMP AT RECONGPEO,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
"NEAR MKCG MEDICAL COLLEGE,  BERHAMPUR",ODISHA,2019,21,ODISHA,1
